provincia,origen,periodo,viajeros,año,mes
Asturias,España,2021M06,104946,2021,Junio
Asturias,España,2021M05,53731,2021,Mayo
Asturias,España,2021M04,22616,2021,Abril
Asturias,España,2021M03,20525,2021,Marzo
Asturias,España,2021M02,14241,2021,Febrero
Asturias,España,2021M01,14461,2021,Enero
Asturias,El Extranjero,2022M12,8345,2022,Diciembre
Asturias,El Extranjero,2022M11,10322,2022,Noviembre
Asturias,El Extranjero,2022M10,28491,2022,Octubre
Asturias,El Extranjero,2022M09,44737,2022,Septiembre
Asturias,El Extranjero,2022M08,48464,2022,Agosto
Asturias,El Extranjero,2022M07,41964,2022,Julio
Asturias,El Extranjero,2022M06,38820,2022,Junio
Asturias,El Extranjero,2022M05,33637,2022,Mayo
Asturias,El Extranjero,2022M04,20394,2022,Abril
Asturias,El Extranjero,2022M03,8725,2022,Marzo
Asturias,El Extranjero,2022M02,5964,2022,Febrero
Asturias,El Extranjero,2022M01,4456,2022,Enero
Asturias,El Extranjero,2021M12,6711,2021,Diciembre
Asturias,El Extranjero,2021M11,9853,2021,Noviembre
Asturias,El Extranjero,2021M10,22129,2021,Octubre
Asturias,El Extranjero,2021M09,27110,2021,Septiembre
Asturias,El Extranjero,2021M08,24660,2021,Agosto
Asturias,El Extranjero,2021M07,23260,2021,Julio
Asturias,El Extranjero,2021M06,10550,2021,Junio
Asturias,El Extranjero,2021M05,3754,2021,Mayo
Asturias,El Extranjero,2021M04,1423,2021,Abril
Asturias,El Extranjero,2021M03,1531,2021,Marzo
Asturias,El Extranjero,2021M02,752,2021,Febrero
Asturias,El Extranjero,2021M01,949,2021,Enero
"Balears, Illes",España,2022M12,35980,2022,Diciembre
"Balears, Illes",España,2022M11,44337,2022,Noviembre
"Balears, Illes",España,2022M10,167105,2022,Octubre
"Balears, Illes",España,2022M09,187516,2022,Septiembre
"Balears, Illes",España,2022M08,284123,2022,Agosto
"Balears, Illes",España,2022M07,242215,2022,Julio
"Balears, Illes",España,2022M06,238985,2022,Junio
"Balears, Illes",España,2022M05,174365,2022,Mayo
"Balears, Illes",España,2022M04,111992,2022,Abril
"Balears, Illes",España,2022M03,60834,2022,Marzo
"Balears, Illes",España,2022M02,42557,2022,Febrero
"Balears, Illes",España,2022M01,20603,2022,Enero
"Balears, Illes",España,2021M12,27267,2021,Diciembre
"Balears, Illes",España,2021M11,33690,2021,Noviembre
"Balears, Illes",España,2021M10,141008,2021,Octubre
"Balears, Illes",España,2021M09,181723,2021,Septiembre
"Balears, Illes",España,2021M08,281919,2021,Agosto
"Balears, Illes",España,2021M07,217216,2021,Julio
"Balears, Illes",España,2021M06,172410,2021,Junio
"Balears, Illes",España,2021M05,59370,2021,Mayo
"Balears, Illes",España,2021M04,26370,2021,Abril
"Balears, Illes",España,2021M03,15381,2021,Marzo
"Balears, Illes",España,2021M02,10810,2021,Febrero
"Balears, Illes",España,2021M01,8309,2021,Enero
"Balears, Illes",El Extranjero,2022M12,44716,2022,Diciembre
"Balears, Illes",El Extranjero,2022M11,66857,2022,Noviembre
"Balears, Illes",El Extranjero,2022M10,905023,2022,Octubre
"Balears, Illes",El Extranjero,2022M09,1430997,2022,Septiembre
"Balears, Illes",El Extranjero,2022M08,1670321,2022,Agosto
"Balears, Illes",El Extranjero,2022M07,1662644,2022,Julio
"Balears, Illes",El Extranjero,2022M06,1503440,2022,Junio
"Balears, Illes",El Extranjero,2022M05,1204285,2022,Mayo
"Balears, Illes",El Extranjero,2022M04,515508,2022,Abril
"Balears, Illes",El Extranjero,2022M03,141624,2022,Marzo
"Balears, Illes",El Extranjero,2022M02,50067,2022,Febrero
"Balears, Illes",El Extranjero,2022M01,21528,2022,Enero
"Balears, Illes",El Extranjero,2021M12,30125,2021,Diciembre
"Balears, Illes",El Extranjero,2021M11,54627,2021,Noviembre
"Balears, Illes",El Extranjero,2021M10,620531,2021,Octubre
"Balears, Illes",El Extranjero,2021M09,822354,2021,Septiembre
"Balears, Illes",El Extranjero,2021M08,894903,2021,Agosto
"Balears, Illes",El Extranjero,2021M07,837887,2021,Julio
"Balears, Illes",El Extranjero,2021M06,415541,2021,Junio
"Balears, Illes",El Extranjero,2021M05,161116,2021,Mayo
"Balears, Illes",El Extranjero,2021M04,46977,2021,Abril
"Balears, Illes",El Extranjero,2021M03,15856,2021,Marzo
"Balears, Illes",El Extranjero,2021M02,3913,2021,Febrero
"Balears, Illes",El Extranjero,2021M01,3074,2021,Enero
"Palmas, Las",España,2022M12,81178,2022,Diciembre
"Palmas, Las",España,2022M11,70914,2022,Noviembre
"Palmas, Las",España,2022M10,103601,2022,Octubre
"Palmas, Las",España,2022M09,127884,2022,Septiembre
"Palmas, Las",España,2022M08,166313,2022,Agosto
"Palmas, Las",España,2022M07,150193,2022,Julio
"Palmas, Las",España,2022M06,134181,2022,Junio
"Palmas, Las",España,2022M05,118115,2022,Mayo
"Palmas, Las",España,2022M04,101633,2022,Abril
"Palmas, Las",España,2022M03,68893,2022,Marzo
"Palmas, Las",España,2022M02,62589,2022,Febrero
"Palmas, Las",España,2022M01,49378,2022,Enero
"Palmas, Las",España,2021M12,74704,2021,Diciembre
"Palmas, Las",España,2021M11,66627,2021,Noviembre
"Palmas, Las",España,2021M10,103897,2021,Octubre
"Palmas, Las",España,2021M09,133112,2021,Septiembre
"Palmas, Las",España,2021M08,193222,2021,Agosto
"Palmas, Las",España,2021M07,149497,2021,Julio
"Palmas, Las",España,2021M06,96552,2021,Junio
"Palmas, Las",España,2021M05,68670,2021,Mayo
"Palmas, Las",España,2021M04,50344,2021,Abril
"Palmas, Las",España,2021M03,40217,2021,Marzo
"Palmas, Las",España,2021M02,28100,2021,Febrero
"Palmas, Las",España,2021M01,22561,2021,Enero
"Palmas, Las",El Extranjero,2022M12,427039,2022,Diciembre
"Palmas, Las",El Extranjero,2022M11,398047,2022,Noviembre
"Palmas, Las",El Extranjero,2022M10,442136,2022,Octubre
"Palmas, Las",El Extranjero,2022M09,355596,2022,Septiembre
"Palmas, Las",El Extranjero,2022M08,411778,2022,Agosto
"Palmas, Las",El Extranjero,2022M07,401861,2022,Julio
"Palmas, Las",El Extranjero,2022M06,345581,2022,Junio
"Palmas, Las",El Extranjero,2022M05,339220,2022,Mayo
"Palmas, Las",El Extranjero,2022M04,398435,2022,Abril
"Palmas, Las",El Extranjero,2022M03,394383,2022,Marzo
"Palmas, Las",El Extranjero,2022M02,340660,2022,Febrero
"Palmas, Las",El Extranjero,2022M01,259184,2022,Enero
"Palmas, Las",El Extranjero,2021M12,308739,2021,Diciembre
"Palmas, Las",El Extranjero,2021M11,357111,2021,Noviembre
"Palmas, Las",El Extranjero,2021M10,392785,2021,Octubre
"Palmas, Las",El Extranjero,2021M09,235277,2021,Septiembre
"Palmas, Las",El Extranjero,2021M08,231111,2021,Agosto
"Palmas, Las",El Extranjero,2021M07,167453,2021,Julio
"Palmas, Las",El Extranjero,2021M06,88317,2021,Junio
"Palmas, Las",El Extranjero,2021M05,49815,2021,Mayo
"Palmas, Las",El Extranjero,2021M04,33400,2021,Abril
"Palmas, Las",El Extranjero,2021M03,29938,2021,Marzo
"Palmas, Las",El Extranjero,2021M02,19578,2021,Febrero
"Palmas, Las",El Extranjero,2021M01,28751,2021,Enero
Santa Cruz de Tenerife,España,2022M12,83526,2022,Diciembre
Santa Cruz de Tenerife,España,2022M11,79779,2022,Noviembre
Santa Cruz de Tenerife,España,2022M10,98347,2022,Octubre
Santa Cruz de Tenerife,España,2022M09,116456,2022,Septiembre
Santa Cruz de Tenerife,España,2022M08,144470,2022,Agosto
Santa Cruz de Tenerife,España,2022M07,139005,2022,Julio
Santa Cruz de Tenerife,España,2022M06,116503,2022,Junio
Santa Cruz de Tenerife,España,2022M05,107534,2022,Mayo
Santa Cruz de Tenerife,España,2022M04,97456,2022,Abril
Santa Cruz de Tenerife,España,2022M03,71225,2022,Marzo
Santa Cruz de Tenerife,España,2022M02,64206,2022,Febrero
Santa Cruz de Tenerife,España,2022M01,48694,2022,Enero
Santa Cruz de Tenerife,España,2021M12,77897,2021,Diciembre
Santa Cruz de Tenerife,España,2021M11,70673,2021,Noviembre
Santa Cruz de Tenerife,España,2021M10,99379,2021,Octubre
Santa Cruz de Tenerife,España,2021M09,106741,2021,Septiembre
Santa Cruz de Tenerife,España,2021M08,151804,2021,Agosto
Santa Cruz de Tenerife,España,2021M07,121343,2021,Julio
Santa Cruz de Tenerife,España,2021M06,75420,2021,Junio
Santa Cruz de Tenerife,España,2021M05,56402,2021,Mayo
Santa Cruz de Tenerife,España,2021M04,38697,2021,Abril
Santa Cruz de Tenerife,España,2021M03,38329,2021,Marzo
Santa Cruz de Tenerife,España,2021M02,29344,2021,Febrero
Santa Cruz de Tenerife,España,2021M01,19366,2021,Enero
Santa Cruz de Tenerife,El Extranjero,2022M12,296760,2022,Diciembre
Santa Cruz de Tenerife,El Extranjero,2022M11,268582,2022,Noviembre
Santa Cruz de Tenerife,El Extranjero,2022M10,279713,2022,Octubre
Santa Cruz de Tenerife,El Extranjero,2022M09,231534,2022,Septiembre
Santa Cruz de Tenerife,El Extranjero,2022M08,253837,2022,Agosto
Santa Cruz de Tenerife,El Extranjero,2022M07,249417,2022,Julio
Santa Cruz de Tenerife,El Extranjero,2022M06,228907,2022,Junio
Santa Cruz de Tenerife,El Extranjero,2022M05,224717,2022,Mayo
Santa Cruz de Tenerife,El Extranjero,2022M04,260334,2022,Abril
Santa Cruz de Tenerife,El Extranjero,2022M03,262334,2022,Marzo
Santa Cruz de Tenerife,El Extranjero,2022M02,236632,2022,Febrero
Santa Cruz de Tenerife,El Extranjero,2022M01,184433,2022,Enero
Santa Cruz de Tenerife,El Extranjero,2021M12,199285,2021,Diciembre
Santa Cruz de Tenerife,El Extranjero,2021M11,227561,2021,Noviembre
Santa Cruz de Tenerife,El Extranjero,2021M10,231814,2021,Octubre
Santa Cruz de Tenerife,El Extranjero,2021M09,153639,2021,Septiembre
Santa Cruz de Tenerife,El Extranjero,2021M08,135843,2021,Agosto
Santa Cruz de Tenerife,El Extranjero,2021M07,87580,2021,Julio
Santa Cruz de Tenerife,El Extranjero,2021M06,46418,2021,Junio
Santa Cruz de Tenerife,El Extranjero,2021M05,37490,2021,Mayo
Santa Cruz de Tenerife,El Extranjero,2021M04,32306,2021,Abril
Santa Cruz de Tenerife,El Extranjero,2021M03,25536,2021,Marzo
Santa Cruz de Tenerife,El Extranjero,2021M02,19558,2021,Febrero
Santa Cruz de Tenerife,El Extranjero,2021M01,18085,2021,Enero
Cantabria,España,2022M12,45068,2022,Diciembre
Cantabria,España,2022M11,49866,2022,Noviembre
Cantabria,España,2022M10,84567,2022,Octubre
Cantabria,España,2022M09,114132,2022,Septiembre
Cantabria,España,2022M08,168066,2022,Agosto
Cantabria,España,2022M07,155081,2022,Julio
Cantabria,España,2022M06,97488,2022,Junio
Cantabria,España,2022M05,83590,2022,Mayo
Cantabria,España,2022M04,87206,2022,Abril
Cantabria,España,2022M03,51803,2022,Marzo
Cantabria,España,2022M02,45163,2022,Febrero
Cantabria,España,2022M01,29916,2022,Enero
Cantabria,España,2021M12,36811,2021,Diciembre
Cantabria,España,2021M11,45734,2021,Noviembre
Cantabria,España,2021M10,83428,2021,Octubre
Cantabria,España,2021M09,114827,2021,Septiembre
Cantabria,España,2021M08,174182,2021,Agosto
Cantabria,España,2021M07,140488,2021,Julio
Cantabria,España,2021M06,84606,2021,Junio
Cantabria,España,2021M05,36882,2021,Mayo
Cantabria,España,2021M04,15971,2021,Abril
Cantabria,España,2021M03,16481,2021,Marzo
Cantabria,España,2021M02,16225,2021,Febrero
Cantabria,España,2021M01,13683,2021,Enero
Cantabria,El Extranjero,2022M12,7984,2022,Diciembre
Cantabria,El Extranjero,2022M11,10320,2022,Noviembre
Cantabria,El Extranjero,2022M10,27590,2022,Octubre
Cantabria,El Extranjero,2022M09,44773,2022,Septiembre
Cantabria,El Extranjero,2022M08,40543,2022,Agosto
Cantabria,El Extranjero,2022M07,39091,2022,Julio
Cantabria,El Extranjero,2022M06,32505,2022,Junio
Cantabria,El Extranjero,2022M05,33629,2022,Mayo
Cantabria,El Extranjero,2022M04,20254,2022,Abril
Cantabria,El Extranjero,2022M03,10609,2022,Marzo
Cantabria,El Extranjero,2022M02,6899,2022,Febrero
Cantabria,El Extranjero,2022M01,5799,2022,Enero
Cantabria,El Extranjero,2021M12,6565,2021,Diciembre
Cantabria,El Extranjero,2021M11,8404,2021,Noviembre
Cantabria,El Extranjero,2021M10,20532,2021,Octubre
Cantabria,El Extranjero,2021M09,27647,2021,Septiembre
Cantabria,El Extranjero,2021M08,24753,2021,Agosto
Cantabria,El Extranjero,2021M07,21235,2021,Julio
Cantabria,El Extranjero,2021M06,9699,2021,Junio
Cantabria,El Extranjero,2021M05,3597,2021,Mayo
Cantabria,El Extranjero,2021M04,1670,2021,Abril
Cantabria,El Extranjero,2021M03,1569,2021,Marzo
Cantabria,El Extranjero,2021M02,1528,2021,Febrero
Cantabria,El Extranjero,2021M01,1293,2021,Enero
Ávila,España,2022M12,21731,2022,Diciembre
Ávila,España,2022M11,22857,2022,Noviembre
Ávila,España,2022M10,29933,2022,Octubre
Ávila,España,2022M09,30647,2022,Septiembre
Ávila,España,2022M08,38894,2022,Agosto
Ávila,España,2022M07,28580,2022,Julio
Ávila,España,2022M06,25157,2022,Junio
Ávila,España,2022M05,28581,2022,Mayo
Ávila,España,2022M04,27767,2022,Abril
Ávila,España,2022M03,18555,2022,Marzo
Ávila,España,2022M02,17457,2022,Febrero
Ávila,España,2022M01,14149,2022,Enero
Ávila,España,2021M12,19749,2021,Diciembre
Ávila,España,2021M11,19144,2021,Noviembre
Ávila,España,2021M10,29246,2021,Octubre
Ávila,España,2021M09,27677,2021,Septiembre
Ávila,España,2021M08,42517,2021,Agosto
Ávila,España,2021M07,27190,2021,Julio
Ávila,España,2021M06,20421,2021,Junio
Ávila,España,2021M05,12457,2021,Mayo
Ávila,España,2021M04,6581,2021,Abril
Ávila,España,2021M03,6107,2021,Marzo
Ávila,España,2021M02,4096,2021,Febrero
Ávila,España,2021M01,2822,2021,Enero
Ávila,El Extranjero,2022M12,2257,2022,Diciembre
Ávila,El Extranjero,2022M11,2303,2022,Noviembre
Ávila,El Extranjero,2022M10,5000,2022,Octubre
Ávila,El Extranjero,2022M09,5149,2022,Septiembre
Ávila,El Extranjero,2022M08,4301,2022,Agosto
Ávila,El Extranjero,2022M07,3802,2022,Julio
Ávila,El Extranjero,2022M06,4412,2022,Junio
Ávila,El Extranjero,2022M05,4333,2022,Mayo
Ávila,El Extranjero,2022M04,3566,2022,Abril
Ávila,El Extranjero,2022M03,1925,2022,Marzo
Ávila,El Extranjero,2022M02,1824,2022,Febrero
Ávila,El Extranjero,2022M01,1219,2022,Enero
Ávila,El Extranjero,2021M12,1802,2021,Diciembre
Ávila,El Extranjero,2021M11,1902,2021,Noviembre
Ávila,El Extranjero,2021M10,3279,2021,Octubre
Ávila,El Extranjero,2021M09,2970,2021,Septiembre
Ávila,El Extranjero,2021M08,2427,2021,Agosto
Ávila,El Extranjero,2021M07,1618,2021,Julio
Ávila,El Extranjero,2021M06,1250,2021,Junio
Ávila,El Extranjero,2021M05,735,2021,Mayo
Ávila,El Extranjero,2021M04,223,2021,Abril
Ávila,El Extranjero,2021M03,284,2021,Marzo
Ávila,El Extranjero,2021M02,189,2021,Febrero
Ávila,El Extranjero,2021M01,139,2021,Enero
Burgos,España,2022M12,38885,2022,Diciembre
Burgos,España,2022M11,45390,2022,Noviembre
Burgos,España,2022M10,57168,2022,Octubre
Burgos,España,2022M09,58725,2022,Septiembre
Burgos,España,2022M08,76550,2022,Agosto
Burgos,España,2022M07,54521,2022,Julio
Burgos,España,2022M06,47883,2022,Junio
Burgos,España,2022M05,48883,2022,Mayo
Burgos,España,2022M04,54790,2022,Abril
Burgos,España,2022M03,41771,2022,Marzo
Burgos,España,2022M02,36617,2022,Febrero
Burgos,España,2022M01,25249,2022,Enero
Burgos,España,2021M12,33229,2021,Diciembre
Burgos,España,2021M11,39043,2021,Noviembre
Burgos,España,2021M10,56241,2021,Octubre
Burgos,España,2021M09,51395,2021,Septiembre
Burgos,España,2021M08,77226,2021,Agosto
Burgos,España,2021M07,49947,2021,Julio
Burgos,España,2021M06,33498,2021,Junio
Burgos,España,2021M05,22134,2021,Mayo
Burgos,España,2021M04,15015,2021,Abril
Burgos,España,2021M03,11817,2021,Marzo
Burgos,España,2021M02,9038,2021,Febrero
Burgos,España,2021M01,8271,2021,Enero
Burgos,El Extranjero,2022M12,11458,2022,Diciembre
Burgos,El Extranjero,2022M11,11971,2022,Noviembre
Burgos,El Extranjero,2022M10,26209,2022,Octubre
Burgos,El Extranjero,2022M09,32446,2022,Septiembre
Burgos,El Extranjero,2022M08,54722,2022,Agosto
Burgos,El Extranjero,2022M07,44427,2022,Julio
Burgos,El Extranjero,2022M06,27486,2022,Junio
Burgos,El Extranjero,2022M05,28483,2022,Mayo
Burgos,El Extranjero,2022M04,20614,2022,Abril
Burgos,El Extranjero,2022M03,11765,2022,Marzo
Burgos,El Extranjero,2022M02,8556,2022,Febrero
Burgos,El Extranjero,2022M01,8436,2022,Enero
Burgos,El Extranjero,2021M12,8763,2021,Diciembre
Burgos,El Extranjero,2021M11,10830,2021,Noviembre
Burgos,El Extranjero,2021M10,19605,2021,Octubre
Burgos,El Extranjero,2021M09,21062,2021,Septiembre
Burgos,El Extranjero,2021M08,23167,2021,Agosto
Burgos,El Extranjero,2021M07,22395,2021,Julio
Burgos,El Extranjero,2021M06,8007,2021,Junio
Burgos,El Extranjero,2021M05,4470,2021,Mayo
Burgos,El Extranjero,2021M04,2056,2021,Abril
Burgos,El Extranjero,2021M03,2562,2021,Marzo
Burgos,El Extranjero,2021M02,1506,2021,Febrero
Burgos,El Extranjero,2021M01,2001,2021,Enero
León,España,2022M12,32779,2022,Diciembre
León,España,2022M11,40075,2022,Noviembre
León,España,2022M10,63344,2022,Octubre
León,España,2022M09,68951,2022,Septiembre
León,España,2022M08,93670,2022,Agosto
León,España,2022M07,69805,2022,Julio
León,España,2022M06,62498,2022,Junio
León,España,2022M05,57538,2022,Mayo
León,España,2022M04,57409,2022,Abril
León,España,2022M03,40517,2022,Marzo
León,España,2022M02,36122,2022,Febrero
León,España,2022M01,25822,2022,Enero
León,España,2021M12,31915,2021,Diciembre
León,España,2021M11,39687,2021,Noviembre
León,España,2021M10,61746,2021,Octubre
León,España,2021M09,59528,2021,Septiembre
León,España,2021M08,95422,2021,Agosto
León,España,2021M07,61004,2021,Julio
León,España,2021M06,37810,2021,Junio
León,España,2021M05,25673,2021,Mayo
León,España,2021M04,18803,2021,Abril
León,España,2021M03,14953,2021,Marzo
León,España,2021M02,8159,2021,Febrero
León,España,2021M01,7996,2021,Enero
León,El Extranjero,2022M12,2822,2022,Diciembre
León,El Extranjero,2022M11,5068,2022,Noviembre
León,El Extranjero,2022M10,20706,2022,Octubre
León,El Extranjero,2022M09,27767,2022,Septiembre
León,El Extranjero,2022M08,20310,2022,Agosto
León,El Extranjero,2022M07,18213,2022,Julio
León,El Extranjero,2022M06,25345,2022,Junio
León,El Extranjero,2022M05,29475,2022,Mayo
León,El Extranjero,2022M04,14238,2022,Abril
León,El Extranjero,2022M03,4767,2022,Marzo
León,El Extranjero,2022M02,2837,2022,Febrero
León,El Extranjero,2022M01,2339,2022,Enero
León,El Extranjero,2021M12,2962,2021,Diciembre
León,El Extranjero,2021M11,4920,2021,Noviembre
León,El Extranjero,2021M10,12438,2021,Octubre
León,El Extranjero,2021M09,15875,2021,Septiembre
León,El Extranjero,2021M08,10597,2021,Agosto
León,El Extranjero,2021M07,8321,2021,Julio
León,El Extranjero,2021M06,4283,2021,Junio
León,El Extranjero,2021M05,2141,2021,Mayo
León,El Extranjero,2021M04,965,2021,Abril
León,El Extranjero,2021M03,1192,2021,Marzo
León,El Extranjero,2021M02,541,2021,Febrero
León,El Extranjero,2021M01,694,2021,Enero
Palencia,España,2022M12,8112,2022,Diciembre
Palencia,España,2022M11,12180,2022,Noviembre
Palencia,España,2022M10,14004,2022,Octubre
Palencia,España,2022M09,16072,2022,Septiembre
Palencia,España,2022M08,20973,2022,Agosto
Palencia,España,2022M07,16797,2022,Julio
Palencia,España,2022M06,14017,2022,Junio
Palencia,España,2022M05,12855,2022,Mayo
Palencia,España,2022M04,14038,2022,Abril
Palencia,España,2022M03,9809,2022,Marzo
Palencia,España,2022M02,9543,2022,Febrero
Palencia,España,2022M01,6721,2022,Enero
Palencia,España,2021M12,7585,2021,Diciembre
Palencia,España,2021M11,9758,2021,Noviembre
Palencia,España,2021M10,14786,2021,Octubre
Palencia,España,2021M09,14075,2021,Septiembre
Palencia,España,2021M08,20077,2021,Agosto
Palencia,España,2021M07,14097,2021,Julio
Palencia,España,2021M06,10330,2021,Junio
Palencia,España,2021M05,6758,2021,Mayo
Palencia,España,2021M04,4363,2021,Abril
Palencia,España,2021M03,3905,2021,Marzo
Palencia,España,2021M02,2631,2021,Febrero
Palencia,España,2021M01,2029,2021,Enero
Palencia,El Extranjero,2022M12,1293,2022,Diciembre
Palencia,El Extranjero,2022M11,1263,2022,Noviembre
Palencia,El Extranjero,2022M10,4875,2022,Octubre
Palencia,El Extranjero,2022M09,6908,2022,Septiembre
Palencia,El Extranjero,2022M08,8413,2022,Agosto
Palencia,El Extranjero,2022M07,6024,2022,Julio
Palencia,El Extranjero,2022M06,5648,2022,Junio
Palencia,El Extranjero,2022M05,6288,2022,Mayo
Palencia,El Extranjero,2022M04,3106,2022,Abril
Palencia,El Extranjero,2022M03,1470,2022,Marzo
Palencia,El Extranjero,2022M02,1076,2022,Febrero
Palencia,El Extranjero,2022M01,894,2022,Enero
Palencia,El Extranjero,2021M12,657,2021,Diciembre
Palencia,El Extranjero,2021M11,1576,2021,Noviembre
Palencia,El Extranjero,2021M10,3380,2021,Octubre
Palencia,El Extranjero,2021M09,4113,2021,Septiembre
Palencia,El Extranjero,2021M08,2825,2021,Agosto
Palencia,El Extranjero,2021M07,2743,2021,Julio
Palencia,El Extranjero,2021M06,1122,2021,Junio
Palencia,El Extranjero,2021M05,1233,2021,Mayo
Palencia,El Extranjero,2021M04,375,2021,Abril
Palencia,El Extranjero,2021M03,316,2021,Marzo
Palencia,El Extranjero,2021M02,353,2021,Febrero
Palencia,El Extranjero,2021M01,497,2021,Enero
Salamanca,España,2022M12,48700,2022,Diciembre
Salamanca,España,2022M11,43816,2022,Noviembre
Salamanca,España,2022M10,64436,2022,Octubre
Salamanca,España,2022M09,66176,2022,Septiembre
Salamanca,España,2022M08,83128,2022,Agosto
Salamanca,España,2022M07,66198,2022,Julio
Salamanca,España,2022M06,56820,2022,Junio
Salamanca,España,2022M05,52592,2022,Mayo
Salamanca,España,2022M04,63825,2022,Abril
Salamanca,España,2022M03,42690,2022,Marzo
Salamanca,España,2022M02,42586,2022,Febrero
Salamanca,España,2022M01,28555,2022,Enero
Salamanca,España,2021M12,43750,2021,Diciembre
Salamanca,España,2021M11,47090,2021,Noviembre
Salamanca,España,2021M10,66314,2021,Octubre
Salamanca,España,2021M09,66541,2021,Septiembre
Salamanca,España,2021M08,86629,2021,Agosto
Salamanca,España,2021M07,61599,2021,Julio
Salamanca,España,2021M06,39554,2021,Junio
Salamanca,España,2021M05,28438,2021,Mayo
Salamanca,España,2021M04,14908,2021,Abril
Salamanca,España,2021M03,14084,2021,Marzo
Salamanca,España,2021M02,8729,2021,Febrero
Salamanca,España,2021M01,6753,2021,Enero
Salamanca,El Extranjero,2022M12,16688,2022,Diciembre
Salamanca,El Extranjero,2022M11,15859,2022,Noviembre
Salamanca,El Extranjero,2022M10,27964,2022,Octubre
Salamanca,El Extranjero,2022M09,28791,2022,Septiembre
Salamanca,El Extranjero,2022M08,39268,2022,Agosto
Salamanca,El Extranjero,2022M07,34909,2022,Julio
Salamanca,El Extranjero,2022M06,23976,2022,Junio
Salamanca,El Extranjero,2022M05,24569,2022,Mayo
Salamanca,El Extranjero,2022M04,20818,2022,Abril
Salamanca,El Extranjero,2022M03,12551,2022,Marzo
Salamanca,El Extranjero,2022M02,9207,2022,Febrero
Salamanca,El Extranjero,2022M01,8358,2022,Enero
Salamanca,El Extranjero,2021M12,9107,2021,Diciembre
Salamanca,El Extranjero,2021M11,11236,2021,Noviembre
Salamanca,El Extranjero,2021M10,20395,2021,Octubre
Salamanca,El Extranjero,2021M09,15894,2021,Septiembre
Salamanca,El Extranjero,2021M08,19962,2021,Agosto
Salamanca,El Extranjero,2021M07,13584,2021,Julio
Salamanca,El Extranjero,2021M06,7592,2021,Junio
Salamanca,El Extranjero,2021M05,4231,2021,Mayo
Salamanca,El Extranjero,2021M04,1282,2021,Abril
Salamanca,El Extranjero,2021M03,1332,2021,Marzo
Salamanca,El Extranjero,2021M02,824,2021,Febrero
Salamanca,El Extranjero,2021M01,1114,2021,Enero
Segovia,España,2022M12,24301,2022,Diciembre
Segovia,España,2022M11,26786,2022,Noviembre
Segovia,España,2022M10,33298,2022,Octubre
Segovia,España,2022M09,34357,2022,Septiembre
Segovia,España,2022M08,47996,2022,Agosto
Segovia,España,2022M07,41710,2022,Julio
Segovia,España,2022M06,35036,2022,Junio
Segovia,España,2022M05,27653,2022,Mayo
Segovia,España,2022M04,32177,2022,Abril
Segovia,España,2022M03,24782,2022,Marzo
Segovia,España,2022M02,23119,2022,Febrero
Segovia,España,2022M01,16875,2022,Enero
Segovia,España,2021M12,21647,2021,Diciembre
Segovia,España,2021M11,23758,2021,Noviembre
Segovia,España,2021M10,37595,2021,Octubre
Segovia,España,2021M09,31690,2021,Septiembre
Segovia,España,2021M08,56120,2021,Agosto
Segovia,España,2021M07,40941,2021,Julio
Segovia,España,2021M06,22788,2021,Junio
Segovia,España,2021M05,13721,2021,Mayo
Segovia,España,2021M04,5316,2021,Abril
Segovia,España,2021M03,5491,2021,Marzo
Segovia,España,2021M02,2374,2021,Febrero
Segovia,España,2021M01,1799,2021,Enero
Segovia,El Extranjero,2022M12,3197,2022,Diciembre
Segovia,El Extranjero,2022M11,4090,2022,Noviembre
Segovia,El Extranjero,2022M10,7653,2022,Octubre
Segovia,El Extranjero,2022M09,10228,2022,Septiembre
Segovia,El Extranjero,2022M08,8205,2022,Agosto
Segovia,El Extranjero,2022M07,10371,2022,Julio
Segovia,El Extranjero,2022M06,7821,2022,Junio
Segovia,El Extranjero,2022M05,7892,2022,Mayo
Segovia,El Extranjero,2022M04,6680,2022,Abril
Segovia,El Extranjero,2022M03,3388,2022,Marzo
Segovia,El Extranjero,2022M02,2604,2022,Febrero
Segovia,El Extranjero,2022M01,2331,2022,Enero
Segovia,El Extranjero,2021M12,2751,2021,Diciembre
Segovia,El Extranjero,2021M11,3992,2021,Noviembre
Segovia,El Extranjero,2021M10,5820,2021,Octubre
Segovia,El Extranjero,2021M09,6762,2021,Septiembre
Segovia,El Extranjero,2021M08,6047,2021,Agosto
Segovia,El Extranjero,2021M07,4647,2021,Julio
Segovia,El Extranjero,2021M06,2189,2021,Junio
Segovia,El Extranjero,2021M05,1368,2021,Mayo
Segovia,El Extranjero,2021M04,419,2021,Abril
Segovia,El Extranjero,2021M03,473,2021,Marzo
Segovia,El Extranjero,2021M02,353,2021,Febrero
Segovia,El Extranjero,2021M01,181,2021,Enero
Soria,España,2022M12,11932,2022,Diciembre
Soria,España,2022M11,14828,2022,Noviembre
Soria,España,2022M10,20812,2022,Octubre
Soria,España,2022M09,19860,2022,Septiembre
Soria,España,2022M08,27046,2022,Agosto
Soria,España,2022M07,20550,2022,Julio
Soria,España,2022M06,17976,2022,Junio
Soria,España,2022M05,17555,2022,Mayo
Soria,España,2022M04,18243,2022,Abril
Soria,España,2022M03,12688,2022,Marzo
