Totales Territoriales,Comunidades y Ciudades Autónomas,Provincias,Viajeros y pernoctaciones,Residencia: Nivel 2,Periodo,Total,cod_comunidad,nombre_comunidad,cod_provincia,nombre_provincia,año,mes
Total Nacional,,,Pernoctaciones,Residentes en el Extranjero,2022M12,9506705,,,,,2022,12
Total Nacional,,,Pernoctaciones,Residentes en el Extranjero,2022M11,10614692,,,,,2022,11
Total Nacional,,,Pernoctaciones,Residentes en el Extranjero,2022M10,20094601,,,,,2022,10
Total Nacional,,,Pernoctaciones,Residentes en el Extranjero,2022M09,23934658,,,,,2022,9
Total Nacional,,,Pernoctaciones,Residentes en el Extranjero,2022M08,27871300,,,,,2022,8
Total Nacional,,,Pernoctaciones,Residentes en el Extranjero,2022M07,26513088,,,,,2022,7
Total Nacional,,,Pernoctaciones,Residentes en el Extranjero,2022M06,22894830,,,,,2022,6
Total Nacional,,,Pernoctaciones,Residentes en el Extranjero,2022M05,19733328,,,,,2022,5
Total Nacional,,,Pernoctaciones,Residentes en el Extranjero,2022M04,14937079,,,,,2022,4
Total Nacional,,,Pernoctaciones,Residentes en el Extranjero,2022M03,10560891,,,,,2022,3
Total Nacional,,,Pernoctaciones,Residentes en el Extranjero,2022M02,7604976,,,,,2022,2
Total Nacional,,,Pernoctaciones,Residentes en el Extranjero,2022M01,6062368,,,,,2022,1
Total Nacional,,,Pernoctaciones,Residentes en el Extranjero,2021M12,6903882,,,,,2021,12
Total Nacional,,,Pernoctaciones,Residentes en el Extranjero,2021M11,8842628,,,,,2021,11
Total Nacional,,,Pernoctaciones,Residentes en el Extranjero,2021M10,14409129,,,,,2021,10
Total Nacional,,,Pernoctaciones,Residentes en el Extranjero,2021M09,13866550,,,,,2021,9
Total Nacional,,,Pernoctaciones,Residentes en el Extranjero,2021M08,14889566,,,,,2021,8
Total Nacional,,,Pernoctaciones,Residentes en el Extranjero,2021M07,11511428,,,,,2021,7
Total Nacional,,,Pernoctaciones,Residentes en el Extranjero,2021M06,5298248,,,,,2021,6
Total Nacional,,,Pernoctaciones,Residentes en el Extranjero,2021M05,2647639,,,,,2021,5
Total Nacional,,,Pernoctaciones,Residentes en el Extranjero,2021M04,1301009,,,,,2021,4
Total Nacional,,,Pernoctaciones,Residentes en el Extranjero,2021M03,997112,,,,,2021,3
Total Nacional,,,Pernoctaciones,Residentes en el Extranjero,2021M02,662177,,,,,2021,2
Total Nacional,,,Pernoctaciones,Residentes en el Extranjero,2021M01,777409,,,,,2021,1
Total Nacional,01 Andalucía,,Viajero,,2025M12,1196892,01,Andalucía,,,2025,12
Total Nacional,01 Andalucía,,Viajero,,2025M11,1306347,01,Andalucía,,,2025,11
Total Nacional,01 Andalucía,,Viajero,,2025M10,1903645,01,Andalucía,,,2025,10
Total Nacional,01 Andalucía,,Viajero,,2025M09,2055612,01,Andalucía,,,2025,9
Total Nacional,01 Andalucía,,Viajero,,2025M08,2287040,01,Andalucía,,,2025,8
Total Nacional,01 Andalucía,,Viajero,,2025M07,2118987,01,Andalucía,,,2025,7
Total Nacional,01 Andalucía,,Viajero,,2025M06,2052030,01,Andalucía,,,2025,6
Total Nacional,01 Andalucía,,Viajero,,2025M05,2026477,01,Andalucía,,,2025,5
Total Nacional,01 Andalucía,,Viajero,,2025M04,1860719,01,Andalucía,,,2025,4
Total Nacional,01 Andalucía,,Viajero,,2025M03,1397666,01,Andalucía,,,2025,3
Total Nacional,01 Andalucía,,Viajero,,2025M02,1189519,01,Andalucía,,,2025,2
Total Nacional,01 Andalucía,,Viajero,,2025M01,995404,01,Andalucía,,,2025,1
Total Nacional,01 Andalucía,,Viajero,,2024M12,1108517,01,Andalucía,,,2024,12
Total Nacional,01 Andalucía,,Viajero,,2024M11,1269391,01,Andalucía,,,2024,11
Total Nacional,01 Andalucía,,Viajero,,2024M10,1835740,01,Andalucía,,,2024,10
Total Nacional,01 Andalucía,,Viajero,,2024M09,2013198,01,Andalucía,,,2024,9
Total Nacional,01 Andalucía,,Viajero,,2024M08,2208915,01,Andalucía,,,2024,8
Total Nacional,01 Andalucía,,Viajero,,2024M07,2010321,01,Andalucía,,,2024,7
Total Nacional,01 Andalucía,,Viajero,,2024M06,2011395,01,Andalucía,,,2024,6
Total Nacional,01 Andalucía,,Viajero,,2024M05,2085222,01,Andalucía,,,2024,5
Total Nacional,01 Andalucía,,Viajero,,2024M04,1853668,01,Andalucía,,,2024,4
Total Nacional,01 Andalucía,,Viajero,,2024M03,1595826,01,Andalucía,,,2024,3
Total Nacional,01 Andalucía,,Viajero,,2024M02,1258294,01,Andalucía,,,2024,2
Total Nacional,01 Andalucía,,Viajero,,2024M01,1041007,01,Andalucía,,,2024,1
Total Nacional,01 Andalucía,,Viajero,,2023M12,1170078,01,Andalucía,,,2023,12
Total Nacional,01 Andalucía,,Viajero,,2023M11,1239122,01,Andalucía,,,2023,11
Total Nacional,01 Andalucía,,Viajero,,2023M10,1873526,01,Andalucía,,,2023,10
Total Nacional,01 Andalucía,,Viajero,,2023M09,2025500,01,Andalucía,,,2023,9
Total Nacional,01 Andalucía,,Viajero,,2023M08,2267920,01,Andalucía,,,2023,8
Total Nacional,01 Andalucía,,Viajero,,2023M07,2114842,01,Andalucía,,,2023,7
Total Nacional,01 Andalucía,,Viajero,,2023M06,1959976,01,Andalucía,,,2023,6
Total Nacional,01 Andalucía,,Viajero,,2023M05,1883648,01,Andalucía,,,2023,5
Total Nacional,01 Andalucía,,Viajero,,2023M04,1852962,01,Andalucía,,,2023,4
Total Nacional,01 Andalucía,,Viajero,,2023M03,1418975,01,Andalucía,,,2023,3
Total Nacional,01 Andalucía,,Viajero,,2023M02,1123345,01,Andalucía,,,2023,2
Total Nacional,01 Andalucía,,Viajero,,2023M01,954691,01,Andalucía,,,2023,1
Total Nacional,01 Andalucía,,Viajero,,2022M12,1007743,01,Andalucía,,,2022,12
Total Nacional,01 Andalucía,,Viajero,,2022M11,1084818,01,Andalucía,,,2022,11
Total Nacional,01 Andalucía,,Viajero,,2022M10,1685566,01,Andalucía,,,2022,10
Total Nacional,01 Andalucía,,Viajero,,2022M09,1980050,01,Andalucía,,,2022,9
Total Nacional,01 Andalucía,,Viajero,,2022M08,2172087,01,Andalucía,,,2022,8
Total Nacional,01 Andalucía,,Viajero,,2022M07,2076997,01,Andalucía,,,2022,7
Total Nacional,01 Andalucía,,Viajero,,2022M06,1947800,01,Andalucía,,,2022,6
Total Nacional,01 Andalucía,,Viajero,,2022M05,1833026,01,Andalucía,,,2022,5
Total Nacional,01 Andalucía,,Viajero,,2022M04,1670249,01,Andalucía,,,2022,4
Total Nacional,01 Andalucía,,Viajero,,2022M03,1147658,01,Andalucía,,,2022,3
Total Nacional,01 Andalucía,,Viajero,,2022M02,989820,01,Andalucía,,,2022,2
Total Nacional,01 Andalucía,,Viajero,,2022M01,694614,01,Andalucía,,,2022,1
Total Nacional,01 Andalucía,,Viajero,,2021M12,846378,01,Andalucía,,,2021,12
Total Nacional,01 Andalucía,,Viajero,,2021M11,966910,01,Andalucía,,,2021,11
Total Nacional,01 Andalucía,,Viajero,,2021M10,1430459,01,Andalucía,,,2021,10
Total Nacional,01 Andalucía,,Viajero,,2021M09,1579073,01,Andalucía,,,2021,9
Total Nacional,01 Andalucía,,Viajero,,2021M08,1934752,01,Andalucía,,,2021,8
Total Nacional,01 Andalucía,,Viajero,,2021M07,1685423,01,Andalucía,,,2021,7
Total Nacional,01 Andalucía,,Viajero,,2021M06,1197179,01,Andalucía,,,2021,6
Total Nacional,01 Andalucía,,Viajero,,2021M05,670345,01,Andalucía,,,2021,5
Total Nacional,01 Andalucía,,Viajero,,2021M04,304931,01,Andalucía,,,2021,4
Total Nacional,01 Andalucía,,Viajero,,2021M03,279657,01,Andalucía,,,2021,3
Total Nacional,01 Andalucía,,Viajero,,2021M02,189027,01,Andalucía,,,2021,2
Total Nacional,01 Andalucía,,Viajero,,2021M01,198498,01,Andalucía,,,2021,1
Total Nacional,01 Andalucía,,Viajero,Residentes en España,2025M12,685108,01,Andalucía,,,2025,12
Total Nacional,01 Andalucía,,Viajero,Residentes en España,2025M11,685893,01,Andalucía,,,2025,11
Total Nacional,01 Andalucía,,Viajero,Residentes en España,2025M10,843852,01,Andalucía,,,2025,10
Total Nacional,01 Andalucía,,Viajero,Residentes en España,2025M09,1021623,01,Andalucía,,,2025,9
Total Nacional,01 Andalucía,,Viajero,Residentes en España,2025M08,1333873,01,Andalucía,,,2025,8
Total Nacional,01 Andalucía,,Viajero,Residentes en España,2025M07,1221977,01,Andalucía,,,2025,7
Total Nacional,01 Andalucía,,Viajero,Residentes en España,2025M06,1099444,01,Andalucía,,,2025,6
Total Nacional,01 Andalucía,,Viajero,Residentes en España,2025M05,955855,01,Andalucía,,,2025,5
Total Nacional,01 Andalucía,,Viajero,Residentes en España,2025M04,865459,01,Andalucía,,,2025,4
Total Nacional,01 Andalucía,,Viajero,Residentes en España,2025M03,693640,01,Andalucía,,,2025,3
Total Nacional,01 Andalucía,,Viajero,Residentes en España,2025M02,676294,01,Andalucía,,,2025,2
Total Nacional,01 Andalucía,,Viajero,Residentes en España,2025M01,537216,01,Andalucía,,,2025,1
Total Nacional,01 Andalucía,,Viajero,Residentes en España,2024M12,643956,01,Andalucía,,,2024,12
Total Nacional,01 Andalucía,,Viajero,Residentes en España,2024M11,673668,01,Andalucía,,,2024,11
Total Nacional,01 Andalucía,,Viajero,Residentes en España,2024M10,795523,01,Andalucía,,,2024,10
Total Nacional,01 Andalucía,,Viajero,Residentes en España,2024M09,987854,01,Andalucía,,,2024,9
Total Nacional,01 Andalucía,,Viajero,Residentes en España,2024M08,1260924,01,Andalucía,,,2024,8
Total Nacional,01 Andalucía,,Viajero,Residentes en España,2024M07,1135161,01,Andalucía,,,2024,7
Total Nacional,01 Andalucía,,Viajero,Residentes en España,2024M06,1103063,01,Andalucía,,,2024,6
Total Nacional,01 Andalucía,,Viajero,Residentes en España,2024M05,1011206,01,Andalucía,,,2024,5
Total Nacional,01 Andalucía,,Viajero,Residentes en España,2024M04,874510,01,Andalucía,,,2024,4
Total Nacional,01 Andalucía,,Viajero,Residentes en España,2024M03,860283,01,Andalucía,,,2024,3
Total Nacional,01 Andalucía,,Viajero,Residentes en España,2024M02,705236,01,Andalucía,,,2024,2
Total Nacional,01 Andalucía,,Viajero,Residentes en España,2024M01,569160,01,Andalucía,,,2024,1
Total Nacional,01 Andalucía,,Viajero,Residentes en España,2023M12,710935,01,Andalucía,,,2023,12
Total Nacional,01 Andalucía,,Viajero,Residentes en España,2023M11,673931,01,Andalucía,,,2023,11
Total Nacional,01 Andalucía,,Viajero,Residentes en España,2023M10,881182,01,Andalucía,,,2023,10
Total Nacional,01 Andalucía,,Viajero,Residentes en España,2023M09,1040799,01,Andalucía,,,2023,9
Total Nacional,01 Andalucía,,Viajero,Residentes en España,2023M08,1352621,01,Andalucía,,,2023,8
Total Nacional,01 Andalucía,,Viajero,Residentes en España,2023M07,1280780,01,Andalucía,,,2023,7
Total Nacional,01 Andalucía,,Viajero,Residentes en España,2023M06,1118880,01,Andalucía,,,2023,6
Total Nacional,01 Andalucía,,Viajero,Residentes en España,2023M05,920523,01,Andalucía,,,2023,5
Total Nacional,01 Andalucía,,Viajero,Residentes en España,2023M04,980532,01,Andalucía,,,2023,4
Total Nacional,01 Andalucía,,Viajero,Residentes en España,2023M03,804822,01,Andalucía,,,2023,3
Total Nacional,01 Andalucía,,Viajero,Residentes en España,2023M02,700088,01,Andalucía,,,2023,2
Total Nacional,01 Andalucía,,Viajero,Residentes en España,2023M01,571285,01,Andalucía,,,2023,1
Total Nacional,01 Andalucía,,Viajero,Residentes en España,2022M12,648223,01,Andalucía,,,2022,12
Total Nacional,01 Andalucía,,Viajero,Residentes en España,2022M11,666655,01,Andalucía,,,2022,11
Total Nacional,01 Andalucía,,Viajero,Residentes en España,2022M10,867663,01,Andalucía,,,2022,10
Total Nacional,01 Andalucía,,Viajero,Residentes en España,2022M09,1092918,01,Andalucía,,,2022,9
Total Nacional,01 Andalucía,,Viajero,Residentes en España,2022M08,1370076,01,Andalucía,,,2022,8
Total Nacional,01 Andalucía,,Viajero,Residentes en España,2022M07,1324060,01,Andalucía,,,2022,7
Total Nacional,01 Andalucía,,Viajero,Residentes en España,2022M06,1168278,01,Andalucía,,,2022,6
Total Nacional,01 Andalucía,,Viajero,Residentes en España,2022M05,1003842,01,Andalucía,,,2022,5
Total Nacional,01 Andalucía,,Viajero,Residentes en España,2022M04,967766,01,Andalucía,,,2022,4
Total Nacional,01 Andalucía,,Viajero,Residentes en España,2022M03,695459,01,Andalucía,,,2022,3
Total Nacional,01 Andalucía,,Viajero,Residentes en España,2022M02,683530,01,Andalucía,,,2022,2
Total Nacional,01 Andalucía,,Viajero,Residentes en España,2022M01,462136,01,Andalucía,,,2022,1
Total Nacional,01 Andalucía,,Viajero,Residentes en España,2021M12,598622,01,Andalucía,,,2021,12
Total Nacional,01 Andalucía,,Viajero,Residentes en España,2021M11,620163,01,Andalucía,,,2021,11
Total Nacional,01 Andalucía,,Viajero,Residentes en España,2021M10,854972,01,Andalucía,,,2021,10
Total Nacional,01 Andalucía,,Viajero,Residentes en España,2021M09,1068643,01,Andalucía,,,2021,9
Total Nacional,01 Andalucía,,Viajero,Residentes en España,2021M08,1482347,01,Andalucía,,,2021,8
Total Nacional,01 Andalucía,,Viajero,Residentes en España,2021M07,1324495,01,Andalucía,,,2021,7
Total Nacional,01 Andalucía,,Viajero,Residentes en España,2021M06,977772,01,Andalucía,,,2021,6
Total Nacional,01 Andalucía,,Viajero,Residentes en España,2021M05,541892,01,Andalucía,,,2021,5
Total Nacional,01 Andalucía,,Viajero,Residentes en España,2021M04,247281,01,Andalucía,,,2021,4
Total Nacional,01 Andalucía,,Viajero,Residentes en España,2021M03,236836,01,Andalucía,,,2021,3
Total Nacional,01 Andalucía,,Viajero,Residentes en España,2021M02,164665,01,Andalucía,,,2021,2
Total Nacional,01 Andalucía,,Viajero,Residentes en España,2021M01,166593,01,Andalucía,,,2021,1
Total Nacional,01 Andalucía,,Viajero,Residentes en el Extranjero,2025M12,511783,01,Andalucía,,,2025,12
Total Nacional,01 Andalucía,,Viajero,Residentes en el Extranjero,2025M11,620454,01,Andalucía,,,2025,11
Total Nacional,01 Andalucía,,Viajero,Residentes en el Extranjero,2025M10,1059793,01,Andalucía,,,2025,10
Total Nacional,01 Andalucía,,Viajero,Residentes en el Extranjero,2025M09,1033989,01,Andalucía,,,2025,9
Total Nacional,01 Andalucía,,Viajero,Residentes en el Extranjero,2025M08,953167,01,Andalucía,,,2025,8
Total Nacional,01 Andalucía,,Viajero,Residentes en el Extranjero,2025M07,897011,01,Andalucía,,,2025,7
Total Nacional,01 Andalucía,,Viajero,Residentes en el Extranjero,2025M06,952587,01,Andalucía,,,2025,6
Total Nacional,01 Andalucía,,Viajero,Residentes en el Extranjero,2025M05,1070622,01,Andalucía,,,2025,5
Total Nacional,01 Andalucía,,Viajero,Residentes en el Extranjero,2025M04,995260,01,Andalucía,,,2025,4
Total Nacional,01 Andalucía,,Viajero,Residentes en el Extranjero,2025M03,704026,01,Andalucía,,,2025,3
Total Nacional,01 Andalucía,,Viajero,Residentes en el Extranjero,2025M02,513225,01,Andalucía,,,2025,2
Total Nacional,01 Andalucía,,Viajero,Residentes en el Extranjero,2025M01,458188,01,Andalucía,,,2025,1
Total Nacional,01 Andalucía,,Viajero,Residentes en el Extranjero,2024M12,464561,01,Andalucía,,,2024,12
Total Nacional,01 Andalucía,,Viajero,Residentes en el Extranjero,2024M11,595723,01,Andalucía,,,2024,11
Total Nacional,01 Andalucía,,Viajero,Residentes en el Extranjero,2024M10,1040217,01,Andalucía,,,2024,10
Total Nacional,01 Andalucía,,Viajero,Residentes en el Extranjero,2024M09,1025343,01,Andalucía,,,2024,9
Total Nacional,01 Andalucía,,Viajero,Residentes en el Extranjero,2024M08,947991,01,Andalucía,,,2024,8
Total Nacional,01 Andalucía,,Viajero,Residentes en el Extranjero,2024M07,875160,01,Andalucía,,,2024,7
Total Nacional,01 Andalucía,,Viajero,Residentes en el Extranjero,2024M06,908332,01,Andalucía,,,2024,6
Total Nacional,01 Andalucía,,Viajero,Residentes en el Extranjero,2024M05,1074016,01,Andalucía,,,2024,5
Total Nacional,01 Andalucía,,Viajero,Residentes en el Extranjero,2024M04,979158,01,Andalucía,,,2024,4
Total Nacional,01 Andalucía,,Viajero,Residentes en el Extranjero,2024M03,735543,01,Andalucía,,,2024,3
Total Nacional,01 Andalucía,,Viajero,Residentes en el Extranjero,2024M02,553058,01,Andalucía,,,2024,2
Total Nacional,01 Andalucía,,Viajero,Residentes en el Extranjero,2024M01,471847,01,Andalucía,,,2024,1
Total Nacional,01 Andalucía,,Viajero,Residentes en el Extranjero,2023M12,459144,01,Andalucía,,,2023,12
Total Nacional,01 Andalucía,,Viajero,Residentes en el Extranjero,2023M11,565192,01,Andalucía,,,2023,11
Total Nacional,01 Andalucía,,Viajero,Residentes en el Extranjero,2023M10,992345,01,Andalucía,,,2023,10
Total Nacional,01 Andalucía,,Viajero,Residentes en el Extranjero,2023M09,984701,01,Andalucía,,,2023,9
Total Nacional,01 Andalucía,,Viajero,Residentes en el Extranjero,2023M08,915299,01,Andalucía,,,2023,8
Total Nacional,01 Andalucía,,Viajero,Residentes en el Extranjero,2023M07,834062,01,Andalucía,,,2023,7
Total Nacional,01 Andalucía,,Viajero,Residentes en el Extranjero,2023M06,841096,01,Andalucía,,,2023,6
Total Nacional,01 Andalucía,,Viajero,Residentes en el Extranjero,2023M05,963125,01,Andalucía,,,2023,5
Total Nacional,01 Andalucía,,Viajero,Residentes en el Extranjero,2023M04,872429,01,Andalucía,,,2023,4
Total Nacional,01 Andalucía,,Viajero,Residentes en el Extranjero,2023M03,614154,01,Andalucía,,,2023,3
Total Nacional,01 Andalucía,,Viajero,Residentes en el Extranjero,2023M02,423258,01,Andalucía,,,2023,2
Total Nacional,01 Andalucía,,Viajero,Residentes en el Extranjero,2023M01,383406,01,Andalucía,,,2023,1
Total Nacional,01 Andalucía,,Viajero,Residentes en el Extranjero,2022M12,359520,01,Andalucía,,,2022,12
Total Nacional,01 Andalucía,,Viajero,Residentes en el Extranjero,2022M11,418162,01,Andalucía,,,2022,11
Total Nacional,01 Andalucía,,Viajero,Residentes en el Extranjero,2022M10,817904,01,Andalucía,,,2022,10
Total Nacional,01 Andalucía,,Viajero,Residentes en el Extranjero,2022M09,887132,01,Andalucía,,,2022,9
Total Nacional,01 Andalucía,,Viajero,Residentes en el Extranjero,2022M08,802011,01,Andalucía,,,2022,8
Total Nacional,01 Andalucía,,Viajero,Residentes en el Extranjero,2022M07,752937,01,Andalucía,,,2022,7
Total Nacional,01 Andalucía,,Viajero,Residentes en el Extranjero,2022M06,779523,01,Andalucía,,,2022,6
Total Nacional,01 Andalucía,,Viajero,Residentes en el Extranjero,2022M05,829183,01,Andalucía,,,2022,5
Total Nacional,01 Andalucía,,Viajero,Residentes en el Extranjero,2022M04,702483,01,Andalucía,,,2022,4
Total Nacional,01 Andalucía,,Viajero,Residentes en el Extranjero,2022M03,452199,01,Andalucía,,,2022,3
Total Nacional,01 Andalucía,,Viajero,Residentes en el Extranjero,2022M02,306290,01,Andalucía,,,2022,2
Total Nacional,01 Andalucía,,Viajero,Residentes en el Extranjero,2022M01,232478,01,Andalucía,,,2022,1
Total Nacional,01 Andalucía,,Viajero,Residentes en el Extranjero,2021M12,247757,01,Andalucía,,,2021,12
Total Nacional,01 Andalucía,,Viajero,Residentes en el Extranjero,2021M11,346747,01,Andalucía,,,2021,11
Total Nacional,01 Andalucía,,Viajero,Residentes en el Extranjero,2021M10,575486,01,Andalucía,,,2021,10
Total Nacional,01 Andalucía,,Viajero,Residentes en el Extranjero,2021M09,510430,01,Andalucía,,,2021,9
Total Nacional,01 Andalucía,,Viajero,Residentes en el Extranjero,2021M08,452405,01,Andalucía,,,2021,8
Total Nacional,01 Andalucía,,Viajero,Residentes en el Extranjero,2021M07,360928,01,Andalucía,,,2021,7
Total Nacional,01 Andalucía,,Viajero,Residentes en el Extranjero,2021M06,219407,01,Andalucía,,,2021,6
Total Nacional,01 Andalucía,,Viajero,Residentes en el Extranjero,2021M05,128453,01,Andalucía,,,2021,5
Total Nacional,01 Andalucía,,Viajero,Residentes en el Extranjero,2021M04,57651,01,Andalucía,,,2021,4
Total Nacional,01 Andalucía,,Viajero,Residentes en el Extranjero,2021M03,42820,01,Andalucía,,,2021,3
Total Nacional,01 Andalucía,,Viajero,Residentes en el Extranjero,2021M02,24362,01,Andalucía,,,2021,2
Total Nacional,01 Andalucía,,Viajero,Residentes en el Extranjero,2021M01,31905,01,Andalucía,,,2021,1
Total Nacional,01 Andalucía,,Pernoctaciones,,2025M12,2693046,01,Andalucía,,,2025,12
Total Nacional,01 Andalucía,,Pernoctaciones,,2025M11,3145703,01,Andalucía,,,2025,11
Total Nacional,01 Andalucía,,Pernoctaciones,,2025M10,5250858,01,Andalucía,,,2025,10
Total Nacional,01 Andalucía,,Pernoctaciones,,2025M09,6176273,01,Andalucía,,,2025,9
Total Nacional,01 Andalucía,,Pernoctaciones,,2025M08,7586225,01,Andalucía,,,2025,8
Total Nacional,01 Andalucía,,Pernoctaciones,,2025M07,6857986,01,Andalucía,,,2025,7
Total Nacional,01 Andalucía,,Pernoctaciones,,2025M06,6009338,01,Andalucía,,,2025,6
Total Nacional,01 Andalucía,,Pernoctaciones,,2025M05,5582983,01,Andalucía,,,2025,5
Total Nacional,01 Andalucía,,Pernoctaciones,,2025M04,5013182,01,Andalucía,,,2025,4
Total Nacional,01 Andalucía,,Pernoctaciones,,2025M03,3689956,01,Andalucía,,,2025,3
Total Nacional,01 Andalucía,,Pernoctaciones,,2025M02,2887855,01,Andalucía,,,2025,2
Total Nacional,01 Andalucía,,Pernoctaciones,,2025M01,2298453,01,Andalucía,,,2025,1
Total Nacional,01 Andalucía,,Pernoctaciones,,2024M12,2515502,01,Andalucía,,,2024,12
Total Nacional,01 Andalucía,,Pernoctaciones,,2024M11,3068171,01,Andalucía,,,2024,11
Total Nacional,01 Andalucía,,Pernoctaciones,,2024M10,5141230,01,Andalucía,,,2024,10
Total Nacional,01 Andalucía,,Pernoctaciones,,2024M09,6077011,01,Andalucía,,,2024,9
Total Nacional,01 Andalucía,,Pernoctaciones,,2024M08,7371761,01,Andalucía,,,2024,8
Total Nacional,01 Andalucía,,Pernoctaciones,,2024M07,6596411,01,Andalucía,,,2024,7
Total Nacional,01 Andalucía,,Pernoctaciones,,2024M06,5821636,01,Andalucía,,,2024,6
