RESIDENCIA/ORIGEN,Países,Viajeros y pernoctaciones,Periodo,Total,año,mes
Total,Alemania,Pernoctaciones,2022M04,2858295,2022,4
Total,Alemania,Pernoctaciones,2022M03,1971226,2022,3
Total,Alemania,Pernoctaciones,2022M02,1087577,2022,2
Total,Alemania,Pernoctaciones,2022M01,1019957,2022,1
Total,Alemania,Pernoctaciones,2021M12,1305578,2021,12
Total,Alemania,Pernoctaciones,2021M11,1834075,2021,11
Total,Alemania,Pernoctaciones,2021M10,3496598,2021,10
Total,Alemania,Pernoctaciones,2021M09,3398567,2021,9
Total,Alemania,Pernoctaciones,2021M08,2521804,2021,8
Total,Alemania,Pernoctaciones,2021M07,2629179,2021,7
Total,Alemania,Pernoctaciones,2021M06,1577948,2021,6
Total,Alemania,Pernoctaciones,2021M05,739246,2021,5
Total,Alemania,Pernoctaciones,2021M04,303295,2021,4
Total,Alemania,Pernoctaciones,2021M03,184106,2021,3
Total,Alemania,Pernoctaciones,2021M02,76077,2021,2
Total,Alemania,Pernoctaciones,2021M01,122268,2021,1
Total,Austria,Viajero,2025M12,25562,2025,12
Total,Austria,Viajero,2025M11,32379,2025,11
Total,Austria,Viajero,2025M10,67609,2025,10
Total,Austria,Viajero,2025M09,67704,2025,9
Total,Austria,Viajero,2025M08,72526,2025,8
Total,Austria,Viajero,2025M07,71207,2025,7
Total,Austria,Viajero,2025M06,70378,2025,6
Total,Austria,Viajero,2025M05,72554,2025,5
Total,Austria,Viajero,2025M04,65756,2025,4
Total,Austria,Viajero,2025M03,35853,2025,3
Total,Austria,Viajero,2025M02,32392,2025,2
Total,Austria,Viajero,2025M01,21784,2025,1
Total,Austria,Viajero,2024M12,22084,2024,12
Total,Austria,Viajero,2024M11,28319,2024,11
Total,Austria,Viajero,2024M10,61734,2024,10
Total,Austria,Viajero,2024M09,61503,2024,9
Total,Austria,Viajero,2024M08,65153,2024,8
Total,Austria,Viajero,2024M07,65281,2024,7
Total,Austria,Viajero,2024M06,60029,2024,6
Total,Austria,Viajero,2024M05,77343,2024,5
Total,Austria,Viajero,2024M04,52790,2024,4
Total,Austria,Viajero,2024M03,44892,2024,3
Total,Austria,Viajero,2024M02,28214,2024,2
Total,Austria,Viajero,2024M01,19240,2024,1
Total,Austria,Viajero,2023M12,20273,2023,12
Total,Austria,Viajero,2023M11,27479,2023,11
Total,Austria,Viajero,2023M10,56793,2023,10
Total,Austria,Viajero,2023M09,62045,2023,9
Total,Austria,Viajero,2023M08,63084,2023,8
Total,Austria,Viajero,2023M07,64943,2023,7
Total,Austria,Viajero,2023M06,57655,2023,6
Total,Austria,Viajero,2023M05,68696,2023,5
Total,Austria,Viajero,2023M04,57200,2023,4
Total,Austria,Viajero,2023M03,29806,2023,3
Total,Austria,Viajero,2023M02,24072,2023,2
Total,Austria,Viajero,2023M01,18615,2023,1
Total,Austria,Viajero,2022M12,18129,2022,12
Total,Austria,Viajero,2022M11,21391,2022,11
Total,Austria,Viajero,2022M10,49840,2022,10
Total,Austria,Viajero,2022M09,56407,2022,9
Total,Austria,Viajero,2022M08,56108,2022,8
Total,Austria,Viajero,2022M07,62461,2022,7
Total,Austria,Viajero,2022M06,53803,2022,6
Total,Austria,Viajero,2022M05,61177,2022,5
Total,Austria,Viajero,2022M04,48997,2022,4
Total,Austria,Viajero,2022M03,22928,2022,3
Total,Austria,Viajero,2022M02,18345,2022,2
Total,Austria,Viajero,2022M01,11405,2022,1
Total,Austria,Viajero,2021M12,14825,2021,12
Total,Austria,Viajero,2021M11,17448,2021,11
Total,Austria,Viajero,2021M10,35140,2021,10
Total,Austria,Viajero,2021M09,31729,2021,9
Total,Austria,Viajero,2021M08,32935,2021,8
Total,Austria,Viajero,2021M07,30473,2021,7
Total,Austria,Viajero,2021M06,15426,2021,6
Total,Austria,Viajero,2021M05,6567,2021,5
Total,Austria,Viajero,2021M04,3750,2021,4
Total,Austria,Viajero,2021M03,2482,2021,3
Total,Austria,Viajero,2021M02,1408,2021,2
Total,Austria,Viajero,2021M01,1603,2021,1
Total,Austria,Pernoctaciones,2025M12,104289,2025,12
Total,Austria,Pernoctaciones,2025M11,127258,2025,11
Total,Austria,Pernoctaciones,2025M10,246138,2025,10
Total,Austria,Pernoctaciones,2025M09,271841,2025,9
Total,Austria,Pernoctaciones,2025M08,319764,2025,8
Total,Austria,Pernoctaciones,2025M07,322247,2025,7
Total,Austria,Pernoctaciones,2025M06,272150,2025,6
Total,Austria,Pernoctaciones,2025M05,242090,2025,5
Total,Austria,Pernoctaciones,2025M04,220115,2025,4
Total,Austria,Pernoctaciones,2025M03,137206,2025,3
Total,Austria,Pernoctaciones,2025M02,131356,2025,2
Total,Austria,Pernoctaciones,2025M01,104649,2025,1
Total,Austria,Pernoctaciones,2024M12,94783,2024,12
Total,Austria,Pernoctaciones,2024M11,120820,2024,11
Total,Austria,Pernoctaciones,2024M10,228695,2024,10
Total,Austria,Pernoctaciones,2024M09,252528,2024,9
Total,Austria,Pernoctaciones,2024M08,288816,2024,8
Total,Austria,Pernoctaciones,2024M07,287432,2024,7
Total,Austria,Pernoctaciones,2024M06,239892,2024,6
Total,Austria,Pernoctaciones,2024M05,275395,2024,5
Total,Austria,Pernoctaciones,2024M04,180398,2024,4
Total,Austria,Pernoctaciones,2024M03,175027,2024,3
Total,Austria,Pernoctaciones,2024M02,120959,2024,2
Total,Austria,Pernoctaciones,2024M01,92645,2024,1
Total,Austria,Pernoctaciones,2023M12,86582,2023,12
Total,Austria,Pernoctaciones,2023M11,121654,2023,11
Total,Austria,Pernoctaciones,2023M10,212340,2023,10
Total,Austria,Pernoctaciones,2023M09,260577,2023,9
Total,Austria,Pernoctaciones,2023M08,299893,2023,8
Total,Austria,Pernoctaciones,2023M07,289721,2023,7
Total,Austria,Pernoctaciones,2023M06,230713,2023,6
Total,Austria,Pernoctaciones,2023M05,260933,2023,5
Total,Austria,Pernoctaciones,2023M04,194998,2023,4
Total,Austria,Pernoctaciones,2023M03,112131,2023,3
Total,Austria,Pernoctaciones,2023M02,109134,2023,2
Total,Austria,Pernoctaciones,2023M01,95171,2023,1
Total,Austria,Pernoctaciones,2022M12,78147,2022,12
Total,Austria,Pernoctaciones,2022M11,93936,2022,11
Total,Austria,Pernoctaciones,2022M10,178167,2022,10
Total,Austria,Pernoctaciones,2022M09,223951,2022,9
Total,Austria,Pernoctaciones,2022M08,262337,2022,8
Total,Austria,Pernoctaciones,2022M07,276350,2022,7
Total,Austria,Pernoctaciones,2022M06,207640,2022,6
Total,Austria,Pernoctaciones,2022M05,227901,2022,5
Total,Austria,Pernoctaciones,2022M04,175205,2022,4
Total,Austria,Pernoctaciones,2022M03,89770,2022,3
Total,Austria,Pernoctaciones,2022M02,80963,2022,2
Total,Austria,Pernoctaciones,2022M01,62706,2022,1
Total,Austria,Pernoctaciones,2021M12,65451,2021,12
Total,Austria,Pernoctaciones,2021M11,76687,2021,11
Total,Austria,Pernoctaciones,2021M10,137334,2021,10
Total,Austria,Pernoctaciones,2021M09,134532,2021,9
Total,Austria,Pernoctaciones,2021M08,159145,2021,8
Total,Austria,Pernoctaciones,2021M07,130987,2021,7
Total,Austria,Pernoctaciones,2021M06,55829,2021,6
Total,Austria,Pernoctaciones,2021M05,22840,2021,5
Total,Austria,Pernoctaciones,2021M04,13920,2021,4
Total,Austria,Pernoctaciones,2021M03,9997,2021,3
Total,Austria,Pernoctaciones,2021M02,6567,2021,2
Total,Austria,Pernoctaciones,2021M01,7487,2021,1
Total,Bélgica,Viajero,2025M12,74564,2025,12
Total,Bélgica,Viajero,2025M11,86835,2025,11
Total,Bélgica,Viajero,2025M10,143426,2025,10
Total,Bélgica,Viajero,2025M09,166587,2025,9
Total,Bélgica,Viajero,2025M08,183065,2025,8
Total,Bélgica,Viajero,2025M07,239220,2025,7
Total,Bélgica,Viajero,2025M06,135475,2025,6
Total,Bélgica,Viajero,2025M05,163616,2025,5
Total,Bélgica,Viajero,2025M04,138733,2025,4
Total,Bélgica,Viajero,2025M03,95722,2025,3
Total,Bélgica,Viajero,2025M02,74640,2025,2
Total,Bélgica,Viajero,2025M01,62835,2025,1
Total,Bélgica,Viajero,2024M12,71327,2024,12
Total,Bélgica,Viajero,2024M11,80144,2024,11
Total,Bélgica,Viajero,2024M10,140450,2024,10
Total,Bélgica,Viajero,2024M09,165428,2024,9
Total,Bélgica,Viajero,2024M08,186469,2024,8
Total,Bélgica,Viajero,2024M07,235295,2024,7
Total,Bélgica,Viajero,2024M06,134241,2024,6
Total,Bélgica,Viajero,2024M05,152758,2024,5
Total,Bélgica,Viajero,2024M04,136465,2024,4
Total,Bélgica,Viajero,2024M03,96694,2024,3
Total,Bélgica,Viajero,2024M02,75702,2024,2
Total,Bélgica,Viajero,2024M01,63212,2024,1
Total,Bélgica,Viajero,2023M12,67538,2023,12
Total,Bélgica,Viajero,2023M11,78287,2023,11
Total,Bélgica,Viajero,2023M10,135392,2023,10
Total,Bélgica,Viajero,2023M09,164049,2023,9
Total,Bélgica,Viajero,2023M08,173132,2023,8
Total,Bélgica,Viajero,2023M07,227444,2023,7
Total,Bélgica,Viajero,2023M06,114500,2023,6
Total,Bélgica,Viajero,2023M05,150287,2023,5
Total,Bélgica,Viajero,2023M04,119211,2023,4
Total,Bélgica,Viajero,2023M03,76888,2023,3
Total,Bélgica,Viajero,2023M02,66352,2023,2
Total,Bélgica,Viajero,2023M01,59982,2023,1
Total,Bélgica,Viajero,2022M12,59495,2022,12
Total,Bélgica,Viajero,2022M11,69020,2022,11
Total,Bélgica,Viajero,2022M10,129151,2022,10
Total,Bélgica,Viajero,2022M09,159125,2022,9
Total,Bélgica,Viajero,2022M08,164690,2022,8
Total,Bélgica,Viajero,2022M07,233125,2022,7
Total,Bélgica,Viajero,2022M06,123255,2022,6
Total,Bélgica,Viajero,2022M05,128810,2022,5
Total,Bélgica,Viajero,2022M04,119332,2022,4
Total,Bélgica,Viajero,2022M03,78803,2022,3
Total,Bélgica,Viajero,2022M02,64593,2022,2
Total,Bélgica,Viajero,2022M01,54596,2022,1
Total,Bélgica,Viajero,2021M12,59926,2021,12
Total,Bélgica,Viajero,2021M11,80428,2021,11
Total,Bélgica,Viajero,2021M10,124807,2021,10
Total,Bélgica,Viajero,2021M09,143391,2021,9
Total,Bélgica,Viajero,2021M08,129313,2021,8
Total,Bélgica,Viajero,2021M07,126358,2021,7
Total,Bélgica,Viajero,2021M06,56606,2021,6
Total,Bélgica,Viajero,2021M05,33384,2021,5
Total,Bélgica,Viajero,2021M04,11564,2021,4
Total,Bélgica,Viajero,2021M03,6220,2021,3
Total,Bélgica,Viajero,2021M02,4093,2021,2
Total,Bélgica,Viajero,2021M01,7440,2021,1
Total,Bélgica,Pernoctaciones,2025M12,344586,2025,12
Total,Bélgica,Pernoctaciones,2025M11,365177,2025,11
Total,Bélgica,Pernoctaciones,2025M10,644088,2025,10
Total,Bélgica,Pernoctaciones,2025M09,732215,2025,9
Total,Bélgica,Pernoctaciones,2025M08,723045,2025,8
Total,Bélgica,Pernoctaciones,2025M07,993030,2025,7
Total,Bélgica,Pernoctaciones,2025M06,585564,2025,6
Total,Bélgica,Pernoctaciones,2025M05,701049,2025,5
Total,Bélgica,Pernoctaciones,2025M04,541961,2025,4
Total,Bélgica,Pernoctaciones,2025M03,428460,2025,3
Total,Bélgica,Pernoctaciones,2025M02,331284,2025,2
Total,Bélgica,Pernoctaciones,2025M01,287761,2025,1
Total,Bélgica,Pernoctaciones,2024M12,346465,2024,12
Total,Bélgica,Pernoctaciones,2024M11,354049,2024,11
Total,Bélgica,Pernoctaciones,2024M10,667351,2024,10
Total,Bélgica,Pernoctaciones,2024M09,765868,2024,9
Total,Bélgica,Pernoctaciones,2024M08,779611,2024,8
Total,Bélgica,Pernoctaciones,2024M07,1002153,2024,7
Total,Bélgica,Pernoctaciones,2024M06,593618,2024,6
Total,Bélgica,Pernoctaciones,2024M05,669474,2024,5
Total,Bélgica,Pernoctaciones,2024M04,567835,2024,4
Total,Bélgica,Pernoctaciones,2024M03,397927,2024,3
Total,Bélgica,Pernoctaciones,2024M02,337289,2024,2
Total,Bélgica,Pernoctaciones,2024M01,299887,2024,1
Total,Bélgica,Pernoctaciones,2023M12,325506,2023,12
Total,Bélgica,Pernoctaciones,2023M11,357727,2023,11
Total,Bélgica,Pernoctaciones,2023M10,582917,2023,10
Total,Bélgica,Pernoctaciones,2023M09,727586,2023,9
Total,Bélgica,Pernoctaciones,2023M08,724555,2023,8
Total,Bélgica,Pernoctaciones,2023M07,981631,2023,7
Total,Bélgica,Pernoctaciones,2023M06,522825,2023,6
Total,Bélgica,Pernoctaciones,2023M05,674756,2023,5
Total,Bélgica,Pernoctaciones,2023M04,475320,2023,4
Total,Bélgica,Pernoctaciones,2023M03,335966,2023,3
Total,Bélgica,Pernoctaciones,2023M02,311754,2023,2
Total,Bélgica,Pernoctaciones,2023M01,293555,2023,1
Total,Bélgica,Pernoctaciones,2022M12,285934,2022,12
Total,Bélgica,Pernoctaciones,2022M11,342323,2022,11
Total,Bélgica,Pernoctaciones,2022M10,533996,2022,10
Total,Bélgica,Pernoctaciones,2022M09,696873,2022,9
Total,Bélgica,Pernoctaciones,2022M08,683468,2022,8
Total,Bélgica,Pernoctaciones,2022M07,1035204,2022,7
Total,Bélgica,Pernoctaciones,2022M06,544104,2022,6
Total,Bélgica,Pernoctaciones,2022M05,523905,2022,5
Total,Bélgica,Pernoctaciones,2022M04,500566,2022,4
Total,Bélgica,Pernoctaciones,2022M03,378930,2022,3
Total,Bélgica,Pernoctaciones,2022M02,284967,2022,2
Total,Bélgica,Pernoctaciones,2022M01,275167,2022,1
Total,Bélgica,Pernoctaciones,2021M12,287721,2021,12
Total,Bélgica,Pernoctaciones,2021M11,428986,2021,11
Total,Bélgica,Pernoctaciones,2021M10,501839,2021,10
Total,Bélgica,Pernoctaciones,2021M09,690055,2021,9
Total,Bélgica,Pernoctaciones,2021M08,556426,2021,8
Total,Bélgica,Pernoctaciones,2021M07,540596,2021,7
Total,Bélgica,Pernoctaciones,2021M06,233723,2021,6
Total,Bélgica,Pernoctaciones,2021M05,112802,2021,5
Total,Bélgica,Pernoctaciones,2021M04,32849,2021,4
Total,Bélgica,Pernoctaciones,2021M03,17050,2021,3
Total,Bélgica,Pernoctaciones,2021M02,11980,2021,2
Total,Bélgica,Pernoctaciones,2021M01,35448,2021,1
Total,Dinamarca,Viajero,2025M12,29557,2025,12
Total,Dinamarca,Viajero,2025M11,38594,2025,11
Total,Dinamarca,Viajero,2025M10,67988,2025,10
Total,Dinamarca,Viajero,2025M09,60136,2025,9
Total,Dinamarca,Viajero,2025M08,45816,2025,8
Total,Dinamarca,Viajero,2025M07,74113,2025,7
Total,Dinamarca,Viajero,2025M06,43050,2025,6
Total,Dinamarca,Viajero,2025M05,53165,2025,5
Total,Dinamarca,Viajero,2025M04,51437,2025,4
Total,Dinamarca,Viajero,2025M03,50539,2025,3
Total,Dinamarca,Viajero,2025M02,44705,2025,2
Total,Dinamarca,Viajero,2025M01,36087,2025,1
Total,Dinamarca,Viajero,2024M12,30906,2024,12
Total,Dinamarca,Viajero,2024M11,42145,2024,11
Total,Dinamarca,Viajero,2024M10,67730,2024,10
Total,Dinamarca,Viajero,2024M09,61810,2024,9
Total,Dinamarca,Viajero,2024M08,46967,2024,8
Total,Dinamarca,Viajero,2024M07,84763,2024,7
Total,Dinamarca,Viajero,2024M06,44292,2024,6
Total,Dinamarca,Viajero,2024M05,54953,2024,5
Total,Dinamarca,Viajero,2024M04,48251,2024,4
Total,Dinamarca,Viajero,2024M03,59173,2024,3
Total,Dinamarca,Viajero,2024M02,43789,2024,2
Total,Dinamarca,Viajero,2024M01,37190,2024,1
Total,Dinamarca,Viajero,2023M12,32715,2023,12
Total,Dinamarca,Viajero,2023M11,42067,2023,11
Total,Dinamarca,Viajero,2023M10,66548,2023,10
Total,Dinamarca,Viajero,2023M09,58557,2023,9
Total,Dinamarca,Viajero,2023M08,50160,2023,8
Total,Dinamarca,Viajero,2023M07,83365,2023,7
Total,Dinamarca,Viajero,2023M06,44028,2023,6
Total,Dinamarca,Viajero,2023M05,48290,2023,5
Total,Dinamarca,Viajero,2023M04,54007,2023,4
Total,Dinamarca,Viajero,2023M03,49914,2023,3
Total,Dinamarca,Viajero,2023M02,42814,2023,2
Total,Dinamarca,Viajero,2023M01,36103,2023,1
Total,Dinamarca,Viajero,2022M12,29667,2022,12
Total,Dinamarca,Viajero,2022M11,37264,2022,11
Total,Dinamarca,Viajero,2022M10,60784,2022,10
Total,Dinamarca,Viajero,2022M09,66012,2022,9
Total,Dinamarca,Viajero,2022M08,50043,2022,8
Total,Dinamarca,Viajero,2022M07,92739,2022,7
Total,Dinamarca,Viajero,2022M06,42486,2022,6
Total,Dinamarca,Viajero,2022M05,54737,2022,5
Total,Dinamarca,Viajero,2022M04,53475,2022,4
Total,Dinamarca,Viajero,2022M03,44074,2022,3
Total,Dinamarca,Viajero,2022M02,36925,2022,2
Total,Dinamarca,Viajero,2022M01,27330,2022,1
Total,Dinamarca,Viajero,2021M12,26712,2021,12
Total,Dinamarca,Viajero,2021M11,38990,2021,11
Total,Dinamarca,Viajero,2021M10,64886,2021,10
Total,Dinamarca,Viajero,2021M09,46867,2021,9
Total,Dinamarca,Viajero,2021M08,39862,2021,8
Total,Dinamarca,Viajero,2021M07,67008,2021,7
Total,Dinamarca,Viajero,2021M06,23853,2021,6
Total,Dinamarca,Viajero,2021M05,6166,2021,5
Total,Dinamarca,Viajero,2021M04,2512,2021,4
Total,Dinamarca,Viajero,2021M03,2090,2021,3
Total,Dinamarca,Viajero,2021M02,939,2021,2
Total,Dinamarca,Viajero,2021M01,1181,2021,1
Total,Dinamarca,Pernoctaciones,2025M12,161736,2025,12
Total,Dinamarca,Pernoctaciones,2025M11,206100,2025,11
Total,Dinamarca,Pernoctaciones,2025M10,327426,2025,10
Total,Dinamarca,Pernoctaciones,2025M09,244378,2025,9
Total,Dinamarca,Pernoctaciones,2025M08,216267,2025,8
Total,Dinamarca,Pernoctaciones,2025M07,357488,2025,7
Total,Dinamarca,Pernoctaciones,2025M06,180007,2025,6
Total,Dinamarca,Pernoctaciones,2025M05,217165,2025,5
Total,Dinamarca,Pernoctaciones,2025M04,239992,2025,4
Total,Dinamarca,Pernoctaciones,2025M03,278228,2025,3
Total,Dinamarca,Pernoctaciones,2025M02,246941,2025,2
Total,Dinamarca,Pernoctaciones,2025M01,204947,2025,1
Total,Dinamarca,Pernoctaciones,2024M12,169332,2024,12
Total,Dinamarca,Pernoctaciones,2024M11,214629,2024,11
Total,Dinamarca,Pernoctaciones,2024M10,342420,2024,10
Total,Dinamarca,Pernoctaciones,2024M09,265161,2024,9
Total,Dinamarca,Pernoctaciones,2024M08,242740,2024,8
Total,Dinamarca,Pernoctaciones,2024M07,418355,2024,7
Total,Dinamarca,Pernoctaciones,2024M06,183623,2024,6
Total,Dinamarca,Pernoctaciones,2024M05,224753,2024,5
Total,Dinamarca,Pernoctaciones,2024M04,211984,2024,4
Total,Dinamarca,Pernoctaciones,2024M03,312051,2024,3
Total,Dinamarca,Pernoctaciones,2024M02,253438,2024,2
Total,Dinamarca,Pernoctaciones,2024M01,212932,2024,1
Total,Dinamarca,Pernoctaciones,2023M12,177892,2023,12
Total,Dinamarca,Pernoctaciones,2023M11,213538,2023,11
Total,Dinamarca,Pernoctaciones,2023M10,323420,2023,10
Total,Dinamarca,Pernoctaciones,2023M09,234939,2023,9
Total,Dinamarca,Pernoctaciones,2023M08,261526,2023,8
Total,Dinamarca,Pernoctaciones,2023M07,411921,2023,7
Total,Dinamarca,Pernoctaciones,2023M06,195181,2023,6
Total,Dinamarca,Pernoctaciones,2023M05,206370,2023,5
Total,Dinamarca,Pernoctaciones,2023M04,250101,2023,4
Total,Dinamarca,Pernoctaciones,2023M03,258925,2023,3
Total,Dinamarca,Pernoctaciones,2023M02,243113,2023,2
Total,Dinamarca,Pernoctaciones,2023M01,208137,2023,1
Total,Dinamarca,Pernoctaciones,2022M12,162968,2022,12
Total,Dinamarca,Pernoctaciones,2022M11,196744,2022,11
Total,Dinamarca,Pernoctaciones,2022M10,321637,2022,10
Total,Dinamarca,Pernoctaciones,2022M09,272629,2022,9
Total,Dinamarca,Pernoctaciones,2022M08,259389,2022,8
Total,Dinamarca,Pernoctaciones,2022M07,444814,2022,7
Total,Dinamarca,Pernoctaciones,2022M06,181524,2022,6
Total,Dinamarca,Pernoctaciones,2022M05,232535,2022,5
Total,Dinamarca,Pernoctaciones,2022M04,255760,2022,4
Total,Dinamarca,Pernoctaciones,2022M03,241815,2022,3
Total,Dinamarca,Pernoctaciones,2022M02,208473,2022,2
Total,Dinamarca,Pernoctaciones,2022M01,165793,2022,1
Total,Dinamarca,Pernoctaciones,2021M12,165453,2021,12
Total,Dinamarca,Pernoctaciones,2021M11,214288,2021,11
Total,Dinamarca,Pernoctaciones,2021M10,342478,2021,10
Total,Dinamarca,Pernoctaciones,2021M09,214938,2021,9
Total,Dinamarca,Pernoctaciones,2021M08,222036,2021,8
Total,Dinamarca,Pernoctaciones,2021M07,361107,2021,7
Total,Dinamarca,Pernoctaciones,2021M06,99217,2021,6
Total,Dinamarca,Pernoctaciones,2021M05,21130,2021,5
Total,Dinamarca,Pernoctaciones,2021M04,8117,2021,4
Total,Dinamarca,Pernoctaciones,2021M03,7391,2021,3
Total,Dinamarca,Pernoctaciones,2021M02,5061,2021,2
Total,Dinamarca,Pernoctaciones,2021M01,4974,2021,1
Total,Finlandia,Viajero,2025M12,29127,2025,12
Total,Finlandia,Viajero,2025M11,38582,2025,11
Total,Finlandia,Viajero,2025M10,42880,2025,10
Total,Finlandia,Viajero,2025M09,24384,2025,9
Total,Finlandia,Viajero,2025M08,16762,2025,8
Total,Finlandia,Viajero,2025M07,24568,2025,7
Total,Finlandia,Viajero,2025M06,25350,2025,6
Total,Finlandia,Viajero,2025M05,27766,2025,5
Total,Finlandia,Viajero,2025M04,34421,2025,4
Total,Finlandia,Viajero,2025M03,39629,2025,3
Total,Finlandia,Viajero,2025M02,32012,2025,2
Total,Finlandia,Viajero,2025M01,29568,2025,1
Total,Finlandia,Viajero,2024M12,31260,2024,12
Total,Finlandia,Viajero,2024M11,41032,2024,11
Total,Finlandia,Viajero,2024M10,46880,2024,10
Total,Finlandia,Viajero,2024M09,25424,2024,9
Total,Finlandia,Viajero,2024M08,12701,2024,8
