educacion_cat,labor_status,household_type,residence_type,ahorro,deuda,adq_ahorro2,adq_deuda2,adq_otro,ahorra_12m,consumo_ahorros,cred_inf,cred_line,cred_add,impago,ayudas,rechazo,semirechazo,nopiden,age,ID,year,inflacion_ok,interes_comp_ok,diversificacion_ok
Educación Primaria,Autónomo,Vive con pareja,Residencia principal y otras,1.0,1.0,0.0,0.0,0.0,1,1,0,0,1,0,0,0,0,0,51,2306,2021,1.0,0.0,1.0
Universidad,Asalariado,Otros adultos,Residencia principal y otras,1.0,1.0,1.0,1.0,1.0,1,0,0,0,0,0,0,0,0,0,27,2307,2022,1.0,0.0,0.0
Educación Primaria,Asalariado,Vive solo,Solo residencia principal,1.0,1.0,0.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,36,2308,2022,0.0,0.0,0.0
Universidad,Asalariado,Vive con pareja,Solo residencia principal,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,38,2309,2022,1.0,1.0,
Educación Secundaria,Desempleado,Vive solo,No posee residencia principal,0.0,1.0,0.0,1.0,1.0,1,0,0,0,0,0,1,1,0,0,28,2310,2022,0.0,1.0,
Universidad,Asalariado,Vive con pareja,Residencia principal y otras,1.0,0.0,1.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,45,2311,2022,1.0,1.0,1.0
Educación Secundaria,Otros inactivos,Otros adultos,Solo residencia principal,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,19,2312,2022,1.0,1.0,1.0
Educación Primaria,Desempleado,Otros adultos,Solo residencia principal,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,0,0,0,0,42,2313,2022,1.0,1.0,0.0
Educación Secundaria,Jubilado,Otros adultos,Solo residencia principal,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,68,2314,2022,1.0,0.0,
Educación Primaria,Otros inactivos,Vive solo,Residencia principal y otras,1.0,1.0,1.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,58,2315,2022,1.0,1.0,1.0
Educación Primaria,Autónomo,Vive con pareja,,0.0,1.0,0.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,47,2316,2021,1.0,1.0,
Universidad,Otros inactivos,Otros adultos,Residencia principal y otras,0.0,0.0,0.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,22,2317,2022,1.0,0.0,1.0
Educación Secundaria,Asalariado,Vive con pareja,Solo residencia principal,0.0,1.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,34,2318,2022,1.0,,1.0
Educación Primaria,Otros inactivos,Otros adultos,No posee residencia principal,1.0,0.0,0.0,0.0,1.0,0,0,0,1,0,1,0,0,0,0,51,2319,2021,,,
Educación Secundaria,Asalariado,Vive con pareja,No posee residencia principal,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,1,23,2320,2022,,0.0,0.0
Universidad,Otros inactivos,Otros adultos,Solo residencia principal,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,22,2321,2022,1.0,0.0,
Educación Primaria,Otros inactivos,Vive solo,Solo residencia principal,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,79,2322,2022,0.0,0.0,
Educación Secundaria,Desempleado,Vive con pareja,Solo residencia principal,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,47,2323,2022,0.0,1.0,
Educación Primaria,Jubilado,Vive con pareja,Residencia principal y otras,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,67,2324,2022,0.0,1.0,1.0
Educación Primaria,Jubilado,Vive con pareja,Solo residencia principal,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,66,2325,2022,1.0,1.0,0.0
Educación Secundaria,Jubilado,Vive con pareja,Solo residencia principal,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,67,2326,2022,1.0,,1.0
Universidad,Asalariado,Vive con pareja,No posee residencia principal,1.0,0.0,0.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,53,2327,2022,1.0,0.0,1.0
Universidad,Desempleado,Vive con pareja,No posee residencia principal,0.0,0.0,0.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,45,2328,2022,1.0,0.0,1.0
Universidad,Jubilado,Vive con pareja,Solo residencia principal,0.0,1.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,68,2329,2022,1.0,1.0,1.0
Educación Primaria,Asalariado,Vive con pareja,No posee residencia principal,0.0,0.0,1.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,33,2330,2022,0.0,0.0,0.0
Educación Primaria,Autónomo,Vive con pareja,Solo residencia principal,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,52,2331,2022,1.0,0.0,
Educación Secundaria,Asalariado,Vive con pareja,Residencia principal y otras,1.0,1.0,1.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,51,2332,2022,1.0,1.0,1.0
Educación Secundaria,Otros inactivos,Otros adultos,Solo residencia principal,0.0,0.0,0.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,64,2333,2021,1.0,,1.0
Universidad,Asalariado,Vive con pareja,No posee residencia principal,0.0,1.0,0.0,1.0,1.0,1,0,1,1,0,1,0,0,0,0,39,2334,2022,0.0,0.0,1.0
Educación Primaria,Jubilado,Vive con pareja,Residencia principal y otras,1.0,1.0,0.0,0.0,1.0,0,1,0,1,0,0,0,0,0,0,69,2335,2022,1.0,1.0,0.0
Educación Primaria,Asalariado,Vive con pareja,Residencia principal y otras,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,61,2336,2022,1.0,1.0,0.0
Educación Primaria,Asalariado,Vive solo,Solo residencia principal,0.0,1.0,0.0,1.0,1.0,0,0,0,1,0,0,0,0,0,0,52,2337,2022,1.0,0.0,1.0
Educación Primaria,Autónomo,Vive con pareja,No posee residencia principal,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,59,2338,2022,1.0,,
Educación Primaria,Jubilado,Vive con pareja,Solo residencia principal,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,74,2339,2022,,,
Universidad,Jubilado,Vive solo,Solo residencia principal,0.0,1.0,0.0,1.0,1.0,1,1,0,0,0,0,0,0,0,0,65,2340,2022,1.0,0.0,0.0
Universidad,Asalariado,,No posee residencia principal,1.0,1.0,0.0,1.0,1.0,0,1,0,0,0,0,0,0,0,0,54,2341,2022,1.0,,1.0
Educación Primaria,Asalariado,Vive con pareja,Solo residencia principal,0.0,1.0,0.0,1.0,1.0,0,0,0,1,1,1,0,0,0,0,60,2342,2022,1.0,0.0,0.0
Universidad,Asalariado,Vive con pareja,Residencia principal y otras,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,54,2343,2022,1.0,1.0,0.0
Universidad,Asalariado,Vive con pareja,Solo residencia principal,1.0,1.0,0.0,1.0,1.0,1,0,0,0,0,0,0,0,0,0,50,2344,2022,1.0,0.0,0.0
Educación Secundaria,Asalariado,Vive con pareja,Residencia principal y otras,1.0,0.0,1.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,55,2345,2022,1.0,1.0,0.0
Educación Secundaria,Asalariado,Vive con pareja,Solo residencia principal,1.0,1.0,0.0,1.0,1.0,1,0,0,0,0,0,0,0,0,0,38,2346,2022,0.0,1.0,1.0
Universidad,Asalariado,Vive solo,Solo residencia principal,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,33,2347,2022,0.0,0.0,0.0
Universidad,Asalariado,,No posee residencia principal,1.0,1.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,47,2348,2022,1.0,1.0,1.0
Educación Primaria,Otros inactivos,Vive con pareja,Residencia principal y otras,0.0,1.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,63,2349,2022,1.0,1.0,1.0
Universidad,Asalariado,Vive con pareja,No posee residencia principal,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,43,2350,2022,0.0,0.0,1.0
Universidad,Asalariado,Vive con pareja,Residencia principal y otras,1.0,1.0,1.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,29,2351,2021,1.0,0.0,1.0
Educación Primaria,Jubilado,Vive con pareja,Residencia principal y otras,0.0,1.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,73,2352,2022,1.0,1.0,1.0
Universidad,Asalariado,Vive con pareja,Residencia principal y otras,1.0,1.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,49,2353,2022,0.0,0.0,0.0
Universidad,Asalariado,Vive con pareja,Solo residencia principal,1.0,0.0,1.0,1.0,1.0,1,0,0,0,0,0,0,0,0,0,44,2354,2022,1.0,0.0,1.0
Universidad,Otros inactivos,Otros adultos,Residencia principal y otras,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,27,2355,2022,1.0,,0.0
Universidad,Asalariado,Otros adultos,No posee residencia principal,0.0,0.0,0.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,43,2356,2022,1.0,1.0,
Educación Secundaria,Desempleado,Otros adultos,No posee residencia principal,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,53,2357,2021,1.0,0.0,
Universidad,Asalariado,Vive con pareja,Solo residencia principal,1.0,0.0,0.0,1.0,1.0,1,0,0,0,0,0,0,0,0,0,63,2358,2021,1.0,1.0,1.0
Educación Primaria,Jubilado,Vive con pareja,Solo residencia principal,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,72,2359,2022,1.0,1.0,1.0
Educación Primaria,Asalariado,Vive con pareja,Solo residencia principal,0.0,1.0,0.0,0.0,0.0,1,1,0,0,0,0,0,0,0,0,45,2360,2021,0.0,1.0,0.0
Educación Primaria,Asalariado,Vive con pareja,Solo residencia principal,1.0,1.0,1.0,1.0,1.0,1,0,0,0,0,0,1,0,1,0,36,2361,2022,1.0,0.0,
Universidad,Asalariado,Vive con pareja,Solo residencia principal,1.0,1.0,0.0,1.0,1.0,1,0,0,0,0,0,0,0,0,0,38,2362,2022,1.0,1.0,1.0
Universidad,Asalariado,Vive solo,No posee residencia principal,1.0,1.0,1.0,1.0,1.0,1,0,0,0,0,0,0,0,0,0,35,2363,2022,1.0,0.0,0.0
Universidad,Asalariado,Vive con pareja,No posee residencia principal,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,23,2364,2021,0.0,1.0,0.0
Universidad,Autónomo,Vive con pareja,Residencia principal y otras,1.0,1.0,1.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,49,2365,2022,1.0,1.0,1.0
Educación Primaria,Jubilado,Vive solo,No posee residencia principal,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,77,2366,2022,1.0,,0.0
Universidad,Jubilado,Vive con pareja,Solo residencia principal,1.0,1.0,1.0,0.0,1.0,1,1,0,0,0,0,0,0,0,0,65,2367,2022,1.0,0.0,1.0
Educación Primaria,Asalariado,Vive solo,No posee residencia principal,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,1,0,0,40,2368,2021,0.0,0.0,
Universidad,Asalariado,Vive con pareja,No posee residencia principal,0.0,0.0,0.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,38,2369,2022,1.0,0.0,1.0
Educación Secundaria,Desempleado,Otros adultos,No posee residencia principal,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,32,2370,2022,0.0,0.0,
Universidad,Asalariado,Vive con pareja,Residencia principal y otras,0.0,1.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,47,2371,2021,,1.0,0.0
Educación Primaria,Jubilado,Vive con pareja,Solo residencia principal,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,74,2372,2022,1.0,,1.0
Educación Primaria,Otros inactivos,Vive con pareja,Solo residencia principal,0.0,1.0,0.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,61,2373,2022,1.0,,
Educación Primaria,Desempleado,Vive con pareja,No posee residencia principal,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,1,0,0,42,2374,2021,0.0,1.0,1.0
Educación Primaria,Jubilado,Vive con pareja,Solo residencia principal,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,77,2375,2021,1.0,0.0,0.0
Universidad,Asalariado,Otros adultos,Residencia principal y otras,1.0,1.0,0.0,1.0,1.0,1,0,0,0,0,0,0,0,0,0,26,2376,2021,1.0,1.0,1.0
Universidad,Desempleado,Otros adultos,Solo residencia principal,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,26,2377,2022,1.0,0.0,0.0
Universidad,Asalariado,Otros adultos,No posee residencia principal,0.0,1.0,0.0,1.0,1.0,0,0,1,0,0,0,0,0,0,0,53,2378,2022,1.0,1.0,1.0
Educación Secundaria,Asalariado,Otros adultos,Residencia principal y otras,1.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,65,2379,2022,0.0,1.0,1.0
Universidad,Desempleado,Vive con pareja,Residencia principal y otras,1.0,1.0,0.0,0.0,0.0,1,1,0,0,1,1,0,0,0,1,59,2380,2022,1.0,1.0,1.0
Universidad,Desempleado,Vive con pareja,Solo residencia principal,0.0,1.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,36,2381,2022,0.0,0.0,
Universidad,Asalariado,Vive con pareja,Residencia principal y otras,1.0,0.0,1.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,59,2382,2022,1.0,1.0,1.0
Universidad,Asalariado,Otros adultos,No posee residencia principal,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,31,2383,2022,0.0,1.0,0.0
Universidad,Jubilado,Vive solo,Residencia principal y otras,1.0,0.0,0.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,69,2384,2022,1.0,1.0,1.0
Universidad,Autónomo,Vive solo,Residencia principal y otras,1.0,0.0,1.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,36,2385,2022,1.0,1.0,1.0
Educación Secundaria,Asalariado,Vive con pareja,Solo residencia principal,1.0,1.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,40,2386,2022,1.0,1.0,0.0
Universidad,Asalariado,Vive solo,No posee residencia principal,1.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,0,0,0,0,38,2387,2022,1.0,1.0,1.0
Universidad,Asalariado,Otros adultos,Residencia principal y otras,1.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,45,2388,2022,1.0,1.0,1.0
Educación Primaria,Otros inactivos,Otros adultos,,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,18,2389,2022,,0.0,
Educación Secundaria,Otros inactivos,Otros adultos,Residencia principal y otras,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,22,2390,2022,1.0,0.0,0.0
Educación Primaria,Asalariado,,No posee residencia principal,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,31,2391,2022,1.0,1.0,
Universidad,Asalariado,Vive con pareja,Residencia principal y otras,1.0,1.0,0.0,1.0,1.0,1,1,0,0,0,0,0,0,0,0,49,2392,2022,1.0,1.0,1.0
Educación Secundaria,Jubilado,Vive con pareja,Residencia principal y otras,0.0,1.0,0.0,0.0,0.0,1,1,0,0,0,0,0,0,0,0,76,2393,2022,1.0,1.0,1.0
Universidad,Asalariado,Otros adultos,Residencia principal y otras,1.0,0.0,1.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,28,2394,2022,1.0,1.0,1.0
Universidad,Asalariado,Vive con pareja,Residencia principal y otras,1.0,1.0,0.0,0.0,0.0,1,1,1,1,0,0,0,0,0,0,50,2395,2022,1.0,1.0,1.0
Educación Primaria,Asalariado,Otros adultos,Solo residencia principal,0.0,1.0,1.0,1.0,1.0,1,0,0,0,0,0,0,0,0,0,21,2396,2022,0.0,,1.0
Educación Primaria,Desempleado,Vive solo,No posee residencia principal,1.0,0.0,1.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,31,2397,2022,1.0,0.0,0.0
Educación Secundaria,Asalariado,Vive con pareja,No posee residencia principal,0.0,0.0,1.0,1.0,1.0,1,0,0,0,0,0,0,0,0,0,43,2398,2021,0.0,0.0,1.0
Universidad,Asalariado,Vive con pareja,No posee residencia principal,1.0,0.0,1.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,36,2399,2022,1.0,1.0,1.0
Universidad,Asalariado,Vive con pareja,No posee residencia principal,0.0,0.0,0.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,35,2400,2021,1.0,1.0,
Educación Secundaria,Asalariado,Vive solo,Solo residencia principal,1.0,0.0,1.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,36,2401,2022,1.0,0.0,1.0
Educación Primaria,Asalariado,Vive con pareja,Residencia principal y otras,0.0,1.0,1.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,42,2402,2022,0.0,0.0,0.0
Universidad,Asalariado,Vive con pareja,Solo residencia principal,1.0,1.0,1.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,48,2403,2022,1.0,1.0,1.0
Universidad,Otros inactivos,Otros adultos,Residencia principal y otras,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,22,2404,2022,0.0,1.0,1.0
Educación Secundaria,Asalariado,Vive solo,Solo residencia principal,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,61,2405,2022,1.0,0.0,0.0
Educación Primaria,Jubilado,Vive con pareja,Solo residencia principal,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,1,0,0,0,0,69,2406,2022,1.0,,1.0
Educación Primaria,Asalariado,Vive con pareja,Solo residencia principal,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,54,2407,2021,1.0,0.0,
Educación Primaria,Autónomo,Vive con pareja,Residencia principal y otras,1.0,0.0,1.0,0.0,1.0,0,1,0,0,0,0,0,0,0,0,62,2408,2022,1.0,0.0,1.0
Educación Primaria,Autónomo,Vive con pareja,Residencia principal y otras,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,66,2409,2021,0.0,,1.0
Universidad,Asalariado,Vive con pareja,Residencia principal y otras,1.0,0.0,1.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,50,2410,2022,1.0,0.0,1.0
Educación Secundaria,Asalariado,Vive con pareja,Residencia principal y otras,1.0,1.0,1.0,1.0,1.0,1,0,0,0,0,0,0,0,0,0,59,2411,2022,1.0,1.0,1.0
Universidad,Asalariado,Otros adultos,Residencia principal y otras,1.0,0.0,0.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,35,2412,2021,0.0,1.0,0.0
Educación Primaria,Asalariado,Vive con pareja,Solo residencia principal,1.0,1.0,0.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,51,2413,2022,1.0,1.0,1.0
Educación Secundaria,Asalariado,Vive con pareja,Solo residencia principal,1.0,1.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,38,2414,2022,1.0,1.0,1.0
Educación Primaria,Autónomo,Otros adultos,No posee residencia principal,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,36,2415,2022,1.0,1.0,1.0
Educación Primaria,Otros inactivos,Vive con pareja,Residencia principal y otras,1.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,60,2416,2022,1.0,0.0,1.0
Universidad,Asalariado,Vive solo,No posee residencia principal,0.0,1.0,0.0,1.0,1.0,0,0,0,1,0,0,0,0,0,0,55,2417,2022,1.0,1.0,0.0
Universidad,Asalariado,Vive con pareja,Solo residencia principal,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,49,2418,2022,1.0,1.0,1.0
Universidad,Asalariado,Vive solo,No posee residencia principal,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,24,2419,2022,1.0,,0.0
Universidad,Asalariado,Vive con pareja,Residencia principal y otras,1.0,0.0,1.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,56,2420,2021,1.0,1.0,1.0
Educación Secundaria,Otros inactivos,,Solo residencia principal,0.0,1.0,0.0,1.0,1.0,0,0,0,1,0,0,0,0,0,0,50,2421,2022,1.0,0.0,
Educación Secundaria,Asalariado,Vive con pareja,Residencia principal y otras,1.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,56,2422,2022,1.0,1.0,
Educación Primaria,Autónomo,Vive con pareja,Residencia principal y otras,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,50,2423,2022,1.0,0.0,1.0
Universidad,Asalariado,Vive con pareja,Residencia principal y otras,0.0,1.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,39,2424,2022,0.0,1.0,1.0
Universidad,Asalariado,Vive con pareja,Residencia principal y otras,0.0,1.0,0.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,40,2425,2021,1.0,1.0,0.0
Educación Primaria,Asalariado,Otros adultos,Solo residencia principal,0.0,1.0,0.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,54,2426,2022,1.0,1.0,1.0
Educación Secundaria,Jubilado,Otros adultos,Residencia principal y otras,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,71,2427,2022,1.0,0.0,1.0
Universidad,Asalariado,Vive con pareja,Residencia principal y otras,1.0,1.0,1.0,1.0,1.0,1,0,0,0,0,0,0,0,0,0,45,2428,2022,1.0,1.0,1.0
Educación Secundaria,Asalariado,Vive con pareja,No posee residencia principal,0.0,0.0,0.0,0.0,1.0,0,0,1,0,0,0,0,0,0,0,31,2429,2022,1.0,1.0,1.0
Universidad,Desempleado,Vive con pareja,Residencia principal y otras,1.0,1.0,0.0,1.0,1.0,1,1,0,0,0,0,0,0,1,0,43,2430,2022,0.0,1.0,
Educación Primaria,Otros inactivos,Vive con pareja,No posee residencia principal,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,1,0,0,0,0,24,2431,2021,0.0,,1.0
Universidad,Otros inactivos,Otros adultos,Solo residencia principal,1.0,0.0,1.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,52,2432,2022,1.0,1.0,1.0
Educación Secundaria,Asalariado,Otros adultos,Residencia principal y otras,0.0,0.0,0.0,1.0,1.0,1,1,0,0,1,0,0,0,0,0,28,2433,2022,1.0,,0.0
Educación Secundaria,Otros inactivos,Vive con pareja,Solo residencia principal,1.0,1.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,62,2434,2021,1.0,1.0,0.0
Universidad,Desempleado,Vive con pareja,Residencia principal y otras,0.0,0.0,1.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,51,2435,2022,1.0,1.0,1.0
Educación Primaria,Autónomo,Vive con pareja,Solo residencia principal,0.0,1.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,42,2436,2022,,,
Educación Primaria,Desempleado,Vive con pareja,No posee residencia principal,0.0,1.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,40,2437,2021,,,
Universidad,Autónomo,Vive con pareja,No posee residencia principal,0.0,1.0,0.0,1.0,1.0,1,0,0,0,0,0,0,0,1,0,49,2438,2021,0.0,,
Universidad,Asalariado,Vive con pareja,Solo residencia principal,1.0,1.0,0.0,1.0,1.0,1,0,0,0,0,0,0,0,0,0,37,2439,2021,1.0,1.0,1.0
Educación Primaria,Autónomo,Otros adultos,Residencia principal y otras,0.0,1.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,52,2440,2022,1.0,1.0,0.0
Educación Secundaria,Desempleado,Vive con pareja,Residencia principal y otras,1.0,0.0,0.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,65,2441,2022,1.0,1.0,
Educación Primaria,Jubilado,Vive solo,No posee residencia principal,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,73,2442,2022,,0.0,1.0
Universidad,Asalariado,Vive con pareja,No posee residencia principal,1.0,0.0,1.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,24,2443,2022,,,1.0
Universidad,Asalariado,Vive solo,Solo residencia principal,1.0,1.0,1.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,43,2444,2021,1.0,1.0,1.0
Educación Primaria,Jubilado,Vive con pareja,Solo residencia principal,1.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,76,2445,2021,0.0,,0.0
Educación Secundaria,Asalariado,Vive con pareja,Residencia principal y otras,1.0,1.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,42,2446,2022,1.0,0.0,1.0
Educación Secundaria,Otros inactivos,Vive solo,No posee residencia principal,1.0,1.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,53,2447,2022,0.0,,0.0
Educación Secundaria,Otros inactivos,Vive con pareja,Residencia principal y otras,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,0,0,0,0,69,2448,2022,0.0,0.0,1.0
Universidad,Autónomo,Vive con pareja,Solo residencia principal,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,64,2449,2022,1.0,1.0,1.0
Universidad,Asalariado,Otros adultos,No posee residencia principal,1.0,0.0,1.0,0.0,1.0,1,0,0,0,0,0,0,1,0,0,27,2450,2022,0.0,1.0,0.0
Educación Primaria,Autónomo,,No posee residencia principal,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,26,2451,2022,0.0,0.0,
Universidad,Asalariado,Vive con pareja,Solo residencia principal,0.0,0.0,0.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,31,2452,2022,0.0,1.0,0.0
Universidad,Asalariado,,Solo residencia principal,1.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,0,0,0,0,53,2453,2021,0.0,0.0,0.0
Universidad,Jubilado,Vive con pareja,Residencia principal y otras,0.0,1.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,62,2454,2022,0.0,0.0,1.0
Universidad,Jubilado,Vive con pareja,Residencia principal y otras,1.0,0.0,0.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,66,2455,2022,1.0,1.0,1.0
Universidad,Asalariado,Vive solo,Solo residencia principal,0.0,1.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,27,2456,2021,1.0,0.0,0.0
Educación Primaria,Asalariado,Vive con pareja,Residencia principal y otras,0.0,1.0,0.0,0.0,0.0,1,0,1,0,0,0,0,0,0,0,44,2457,2022,0.0,0.0,
Educación Primaria,Otros inactivos,Vive con pareja,No posee residencia principal,0.0,1.0,0.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,47,2458,2022,1.0,1.0,1.0
Educación Primaria,Jubilado,Vive con pareja,Residencia principal y otras,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,72,2459,2022,0.0,0.0,
Universidad,Asalariado,Vive con pareja,Residencia principal y otras,1.0,1.0,0.0,0.0,1.0,1,1,0,0,0,0,0,0,0,0,47,2460,2022,0.0,1.0,
Educación Primaria,Desempleado,Vive solo,No posee residencia principal,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,56,2461,2022,0.0,0.0,
