Comunidades y Ciudades Autónomas,Provincia limpia,Residencia,Periodo,Periodo fecha,Pernoctaciones,Viajeros
Andalucía,Granada,Residentes en España,2023M10,2023-10-01,248852.0,132083.0
Andalucía,Granada,Residentes en España,2023M11,2023-11-01,213696.0,116341.0
Andalucía,Granada,Residentes en España,2023M12,2023-12-01,255811.0,134193.0
Andalucía,Granada,Residentes en España,2024M01,2024-01-01,220058.0,122426.0
Andalucía,Granada,Residentes en España,2024M02,2024-02-01,253653.0,137465.0
Andalucía,Granada,Residentes en España,2024M03,2024-03-01,281773.0,142774.0
Andalucía,Granada,Residentes en España,2024M04,2024-04-01,240099.0,125081.0
Andalucía,Granada,Residentes en España,2024M05,2024-05-01,243332.0,124925.0
Andalucía,Granada,Residentes en España,2024M06,2024-06-01,271571.0,135330.0
Andalucía,Granada,Residentes en España,2024M07,2024-07-01,299124.0,119651.0
Andalucía,Granada,Residentes en España,2024M08,2024-08-01,367920.0,152468.0
Andalucía,Granada,Residentes en España,2024M09,2024-09-01,268009.0,127818.0
Andalucía,Granada,Residentes en España,2024M10,2024-10-01,227440.0,120330.0
Andalucía,Granada,Residentes en España,2024M11,2024-11-01,221722.0,110953.0
Andalucía,Granada,Residentes en España,2024M12,2024-12-01,238521.0,123180.0
Andalucía,Granada,Residentes en España,2025M01,2025-01-01,211034.0,114419.0
Andalucía,Granada,Residentes en España,2025M02,2025-02-01,255233.0,139486.0
Andalucía,Granada,Residentes en España,2025M03,2025-03-01,261244.0,129365.0
Andalucía,Granada,Residentes en España,2025M04,2025-04-01,279147.0,129467.0
Andalucía,Granada,Residentes en España,2025M05,2025-05-01,248014.0,120041.0
Andalucía,Granada,Residentes en España,2025M06,2025-06-01,278026.0,129378.0
Andalucía,Granada,Residentes en España,2025M07,2025-07-01,307804.0,129953.0
Andalucía,Granada,Residentes en España,2025M08,2025-08-01,400546.0,160100.0
Andalucía,Granada,Residentes en España,2025M09,2025-09-01,282367.0,129012.0
Andalucía,Granada,Residentes en España,2025M10,2025-10-01,252672.0,130914.0
Andalucía,Granada,Residentes en España,2025M11,2025-11-01,218580.0,114387.0
Andalucía,Granada,Residentes en España,2025M12,2025-12-01,261087.0,132221.0
Andalucía,Granada,Residentes en España,2026M01,2026-01-01,233579.0,123228.0
Andalucía,Granada,Residentes en España,2026M02,2026-02-01,209563.0,119017.0
Andalucía,Granada,Residentes en España,2026M03,2026-03-01,281732.0,143313.0
Andalucía,Granada,Residentes en el Extranjero,2022M01,2022-01-01,81907.0,38615.0
Andalucía,Granada,Residentes en el Extranjero,2022M02,2022-02-01,93690.0,44443.0
Andalucía,Granada,Residentes en el Extranjero,2022M03,2022-03-01,130079.0,60519.0
Andalucía,Granada,Residentes en el Extranjero,2022M04,2022-04-01,199768.0,92073.0
Andalucía,Granada,Residentes en el Extranjero,2022M05,2022-05-01,204107.0,97455.0
Andalucía,Granada,Residentes en el Extranjero,2022M06,2022-06-01,185199.0,89059.0
Andalucía,Granada,Residentes en el Extranjero,2022M07,2022-07-01,176987.0,88681.0
Andalucía,Granada,Residentes en el Extranjero,2022M08,2022-08-01,198646.0,96847.0
Andalucía,Granada,Residentes en el Extranjero,2022M09,2022-09-01,226571.0,103293.0
Andalucía,Granada,Residentes en el Extranjero,2022M10,2022-10-01,227064.0,101210.0
Andalucía,Granada,Residentes en el Extranjero,2022M11,2022-11-01,118672.0,56469.0
Andalucía,Granada,Residentes en el Extranjero,2022M12,2022-12-01,116099.0,57664.0
Andalucía,Granada,Residentes en el Extranjero,2023M01,2023-01-01,116494.0,60610.0
Andalucía,Granada,Residentes en el Extranjero,2023M02,2023-02-01,133229.0,64457.0
Andalucía,Granada,Residentes en el Extranjero,2023M03,2023-03-01,172690.0,86761.0
Andalucía,Granada,Residentes en el Extranjero,2023M04,2023-04-01,228231.0,107404.0
Andalucía,Granada,Residentes en el Extranjero,2023M05,2023-05-01,250559.0,120099.0
Andalucía,Granada,Residentes en el Extranjero,2023M06,2023-06-01,215233.0,100659.0
Andalucía,Granada,Residentes en el Extranjero,2023M07,2023-07-01,203260.0,94084.0
Andalucía,Granada,Residentes en el Extranjero,2023M08,2023-08-01,208057.0,96033.0
Andalucía,Granada,Residentes en el Extranjero,2023M09,2023-09-01,258099.0,118855.0
Andalucía,Granada,Residentes en el Extranjero,2023M10,2023-10-01,271413.0,129762.0
Andalucía,Granada,Residentes en el Extranjero,2023M11,2023-11-01,163754.0,84087.0
Andalucía,Granada,Residentes en el Extranjero,2023M12,2023-12-01,134353.0,71879.0
Andalucía,Granada,Residentes en el Extranjero,2024M01,2024-01-01,159384.0,79768.0
Andalucía,Granada,Residentes en el Extranjero,2024M02,2024-02-01,180357.0,87402.0
Andalucía,Granada,Residentes en el Extranjero,2024M03,2024-03-01,229354.0,109442.0
Andalucía,Granada,Residentes en el Extranjero,2024M04,2024-04-01,271315.0,132406.0
Andalucía,Granada,Residentes en el Extranjero,2024M05,2024-05-01,290873.0,137452.0
Andalucía,Granada,Residentes en el Extranjero,2024M06,2024-06-01,242116.0,109717.0
Andalucía,Granada,Residentes en el Extranjero,2024M07,2024-07-01,227596.0,100373.0
Andalucía,Granada,Residentes en el Extranjero,2024M08,2024-08-01,237539.0,109492.0
Andalucía,Granada,Residentes en el Extranjero,2024M09,2024-09-01,298353.0,131853.0
Andalucía,Granada,Residentes en el Extranjero,2024M10,2024-10-01,331164.0,144219.0
Andalucía,Granada,Residentes en el Extranjero,2024M11,2024-11-01,205053.0,95632.0
Andalucía,Granada,Residentes en el Extranjero,2024M12,2024-12-01,145026.0,73906.0
Andalucía,Granada,Residentes en el Extranjero,2025M01,2025-01-01,165757.0,79482.0
Andalucía,Granada,Residentes en el Extranjero,2025M02,2025-02-01,173670.0,78892.0
Andalucía,Granada,Residentes en el Extranjero,2025M03,2025-03-01,233847.0,103049.0
Andalucía,Granada,Residentes en el Extranjero,2025M04,2025-04-01,283403.0,131472.0
Andalucía,Granada,Residentes en el Extranjero,2025M05,2025-05-01,301049.0,137330.0
Andalucía,Granada,Residentes en el Extranjero,2025M06,2025-06-01,249876.0,114425.0
Andalucía,Granada,Residentes en el Extranjero,2025M07,2025-07-01,235427.0,110482.0
Andalucía,Granada,Residentes en el Extranjero,2025M08,2025-08-01,237869.0,105870.0
Andalucía,Granada,Residentes en el Extranjero,2025M09,2025-09-01,301577.0,132661.0
Andalucía,Granada,Residentes en el Extranjero,2025M10,2025-10-01,305431.0,138315.0
Andalucía,Granada,Residentes en el Extranjero,2025M11,2025-11-01,193436.0,91429.0
Andalucía,Granada,Residentes en el Extranjero,2025M12,2025-12-01,172240.0,87057.0
Andalucía,Granada,Residentes en el Extranjero,2026M01,2026-01-01,161231.0,77041.0
Andalucía,Granada,Residentes en el Extranjero,2026M02,2026-02-01,159946.0,84564.0
Andalucía,Granada,Residentes en el Extranjero,2026M03,2026-03-01,227467.0,107310.0
Andalucía,Huelva,Residentes en España,2022M01,2022-01-01,32910.0,16276.0
Andalucía,Huelva,Residentes en España,2022M02,2022-02-01,59541.0,29081.0
Andalucía,Huelva,Residentes en España,2022M03,2022-03-01,79921.0,29366.0
Andalucía,Huelva,Residentes en España,2022M04,2022-04-01,211790.0,67411.0
Andalucía,Huelva,Residentes en España,2022M05,2022-05-01,276392.0,99375.0
Andalucía,Huelva,Residentes en España,2022M06,2022-06-01,326430.0,112339.0
Andalucía,Huelva,Residentes en España,2022M07,2022-07-01,520089.0,143959.0
Andalucía,Huelva,Residentes en España,2022M08,2022-08-01,562815.0,136330.0
Andalucía,Huelva,Residentes en España,2022M09,2022-09-01,334144.0,104723.0
Andalucía,Huelva,Residentes en España,2022M10,2022-10-01,154928.0,60410.0
Andalucía,Huelva,Residentes en España,2022M11,2022-11-01,64652.0,32912.0
Andalucía,Huelva,Residentes en España,2022M12,2022-12-01,43035.0,20506.0
Andalucía,Huelva,Residentes en España,2023M01,2023-01-01,37818.0,19923.0
Andalucía,Huelva,Residentes en España,2023M02,2023-02-01,56893.0,29978.0
Andalucía,Huelva,Residentes en España,2023M03,2023-03-01,92074.0,39860.0
Andalucía,Huelva,Residentes en España,2023M04,2023-04-01,205157.0,75763.0
Andalucía,Huelva,Residentes en España,2023M05,2023-05-01,214148.0,83087.0
Andalucía,Huelva,Residentes en España,2023M06,2023-06-01,308351.0,102515.0
Andalucía,Huelva,Residentes en España,2023M07,2023-07-01,476576.0,133530.0
Andalucía,Huelva,Residentes en España,2023M08,2023-08-01,541000.0,143257.0
Andalucía,Huelva,Residentes en España,2023M09,2023-09-01,308008.0,95782.0
Andalucía,Huelva,Residentes en España,2023M10,2023-10-01,128545.0,56260.0
Andalucía,Huelva,Residentes en España,2023M11,2023-11-01,66361.0,34023.0
Andalucía,Huelva,Residentes en España,2023M12,2023-12-01,61032.0,31210.0
Andalucía,Huelva,Residentes en España,2024M01,2024-01-01,39041.0,20893.0
Andalucía,Huelva,Residentes en España,2024M02,2024-02-01,72035.0,31394.0
Andalucía,Huelva,Residentes en España,2024M03,2024-03-01,172794.0,54202.0
Andalucía,Huelva,Residentes en España,2024M04,2024-04-01,179506.0,67328.0
Andalucía,Huelva,Residentes en España,2024M05,2024-05-01,272916.0,95537.0
Andalucía,Huelva,Residentes en España,2024M06,2024-06-01,322368.0,106485.0
Andalucía,Huelva,Residentes en España,2024M07,2024-07-01,462619.0,121919.0
Andalucía,Huelva,Residentes en España,2024M08,2024-08-01,491674.0,127571.0
Andalucía,Huelva,Residentes en España,2024M09,2024-09-01,315023.0,95525.0
Andalucía,Huelva,Residentes en España,2024M10,2024-10-01,132819.0,55042.0
Andalucía,Huelva,Residentes en España,2024M11,2024-11-01,67177.0,35224.0
Andalucía,Huelva,Residentes en España,2024M12,2024-12-01,52110.0,28270.0
Andalucía,Huelva,Residentes en España,2025M01,2025-01-01,35960.0,18654.0
Andalucía,Huelva,Residentes en España,2025M02,2025-02-01,78310.0,31427.0
Andalucía,Huelva,Residentes en España,2025M03,2025-03-01,112072.0,33844.0
Andalucía,Huelva,Residentes en España,2025M04,2025-04-01,181765.0,64308.0
Andalucía,Huelva,Residentes en España,2025M05,2025-05-01,271509.0,96706.0
Andalucía,Huelva,Residentes en España,2025M06,2025-06-01,319714.0,110289.0
Andalucía,Huelva,Residentes en España,2025M07,2025-07-01,487846.0,133751.0
Andalucía,Huelva,Residentes en España,2025M08,2025-08-01,487857.0,130463.0
Andalucía,Huelva,Residentes en España,2025M09,2025-09-01,336370.0,110252.0
Andalucía,Huelva,Residentes en España,2025M10,2025-10-01,127430.0,56029.0
Andalucía,Huelva,Residentes en España,2025M11,2025-11-01,49365.0,25447.0
Andalucía,Huelva,Residentes en España,2025M12,2025-12-01,41931.0,23538.0
Andalucía,Huelva,Residentes en España,2026M01,2026-01-01,36221.0,20503.0
Andalucía,Huelva,Residentes en España,2026M02,2026-02-01,56965.0,27476.0
Andalucía,Huelva,Residentes en España,2026M03,2026-03-01,91657.0,45716.0
Andalucía,Huelva,Residentes en el Extranjero,2022M01,2022-01-01,4946.0,2493.0
Andalucía,Huelva,Residentes en el Extranjero,2022M02,2022-02-01,11085.0,4256.0
Andalucía,Huelva,Residentes en el Extranjero,2022M03,2022-03-01,28703.0,7939.0
Andalucía,Huelva,Residentes en el Extranjero,2022M04,2022-04-01,68486.0,19142.0
Andalucía,Huelva,Residentes en el Extranjero,2022M05,2022-05-01,124009.0,26197.0
Andalucía,Huelva,Residentes en el Extranjero,2022M06,2022-06-01,166470.0,35350.0
Andalucía,Huelva,Residentes en el Extranjero,2022M07,2022-07-01,139828.0,27963.0
Andalucía,Huelva,Residentes en el Extranjero,2022M08,2022-08-01,186674.0,32493.0
Andalucía,Huelva,Residentes en el Extranjero,2022M09,2022-09-01,185478.0,38203.0
Andalucía,Huelva,Residentes en el Extranjero,2022M10,2022-10-01,95521.0,22767.0
Andalucía,Huelva,Residentes en el Extranjero,2022M11,2022-11-01,32211.0,9331.0
Andalucía,Huelva,Residentes en el Extranjero,2022M12,2022-12-01,13453.0,5088.0
Andalucía,Huelva,Residentes en el Extranjero,2023M01,2023-01-01,11708.0,5046.0
Andalucía,Huelva,Residentes en el Extranjero,2023M02,2023-02-01,21058.0,6018.0
Andalucía,Huelva,Residentes en el Extranjero,2023M03,2023-03-01,32923.0,9525.0
Andalucía,Huelva,Residentes en el Extranjero,2023M04,2023-04-01,117161.0,24733.0
Andalucía,Huelva,Residentes en el Extranjero,2023M05,2023-05-01,127457.0,29597.0
Andalucía,Huelva,Residentes en el Extranjero,2023M06,2023-06-01,189712.0,40437.0
Andalucía,Huelva,Residentes en el Extranjero,2023M07,2023-07-01,144839.0,31961.0
Andalucía,Huelva,Residentes en el Extranjero,2023M08,2023-08-01,215953.0,42348.0
Andalucía,Huelva,Residentes en el Extranjero,2023M09,2023-09-01,233498.0,42359.0
Andalucía,Huelva,Residentes en el Extranjero,2023M10,2023-10-01,137994.0,28480.0
Andalucía,Huelva,Residentes en el Extranjero,2023M11,2023-11-01,35517.0,9559.0
Andalucía,Huelva,Residentes en el Extranjero,2023M12,2023-12-01,16734.0,6372.0
Andalucía,Huelva,Residentes en el Extranjero,2024M01,2024-01-01,17994.0,5323.0
Andalucía,Huelva,Residentes en el Extranjero,2024M02,2024-02-01,24030.0,5691.0
Andalucía,Huelva,Residentes en el Extranjero,2024M03,2024-03-01,65840.0,14602.0
Andalucía,Huelva,Residentes en el Extranjero,2024M04,2024-04-01,129018.0,28691.0
Andalucía,Huelva,Residentes en el Extranjero,2024M05,2024-05-01,145682.0,33921.0
Andalucía,Huelva,Residentes en el Extranjero,2024M06,2024-06-01,201107.0,40182.0
Andalucía,Huelva,Residentes en el Extranjero,2024M07,2024-07-01,202582.0,36917.0
Andalucía,Huelva,Residentes en el Extranjero,2024M08,2024-08-01,247114.0,46737.0
Andalucía,Huelva,Residentes en el Extranjero,2024M09,2024-09-01,226395.0,46011.0
Andalucía,Huelva,Residentes en el Extranjero,2024M10,2024-10-01,121850.0,23750.0
Andalucía,Huelva,Residentes en el Extranjero,2024M11,2024-11-01,42937.0,11137.0
Andalucía,Huelva,Residentes en el Extranjero,2024M12,2024-12-01,15729.0,5800.0
Andalucía,Huelva,Residentes en el Extranjero,2025M01,2025-01-01,18539.0,4541.0
Andalucía,Huelva,Residentes en el Extranjero,2025M02,2025-02-01,24737.0,6278.0
Andalucía,Huelva,Residentes en el Extranjero,2025M03,2025-03-01,44273.0,10577.0
Andalucía,Huelva,Residentes en el Extranjero,2025M04,2025-04-01,142011.0,33392.0
Andalucía,Huelva,Residentes en el Extranjero,2025M05,2025-05-01,139351.0,33019.0
Andalucía,Huelva,Residentes en el Extranjero,2025M06,2025-06-01,225138.0,46496.0
Andalucía,Huelva,Residentes en el Extranjero,2025M07,2025-07-01,209411.0,38753.0
Andalucía,Huelva,Residentes en el Extranjero,2025M08,2025-08-01,258273.0,50981.0
Andalucía,Huelva,Residentes en el Extranjero,2025M09,2025-09-01,221245.0,42781.0
Andalucía,Huelva,Residentes en el Extranjero,2025M10,2025-10-01,106792.0,22166.0
Andalucía,Huelva,Residentes en el Extranjero,2025M11,2025-11-01,24869.0,6100.0
Andalucía,Huelva,Residentes en el Extranjero,2025M12,2025-12-01,13354.0,4350.0
Andalucía,Huelva,Residentes en el Extranjero,2026M01,2026-01-01,19891.0,5074.0
Andalucía,Huelva,Residentes en el Extranjero,2026M02,2026-02-01,28637.0,6474.0
Andalucía,Huelva,Residentes en el Extranjero,2026M03,2026-03-01,53738.0,14723.0
Andalucía,Jaén,Residentes en España,2022M01,2022-01-01,35609.0,21376.0
Andalucía,Jaén,Residentes en España,2022M02,2022-02-01,58378.0,32769.0
Andalucía,Jaén,Residentes en España,2022M03,2022-03-01,62847.0,34122.0
Andalucía,Jaén,Residentes en España,2022M04,2022-04-01,97143.0,50678.0
Andalucía,Jaén,Residentes en España,2022M05,2022-05-01,82759.0,44522.0
Andalucía,Jaén,Residentes en España,2022M06,2022-06-01,72863.0,41171.0
Andalucía,Jaén,Residentes en España,2022M07,2022-07-01,78213.0,42519.0
Andalucía,Jaén,Residentes en España,2022M08,2022-08-01,99091.0,46120.0
Andalucía,Jaén,Residentes en España,2022M09,2022-09-01,82665.0,45620.0
Andalucía,Jaén,Residentes en España,2022M10,2022-10-01,87596.0,47486.0
Andalucía,Jaén,Residentes en España,2022M11,2022-11-01,66841.0,36424.0
Andalucía,Jaén,Residentes en España,2022M12,2022-12-01,59888.0,33437.0
Andalucía,Jaén,Residentes en España,2023M01,2023-01-01,43962.0,24568.0
Andalucía,Jaén,Residentes en España,2023M02,2023-02-01,57647.0,32370.0
Andalucía,Jaén,Residentes en España,2023M03,2023-03-01,73481.0,40722.0
Andalucía,Jaén,Residentes en España,2023M04,2023-04-01,99314.0,50733.0
Andalucía,Jaén,Residentes en España,2023M05,2023-05-01,73932.0,41175.0
Andalucía,Jaén,Residentes en España,2023M06,2023-06-01,71099.0,40216.0
Andalucía,Jaén,Residentes en España,2023M07,2023-07-01,74417.0,38035.0
Andalucía,Jaén,Residentes en España,2023M08,2023-08-01,91066.0,43529.0
Andalucía,Jaén,Residentes en España,2023M09,2023-09-01,77910.0,42546.0
Andalucía,Jaén,Residentes en España,2023M10,2023-10-01,83859.0,46382.0
Andalucía,Jaén,Residentes en España,2023M11,2023-11-01,69307.0,37374.0
Andalucía,Jaén,Residentes en España,2023M12,2023-12-01,66812.0,37948.0
Andalucía,Jaén,Residentes en España,2024M01,2024-01-01,46792.0,27072.0
Andalucía,Jaén,Residentes en España,2024M02,2024-02-01,59112.0,34479.0
Andalucía,Jaén,Residentes en España,2024M03,2024-03-01,85210.0,44970.0
Andalucía,Jaén,Residentes en España,2024M04,2024-04-01,85065.0,48862.0
Andalucía,Jaén,Residentes en España,2024M05,2024-05-01,84362.0,48160.0
Andalucía,Jaén,Residentes en España,2024M06,2024-06-01,78140.0,42770.0
Andalucía,Jaén,Residentes en España,2024M07,2024-07-01,74256.0,38538.0
Andalucía,Jaén,Residentes en España,2024M08,2024-08-01,98973.0,50070.0
Andalucía,Jaén,Residentes en España,2024M09,2024-09-01,84794.0,46450.0
Andalucía,Jaén,Residentes en España,2024M10,2024-10-01,88102.0,50792.0
Andalucía,Jaén,Residentes en España,2024M11,2024-11-01,78022.0,42003.0
Andalucía,Jaén,Residentes en España,2024M12,2024-12-01,68332.0,38156.0
Andalucía,Jaén,Residentes en España,2025M01,2025-01-01,53177.0,30010.0
Andalucía,Jaén,Residentes en España,2025M02,2025-02-01,61517.0,35516.0
Andalucía,Jaén,Residentes en España,2025M03,2025-03-01,71091.0,38528.0
Andalucía,Jaén,Residentes en España,2025M04,2025-04-01,97646.0,51266.0
Andalucía,Jaén,Residentes en España,2025M05,2025-05-01,90751.0,50581.0
Andalucía,Jaén,Residentes en España,2025M06,2025-06-01,82901.0,46755.0
Andalucía,Jaén,Residentes en España,2025M07,2025-07-01,72256.0,39614.0
Andalucía,Jaén,Residentes en España,2025M08,2025-08-01,101886.0,50380.0
Andalucía,Jaén,Residentes en España,2025M09,2025-09-01,77987.0,44426.0
Andalucía,Jaén,Residentes en España,2025M10,2025-10-01,92194.0,52018.0
Andalucía,Jaén,Residentes en España,2025M11,2025-11-01,78143.0,42854.0
Andalucía,Jaén,Residentes en España,2025M12,2025-12-01,68965.0,39887.0
Andalucía,Jaén,Residentes en España,2026M01,2026-01-01,51309.0,27908.0
Andalucía,Jaén,Residentes en España,2026M02,2026-02-01,55490.0,31733.0
Andalucía,Jaén,Residentes en España,2026M03,2026-03-01,80737.0,46451.0
Andalucía,Jaén,Residentes en el Extranjero,2022M01,2022-01-01,3289.0,2093.0
Andalucía,Jaén,Residentes en el Extranjero,2022M02,2022-02-01,5050.0,2511.0
Andalucía,Jaén,Residentes en el Extranjero,2022M03,2022-03-01,6966.0,3539.0
Andalucía,Jaén,Residentes en el Extranjero,2022M04,2022-04-01,8684.0,5269.0
Andalucía,Jaén,Residentes en el Extranjero,2022M05,2022-05-01,12353.0,7100.0
