ccaaf,a0000,a0100,a1030,a1100,a1500,a1900,b0100,b1201,n_canales_uso_banco,usa_banca_digital,pref_banca_digital,usa_pago_digital,n_productos_financieros,tiene_vehiculo_ahorro,tiene_exposicion_credito,tiene_seguro,ahorra_12m,n_vehiculos_ahorro,ahorro_formal,ahorro_informal,c0100,c0300,c0500,n_fuentes_ingreso,ingreso_por_activos,dependencia_ingresos_familiares,d0300,d0400,d0500,d0600,score_disciplina_financiera,score_preocupacion_financiera,score_planificacion_financiera,puntos_destino_consumo,puntos_destino_ahorro,puntos_destino_deuda,e0100,e0300,score_alfabetizacion_financiera,score_numeracy_financiera,score_comprension_riesgo,score_competencia_economica,score_conocimiento_productos,f1100,i0100,i0510,i1000,barrera_acceso_vivienda,expectativa_subida_precio_vivienda,n_dificultades_compra_vivienda,j0100,j0110,j0200,j0400,j1000,j1201,j1203,j1300,financiacion_ahorros_activos,financiacion_credito_informal,financiacion_credito_formal,financiacion_estres_pago,restriccion_acceso_credito,score_fragilidad_financiera
Comunidad Valenciana,Hombre,España,Casado,c. Primera etapa de Educación Secundaria y similar,b. Trabaja por cuenta ajena,No,Sí,Sí,4,1,1,1,3,0,1,0,1,2,0,1,4 (BIEN),59,No ha lugar (no aplica filtro),2,0,1,2.000 euros hoy,2.000 euros hoy,No ha lugar (no aplica filtro),25,3.5,3.8,2.4,4.0,2.0,2.0,3- Medios,5.0,3,3,3,2,1,Titular muestral,"c. Alquiler, o alquiler con opción a compra",No ha lugar (no aplica filtro),Sí,1,4.0,0,Sí,Sí,Sí,"f. Por lo menos nueve meses, pero menos de un año",Sí,No,No,c. Entre 15.001 y 27.000 euros,1,0,0,0,1,3
"Rioja, La",Hombre,España,Casado,c. Primera etapa de Educación Secundaria y similar,b. Trabaja por cuenta ajena,No,Sí,No,1,0,0,0,5,1,1,0,0,0,0,0,3 (REGULAR),65,No ha lugar (no aplica filtro),1,0,0,2.200 euros dentro de un año,No ha lugar (no aplica filtro),2.100 euros dentro de un año,50,3.5,3.8,3.2,0.0,5.0,5.0,2- Bastante bajos,5.0,2,3,3,3,2,Titular muestral,a. Propiedad por compra (mayoritariamente) –incluye permuta y construcción propia,No ha lugar (no aplica filtro),Sí,0,0.0,0,No,No,Sí,"f. Por lo menos nueve meses, pero menos de un año",No,No,Sí,c. Entre 15.001 y 27.000 euros,1,0,0,0,0,1
Galicia,Mujer,España,Soltero,d. Segunda etapa de Educación Secundaria y similar,"h. Estudiante, escolar o en formación",No ha lugar (no aplica filtro),Sí,No,2,1,0,1,1,0,1,0,1,1,0,1,3 (REGULAR),No ha lugar (no aplica filtro),No ha lugar (no aplica filtro),4,1,1,2.200 euros dentro de un año,No ha lugar (no aplica filtro),2.000 euros hoy,20,4.5,3.6,4.2,5.0,4.0,1.0,3- Medios,100.0,0,2,2,2,1,Padre,a. Propiedad por compra (mayoritariamente) –incluye permuta y construcción propia,No ha lugar (no aplica filtro),Sí,0,10.0,0,Sí,Sí,No,g. Un año o más,No,No,Sí,d. Entre 27.001 y 47.000 euros,0,0,0,0,0,0
Andalucía,Hombre,España,Casado,d. Segunda etapa de Educación Secundaria y similar,e. Jubilado o jubilación anticipada,No,Sí,No,3,0,0,0,0,0,0,0,0,0,0,0,No ha lugar (no aplica filtro),No ha lugar (no aplica filtro),3 (REGULAR),1,0,0,2.000 euros hoy,2.000 euros hoy,No ha lugar (no aplica filtro),100,5.0,4.25,3.2,5.0,1.0,0.0,1- Muy bajos,No sabe,2,3,2,3,2,Titular muestral,b. Propiedad por herencia o regalo (mayoritariamente),No ha lugar (no aplica filtro),Sí,0,10.0,0,Sí,No,No,"b. Por lo menos una semana, pero menos de un mes",No,No,No,c. Entre 15.001 y 27.000 euros,0,0,0,0,0,0
"Madrid, Comunidad de",Mujer,España,Casado,"h. Grados universitarios de más de 240 créditos, licenciaturas, másteres y similares",b. Trabaja por cuenta ajena,Sí,Sí,No,4,1,1,1,6,1,1,1,1,2,1,1,3 (REGULAR),65,No ha lugar (no aplica filtro),4,1,1,2.000 euros hoy,3.000 euros dentro de un año,No ha lugar (no aplica filtro),50,4.75,3.0,4.4,8.0,2.0,0.0,4- Bastante altos,500.0,2,3,3,3,2,Titular muestral,a. Propiedad por compra (mayoritariamente) –incluye permuta y construcción propia,No,No,0,0.0,0,Sí,No,No,g. Un año o más,No,Sí,Sí,e. Entre 47.001 y 71.000 euros,0,0,0,0,0,1
Castilla y León,Hombre,España,Casado,c. Primera etapa de Educación Secundaria y similar,e. Jubilado o jubilación anticipada,No,Sí,No,2,0,0,0,2,1,0,0,0,0,0,0,No ha lugar (no aplica filtro),No ha lugar (no aplica filtro),4 (BIEN),1,0,0,2.200 euros dentro de un año,No ha lugar (no aplica filtro),2.100 euros dentro de un año,50,4.75,3.4,4.2,5.0,5.0,0.0,3- Medios,No sabe,1,2,0,2,2,Titular muestral,a. Propiedad por compra (mayoritariamente) –incluye permuta y construcción propia,No ha lugar (no aplica filtro),Sí,0,,0,Sí,No,No,g. Un año o más,No,No,No,c. Entre 15.001 y 27.000 euros,0,0,0,0,0,0
Galicia,Hombre,España,Divorciado,c. Primera etapa de Educación Secundaria y similar,d. Desempleado,No,Sí,No,1,0,0,0,0,0,0,0,1,1,0,1,3 (REGULAR),No espera jubilarse/ Nunca/ Trabajará mientras pueda,No ha lugar (no aplica filtro),2,0,1,2.000 euros hoy,2.000 euros hoy,No ha lugar (no aplica filtro),30,3.0,3.4,2.6,10.0,0.0,0.0,3- Medios,10.0,3,1,1,2,2,No ha lugar (no aplica filtro),d. Cesión gratuita (incluye usufructo y similares),No ha lugar (no aplica filtro),No,0,4.0,0,No,No,No,"b. Por lo menos una semana, pero menos de un mes",No,No,No,a. Menos de 9.500 euros,0,0,0,0,0,0
"Asturias, Principado de",Hombre,España,Casado,b. Educación primaria Incluye sabe leer y escribir pero no tiene título,e. Jubilado o jubilación anticipada,No,Sí,No,1,0,0,0,2,0,1,0,1,1,1,0,No ha lugar (no aplica filtro),No ha lugar (no aplica filtro),3 (REGULAR),1,0,0,2.200 euros dentro de un año,No ha lugar (no aplica filtro),2.100 euros dentro de un año,50,5.0,2.2,4.2,5.0,5.0,0.0,2- Bastante bajos,5.0,1,3,1,3,1,Pareja,a. Propiedad por compra (mayoritariamente) –incluye permuta y construcción propia,No ha lugar (no aplica filtro),Sí,0,8.0,0,No,Sí,No,g. Un año o más,No,No,No,d. Entre 27.001 y 47.000 euros,0,0,0,0,0,0
"Navarra, Comunidad Foral de",Hombre,España,Casado,d. Segunda etapa de Educación Secundaria y similar,b. Trabaja por cuenta ajena,No,Sí,Sí,2,0,0,1,3,1,1,0,1,3,1,0,4 (BIEN),65,No ha lugar (no aplica filtro),3,1,0,2.000 euros hoy,2.000 euros hoy,No ha lugar (no aplica filtro),0,4.25,4.2,4.4,7.0,0.0,0.0,1- Muy bajos,500.0,2,2,3,2,1,Titular muestral,d. Cesión gratuita (incluye usufructo y similares),No ha lugar (no aplica filtro),Sí,0,4.0,0,Sí,No,No,"e. Por lo menos seis meses, pero menos de nueve meses",No,No,No,d. Entre 27.001 y 47.000 euros,0,0,0,0,0,0
Canarias,Mujer,España,Casado,c. Primera etapa de Educación Secundaria y similar,d. Desempleado,No,Sí,No,1,0,0,0,1,1,0,0,1,1,0,1,3 (REGULAR),No sabe,No ha lugar (no aplica filtro),1,0,1,2.000 euros hoy,3.000 euros dentro de un año,No ha lugar (no aplica filtro),0,4.0,3.0,3.8,10.0,0.0,0.0,2- Bastante bajos,100.0,1,2,0,2,2,Titular muestral,a. Propiedad por compra (mayoritariamente) –incluye permuta y construcción propia,No ha lugar (no aplica filtro),No,0,10.0,0,No,No,No,g. Un año o más,No,No,No,c. Entre 15.001 y 27.000 euros,0,0,0,0,0,0
"Balears, Illes",Mujer,España,Divorciado,c. Primera etapa de Educación Secundaria y similar,e. Jubilado o jubilación anticipada,No,Sí,No,3,1,1,1,3,1,1,1,1,2,1,1,No ha lugar (no aplica filtro),No ha lugar (no aplica filtro),5 (MUY BIEN),2,0,0,2.000 euros hoy,3.000 euros dentro de un año,No ha lugar (no aplica filtro),0,3.5,3.4,3.8,0.0,10.0,0.0,2- Bastante bajos,500.0,1,3,0,3,1,No ha lugar (no aplica filtro),"c. Alquiler, o alquiler con opción a compra",No ha lugar (no aplica filtro),No,1,10.0,0,Sí,Sí,Sí,a. Menos de una semana,Sí,No,No,b. Entre 9.501 y 15.000 euros,1,0,0,0,0,2
País Vasco,Mujer,España,Casado,"g. Diplomaturas universitarias, grados universitarios de 240 créditos y similares",e. Jubilado o jubilación anticipada,No,Sí,No,5,1,0,0,6,1,1,1,1,5,1,1,No ha lugar (no aplica filtro),No ha lugar (no aplica filtro),4 (BIEN),3,0,0,2.000 euros hoy,3.000 euros dentro de un año,No ha lugar (no aplica filtro),0,4.75,3.6,2.4,0.0,0.0,10.0,2- Bastante bajos,100.0,2,2,1,2,2,Titular muestral,a. Propiedad por compra (mayoritariamente) –incluye permuta y construcción propia,No ha lugar (no aplica filtro),Sí,0,10.0,0,Sí,Sí,No,g. Un año o más,No,No,No,d. Entre 27.001 y 47.000 euros,0,0,0,0,0,0
Castilla y León,Mujer,España,Divorciado,"h. Grados universitarios de más de 240 créditos, licenciaturas, másteres y similares",b. Trabaja por cuenta ajena,No,Sí,Sí,3,1,0,1,2,0,1,1,1,1,1,0,4 (BIEN),67,No ha lugar (no aplica filtro),1,0,0,2.000 euros hoy,2.000 euros hoy,No ha lugar (no aplica filtro),10,4.75,2.4,3.4,4.0,5.0,0.0,3- Medios,100.0,2,3,3,3,2,Titular muestral,a. Propiedad por compra (mayoritariamente) –incluye permuta y construcción propia,No,Sí,0,5.0,0,Sí,No,No,g. Un año o más,No,No,No,e. Entre 47.001 y 71.000 euros,0,0,0,0,0,0
Canarias,Hombre,España,Soltero,d. Segunda etapa de Educación Secundaria y similar,b. Trabaja por cuenta ajena,No,Sí,Sí,4,1,1,1,3,0,1,1,1,1,0,1,3 (REGULAR),65,No ha lugar (no aplica filtro),3,0,1,2.200 euros dentro de un año,No ha lugar (no aplica filtro),2.100 euros dentro de un año,55,4.25,2.4,4.2,5.0,4.0,0.0,3- Medios,5.0,2,3,3,2,2,Titular muestral,"c. Alquiler, o alquiler con opción a compra",No ha lugar (no aplica filtro),No,1,2.0,0,Sí,Sí,No,g. Un año o más,No,No,No,c. Entre 15.001 y 27.000 euros,0,0,0,0,0,0
Comunidad Valenciana,Hombre,Otro país,Casado,f. Enseñanzas de Formación Profesional de Grado Superior y equivalentes,a. Trabaja por cuenta propia,No,Sí,No,2,1,1,1,1,0,1,0,1,1,1,0,3 (REGULAR),67,No ha lugar (no aplica filtro),2,0,0,2.000 euros hoy,2.000 euros hoy,No ha lugar (no aplica filtro),50,4.0,2.8,3.8,6.0,2.0,0.0,2- Bastante bajos,5.0,3,3,2,3,2,Titular muestral,a. Propiedad por compra (mayoritariamente) –incluye permuta y construcción propia,No ha lugar (no aplica filtro),No,0,5.0,0,No,No,No,"d. Por lo menos tres meses, pero menos de seis meses",No,No,No,c. Entre 15.001 y 27.000 euros,0,0,0,0,0,0
Extremadura,Hombre,España,Casado,c. Primera etapa de Educación Secundaria y similar,d. Desempleado,No,Sí,No,2,0,0,1,3,1,1,1,0,0,0,0,3 (REGULAR),65,No ha lugar (no aplica filtro),5,1,1,2.000 euros hoy,3.000 euros dentro de un año,No ha lugar (no aplica filtro),50,4.75,3.2,4.2,4.0,3.0,3.0,3- Medios,5.0,2,3,2,2,1,Titular muestral,a. Propiedad por compra (mayoritariamente) –incluye permuta y construcción propia,No ha lugar (no aplica filtro),Sí,0,3.0,0,Sí,Sí,No,g. Un año o más,No,No,No,No contesta,0,0,0,0,0,0
"Madrid, Comunidad de",Hombre,Otro país,Pareja de hecho,d. Segunda etapa de Educación Secundaria y similar,d. Desempleado,No,No,No,3,1,1,1,0,0,0,0,1,3,0,1,4 (BIEN),60,No ha lugar (no aplica filtro),3,0,1,2.000 euros hoy,2.000 euros hoy,No ha lugar (no aplica filtro),40,4.5,3.2,3.0,8.0,1.0,1.0,3- Medios,No sabe,3,2,1,1,1,Pareja,"c. Alquiler, o alquiler con opción a compra",No ha lugar (no aplica filtro),Sí,1,9.0,0,Sí,No,No,"c. Por lo menos un mes, pero menos de tres meses",No,Sí,No,a. Menos de 9.500 euros,0,0,0,0,0,1
Canarias,Mujer,España,Soltero,d. Segunda etapa de Educación Secundaria y similar,b. Trabaja por cuenta ajena,No,Sí,Sí,5,1,1,1,1,0,1,0,1,1,1,0,2 (MAL),65,No ha lugar (no aplica filtro),1,0,0,2.000 euros hoy,3.000 euros dentro de un año,No ha lugar (no aplica filtro),0,4.0,4.8,3.8,4.0,6.0,0.0,4- Bastante altos,100.0,0,2,1,3,2,Padre,a. Propiedad por compra (mayoritariamente) –incluye permuta y construcción propia,No ha lugar (no aplica filtro),No,0,10.0,0,Sí,No,Sí,g. Un año o más,No,Sí,No,e. Entre 47.001 y 71.000 euros,0,0,1,0,0,2
"Navarra, Comunidad Foral de",Hombre,España,Casado,f. Enseñanzas de Formación Profesional de Grado Superior y equivalentes,b. Trabaja por cuenta ajena,No,Sí,No,3,1,1,1,5,1,1,1,0,0,0,0,4 (BIEN),67,No ha lugar (no aplica filtro),1,0,0,2.000 euros hoy,3.000 euros dentro de un año,No ha lugar (no aplica filtro),30,4.75,2.6,2.8,0.0,5.0,5.0,2- Bastante bajos,5.0,2,3,3,3,1,Titular muestral,a. Propiedad por compra (mayoritariamente) –incluye permuta y construcción propia,No ha lugar (no aplica filtro),Sí,0,4.0,0,Sí,No,Sí,a. Menos de una semana,No,No,No,d. Entre 27.001 y 47.000 euros,0,1,0,0,1,2
Comunidad Valenciana,Hombre,Otro país,Casado,c. Primera etapa de Educación Secundaria y similar,b. Trabaja por cuenta ajena,No,Sí,No,0,0,0,0,0,0,0,0,0,0,0,0,2 (MAL),No espera jubilarse/ Nunca/ Trabajará mientras pueda,No ha lugar (no aplica filtro),2,1,1,2.000 euros hoy,3.000 euros dentro de un año,No ha lugar (no aplica filtro),30,4.25,3.6,4.2,2.0,7.0,1.0,2- Bastante bajos,25.0,0,2,2,1,1,Titular muestral,"c. Alquiler, o alquiler con opción a compra",No ha lugar (no aplica filtro),No,1,10.0,0,Sí,No,Sí,"b. Por lo menos una semana, pero menos de un mes",Sí,Sí,No,a. Menos de 9.500 euros,1,0,0,1,0,3
Cantabria,Mujer,España,Casado,"h. Grados universitarios de más de 240 créditos, licenciaturas, másteres y similares",b. Trabaja por cuenta ajena,No,Sí,No,5,1,1,1,8,1,1,1,1,5,1,1,4 (BIEN),65,No ha lugar (no aplica filtro),6,1,1,2.200 euros dentro de un año,No ha lugar (no aplica filtro),2.000 euros hoy,5,4.75,4.0,4.2,0.0,0.0,10.0,4- Bastante altos,200.0,1,3,2,2,2,Pareja,a. Propiedad por compra (mayoritariamente) –incluye permuta y construcción propia,No,Sí,0,2.0,0,Sí,No,No,"f. Por lo menos nueve meses, pero menos de un año",No,No,No,f. Más de 71.000 euros,0,0,0,0,0,0
Aragón,Hombre,España,Casado,"h. Grados universitarios de más de 240 créditos, licenciaturas, másteres y similares",a. Trabaja por cuenta propia,Sí,Sí,No,5,1,1,1,1,0,1,0,0,0,0,0,1 (MUY MAL),80,No ha lugar (no aplica filtro),2,0,1,2.200 euros dentro de un año,No ha lugar (no aplica filtro),2.000 euros hoy,0,5.0,3.8,4.6,0.0,5.0,0.0,3- Medios,5.0,3,3,3,3,0,Titular muestral,"c. Alquiler, o alquiler con opción a compra",No ha lugar (no aplica filtro),Sí,1,10.0,0,Sí,No,Sí,"b. Por lo menos una semana, pero menos de un mes",Sí,Sí,Sí,b. Entre 9.501 y 15.000 euros,0,1,0,0,0,3
Castilla y León,Mujer,España,Soltero,"h. Grados universitarios de más de 240 créditos, licenciaturas, másteres y similares","h. Estudiante, escolar o en formación",No ha lugar (no aplica filtro),Sí,No,0,0,0,0,0,0,0,0,0,0,0,0,4 (BIEN),No ha lugar (no aplica filtro),No ha lugar (no aplica filtro),5,1,1,2.200 euros dentro de un año,No ha lugar (no aplica filtro),2.100 euros dentro de un año,0,4.0,3.8,4.4,4.0,6.0,0.0,3- Medios,5.0,2,3,3,3,1,Padre,a. Propiedad por compra (mayoritariamente) –incluye permuta y construcción propia,No ha lugar (no aplica filtro),Sí,0,0.0,0,Sí,No,No,g. Un año o más,No,No,Sí,No sabe,0,0,0,0,0,0
Cantabria,Mujer,España,Soltero,"g. Diplomaturas universitarias, grados universitarios de 240 créditos y similares",b. Trabaja por cuenta ajena,No,Sí,No,4,1,1,1,5,1,1,1,1,1,1,0,3 (REGULAR),65,No ha lugar (no aplica filtro),4,1,0,2.200 euros dentro de un año,No ha lugar (no aplica filtro),2.100 euros dentro de un año,50,3.75,2.2,3.4,6.0,2.0,1.0,2- Bastante bajos,100.0,3,2,2,3,1,Titular muestral,a. Propiedad por compra (mayoritariamente) –incluye permuta y construcción propia,No ha lugar (no aplica filtro),Sí,0,4.0,0,No,No,No,g. Un año o más,No,No,No,d. Entre 27.001 y 47.000 euros,0,0,0,0,0,0
Cantabria,Mujer,España,Casado,d. Segunda etapa de Educación Secundaria y similar,f. No puede trabajar por incapacidad permanente,No,Sí,Sí,3,1,1,1,3,0,1,0,0,0,0,0,4 (BIEN),No ha lugar (no aplica filtro),No ha lugar (no aplica filtro),4,0,1,2.000 euros hoy,3.000 euros dentro de un año,No ha lugar (no aplica filtro),20,4.25,4.6,4.0,2.0,0.0,8.0,3- Medios,100.0,0,2,1,2,2,Titular muestral,a. Propiedad por compra (mayoritariamente) –incluye permuta y construcción propia,No ha lugar (no aplica filtro),No,0,0.0,0,Sí,No,Sí,a. Menos de una semana,No,No,No,d. Entre 27.001 y 47.000 euros,0,0,1,0,0,1
"Madrid, Comunidad de",Hombre,Otro país,Viudo,f. Enseñanzas de Formación Profesional de Grado Superior y equivalentes,b. Trabaja por cuenta ajena,No,Sí,No,4,1,1,1,2,0,1,1,1,1,1,0,3 (REGULAR),67,No ha lugar (no aplica filtro),1,0,0,2.200 euros dentro de un año,No ha lugar (no aplica filtro),No sabe,30,4.5,3.4,4.0,4.0,6.0,0.0,2- Bastante bajos,5.0,3,3,3,3,2,Titular muestral,a. Propiedad por compra (mayoritariamente) –incluye permuta y construcción propia,No ha lugar (no aplica filtro),No,0,0.0,0,No,Sí,No,g. Un año o más,No,No,No,e. Entre 47.001 y 71.000 euros,0,0,0,0,0,0
"Navarra, Comunidad Foral de",Hombre,España,Soltero,c. Primera etapa de Educación Secundaria y similar,b. Trabaja por cuenta ajena,No,Sí,Sí,4,1,0,0,1,0,1,0,1,1,1,0,4 (BIEN),63,No ha lugar (no aplica filtro),1,0,0,2.000 euros hoy,3.000 euros dentro de un año,No ha lugar (no aplica filtro),100,4.75,4.0,4.0,4.0,2.0,2.0,2- Bastante bajos,100.0,2,2,1,3,1,Madre,b. Propiedad por herencia o regalo (mayoritariamente),No ha lugar (no aplica filtro),No,0,10.0,0,Sí,Sí,Sí,"d. Por lo menos tres meses, pero menos de seis meses",No,No,No,d. Entre 27.001 y 47.000 euros,0,0,1,0,0,1
Canarias,Hombre,España,Casado,f. Enseñanzas de Formación Profesional de Grado Superior y equivalentes,b. Trabaja por cuenta ajena,No,Sí,No,5,1,0,1,5,1,1,1,1,1,1,0,3 (REGULAR),67,No ha lugar (no aplica filtro),1,0,0,2.000 euros hoy,3.000 euros dentro de un año,No ha lugar (no aplica filtro),0,5.0,3.2,4.2,0.0,10.0,0.0,3- Medios,100.0,1,3,3,3,2,Titular muestral,b. Propiedad por herencia o regalo (mayoritariamente),No ha lugar (no aplica filtro),No,0,10.0,0,Sí,Sí,No,g. Un año o más,No,No,No,d. Entre 27.001 y 47.000 euros,0,0,0,0,0,0
Cataluña,Hombre,España,Soltero,"g. Diplomaturas universitarias, grados universitarios de 240 créditos y similares",b. Trabaja por cuenta ajena,No,Sí,No,3,1,1,1,3,1,1,1,1,1,1,0,No está planificando su jubilación o vejez,70,No ha lugar (no aplica filtro),2,0,0,2.200 euros dentro de un año,No ha lugar (no aplica filtro),2.100 euros dentro de un año,0,4.0,3.2,3.6,5.0,5.0,0.0,3- Medios,5.0,2,3,1,2,2,Madre,a. Propiedad por compra (mayoritariamente) –incluye permuta y construcción propia,No ha lugar (no aplica filtro),No,0,5.0,0,Sí,Sí,No,g. Un año o más,No,No,No,No contesta,0,0,0,0,0,0
Cantabria,Mujer,España,Divorciado,"h. Grados universitarios de más de 240 créditos, licenciaturas, másteres y similares",b. Trabaja por cuenta ajena,Sí,Sí,Sí,5,1,1,1,4,1,1,1,0,0,0,0,1 (MUY MAL),67,No ha lugar (no aplica filtro),2,0,1,2.200 euros dentro de un año,No ha lugar (no aplica filtro),2.100 euros dentro de un año,50,3.5,4.6,2.0,5.0,0.0,5.0,2- Bastante bajos,5.0,2,3,2,3,1,Titular muestral,"c. Alquiler, o alquiler con opción a compra",No ha lugar (no aplica filtro),Sí,0,1.0,0,No,No,Sí,"e. Por lo menos seis meses, pero menos de nueve meses",No,No,Sí,e. Entre 47.001 y 71.000 euros,1,0,0,0,0,1
Cantabria,Hombre,España,Casado,c. Primera etapa de Educación Secundaria y similar,b. Trabaja por cuenta ajena,No,Sí,Sí,2,1,0,1,1,0,1,0,0,0,0,0,4 (BIEN),63,No ha lugar (no aplica filtro),1,0,0,2.000 euros hoy,3.000 euros dentro de un año,No ha lugar (no aplica filtro),30,4.75,3.4,4.4,2.0,8.0,0.0,2- Bastante bajos,100.0,2,2,3,3,1,Pareja,a. Propiedad por compra (mayoritariamente) –incluye permuta y construcción propia,No ha lugar (no aplica filtro),Sí,0,0.0,0,No,No,Sí,g. Un año o más,No,No,No,d. Entre 27.001 y 47.000 euros,1,0,0,0,0,1
País Vasco,Hombre,España,Casado,f. Enseñanzas de Formación Profesional de Grado Superior y equivalentes,a. Trabaja por cuenta propia,Sí,Sí,No,5,1,1,1,7,1,1,1,1,1,0,1,4 (BIEN),65,No ha lugar (no aplica filtro),1,0,0,2.200 euros dentro de un año,No ha lugar (no aplica filtro),2.100 euros dentro de un año,100,5.0,3.6,3.8,10.0,0.0,0.0,3- Medios,5.0,2,3,1,3,1,Titular muestral,a. Propiedad por compra (mayoritariamente) –incluye permuta y construcción propia,No ha lugar (no aplica filtro),Sí,0,10.0,0,Sí,No,No,"e. Por lo menos seis meses, pero menos de nueve meses",No,No,Sí,d. Entre 27.001 y 47.000 euros,0,0,0,0,0,0
"Navarra, Comunidad Foral de",Mujer,España,"Separado, pero legalmente aún casado o con pareja de hecho",d. Segunda etapa de Educación Secundaria y similar,b. Trabaja por cuenta ajena,No,Sí,Sí,3,1,1,1,1,0,1,0,0,0,0,0,3 (REGULAR),65,No ha lugar (no aplica filtro),1,0,0,2.000 euros hoy,3.000 euros dentro de un año,No ha lugar (no aplica filtro),50,5.0,4.0,3.0,10.0,0.0,0.0,2- Bastante bajos,500.0,0,2,1,1,1,Titular muestral,a. Propiedad por compra (mayoritariamente) –incluye permuta y construcción propia,No ha lugar (no aplica filtro),No,0,2.0,0,Sí,Sí,Sí,"c. Por lo menos un mes, pero menos de tres meses",No,Sí,No,c. Entre 15.001 y 27.000 euros,0,0,0,0,0,2
Aragón,Mujer,España,Casado,"h. Grados universitarios de más de 240 créditos, licenciaturas, másteres y similares",b. Trabaja por cuenta ajena,No,Sí,No,3,1,1,1,4,1,1,1,1,1,1,0,3 (REGULAR),67,No ha lugar (no aplica filtro),2,0,0,2.000 euros hoy,2.000 euros hoy,No ha lugar (no aplica filtro),80,4.75,4.4,4.0,7.0,2.0,0.0,3- Medios,5.0,3,3,3,3,2,Titular muestral,a. Propiedad por compra (mayoritariamente) –incluye permuta y construcción propia,No ha lugar (no aplica filtro),Sí,0,3.0,0,Sí,No,No,g. Un año o más,No,No,No,d. Entre 27.001 y 47.000 euros,0,0,0,0,0,0
Castilla - La Mancha,Mujer,España,Casado,b. Educación primaria Incluye sabe leer y escribir pero no tiene título,a. Trabaja por cuenta propia,No,Sí,No,1,0,0,0,2,0,1,1,1,1,1,0,3 (REGULAR),65,No ha lugar (no aplica filtro),1,0,0,2.000 euros hoy,3.000 euros dentro de un año,No ha lugar (no aplica filtro),50,4.5,3.8,4.6,10.0,0.0,0.0,3- Medios,100.0,1,0,3,3,1,Titular muestral,a. Propiedad por compra (mayoritariamente) –incluye permuta y construcción propia,No ha lugar (no aplica filtro),No,0,-10.0,0,Sí,No,No,"d. Por lo menos tres meses, pero menos de seis meses",No,No,No,a. Menos de 9.500 euros,0,0,0,0,0,0
Andalucía,Hombre,España,Casado,d. Segunda etapa de Educación Secundaria y similar,b. Trabaja por cuenta ajena,No,Sí,Sí,3,1,0,1,3,1,1,1,1,1,0,1,4 (BIEN),37,No ha lugar (no aplica filtro),2,1,0,2.000 euros hoy,2.000 euros hoy,No ha lugar (no aplica filtro),50,5.0,2.6,4.8,3.0,6.0,1.0,3- Medios,100.0,3,2,3,2,2,Titular muestral,a. Propiedad por compra (mayoritariamente) –incluye permuta y construcción propia,No ha lugar (no aplica filtro),No,0,10.0,0,Sí,No,No,g. Un año o más,No,No,No,b. Entre 9.501 y 15.000 euros,0,0,0,0,0,0
Cantabria,Hombre,España,Divorciado,"g. Diplomaturas universitarias, grados universitarios de 240 créditos y similares",b. Trabaja por cuenta ajena,No,Sí,Sí,2,1,1,1,4,1,1,1,1,2,1,0,4 (BIEN),66,No ha lugar (no aplica filtro),3,1,0,2.200 euros dentro de un año,No ha lugar (no aplica filtro),2.100 euros dentro de un año,0,4.25,3.6,4.0,1.0,0.0,7.0,2- Bastante bajos,5.0,2,3,3,3,2,No ha lugar (no aplica filtro),a. Propiedad por compra (mayoritariamente) –incluye permuta y construcción propia,No ha lugar (no aplica filtro),Sí,0,0.0,0,No,No,No,"f. Por lo menos nueve meses, pero menos de un año",No,No,No,e. Entre 47.001 y 71.000 euros,0,0,0,0,0,0
"Navarra, Comunidad Foral de",Mujer,España,Casado,"h. Grados universitarios de más de 240 créditos, licenciaturas, másteres y similares",b. Trabaja por cuenta ajena,No,Sí,No,3,1,1,1,6,1,1,1,1,2,1,0,3 (REGULAR),67,No ha lugar (no aplica filtro),2,0,0,2.000 euros hoy,3.000 euros dentro de un año,No ha lugar (no aplica filtro),50,4.0,3.2,4.4,9.0,1.0,0.0,2- Bastante bajos,100.0,1,2,3,2,1,Titular muestral,a. Propiedad por compra (mayoritariamente) –incluye permuta y construcción propia,No ha lugar (no aplica filtro),Sí,0,3.0,0,No,Sí,No,g. Un año o más,No,No,No,e. Entre 47.001 y 71.000 euros,0,0,0,0,0,0
Cataluña,Mujer,España,Soltero,"h. Grados universitarios de más de 240 créditos, licenciaturas, másteres y similares",b. Trabaja por cuenta ajena,No,Sí,No,3,1,1,1,2,0,1,0,1,1,1,0,3 (REGULAR),63,No ha lugar (no aplica filtro),2,0,1,2.000 euros hoy,3.000 euros dentro de un año,No ha lugar (no aplica filtro),50,4.0,2.6,3.8,0.0,10.0,0.0,3- Medios,100.0,2,2,2,2,2,Titular muestral,"c. Alquiler, o alquiler con opción a compra",No ha lugar (no aplica filtro),No,0,10.0,0,Sí,No,No,"e. Por lo menos seis meses, pero menos de nueve meses",No,No,No,No contesta,0,0,0,0,0,0
