periodo,pais_origen,viajeros,pernoctaciones
2019M04,Alemania,"623,576","3,261,354"
2019M04,Austria,"50,044","175,603"
2019M04,Bélgica,"124,768","523,349"
2019M04,Dinamarca,"54,958","260,684"
2019M04,Finlandia,"37,863","176,762"
2019M04,Francia,"559,413","1,619,949"
2019M04,Grecia,"12,025","34,899"
2019M04,Irlanda,"88,606","369,821"
2019M04,Italia,"277,922","761,375"
2019M04,Luxemburgo,"8,556","41,629"
2019M04,Países Bajos,"174,611","664,701"
2019M04,Polonia,"69,885","273,154"
2019M04,Portugal,"166,936","369,1"
2019M04,República Checa,"18,122","61,648"
2019M04,Suecia,"92,964","423,259"
2019M04,Resto de la U.E.,"114,744","336,874"
2019M04,Noruega,"52,038","248,652"
2019M04,Reino Unido,"761,27","3,721,076"
2019M04,Rusia,"61,584","190,156"
2019M04,Suiza,"98,933","350,202"
2019M04,Otros Países Europeos,"96,445","333,253"
2019M04,África,"72,187","183,02"
2019M04,UE28 sin España,"3,236,262","13,075,235"
2019M04,UE27_2020 sin España,"2,474,993","9,354,159"
2019M04,Resto del Mundo,"432,519","851,156"
2019M04,América (sin EEUU),"298,214","717,286"
2019M04,Estados Unidos de América,"264,691","631,339"
2019M04,Japón,"55,448","103,855"
2019M04,Asia (sin Japón),,
2019M03,Alemania,"462,68","2,569,349"
2019M03,Austria,"32,049","122,521"
2019M03,Bélgica,"85,292","376,899"
2019M03,Dinamarca,"50,413","273,261"
2019M03,Finlandia,"44,251","242,644"
2019M03,Francia,"320,467","836,118"
2019M03,Grecia,"10,937","31,171"
2019M03,Irlanda,"54,693","224,832"
2019M03,Italia,"220,982","646,338"
2019M03,Luxemburgo,"4,252","20,382"
2019M03,Países Bajos,"125,892","495,958"
2019M03,Polonia,"46,805","203,473"
2019M03,Portugal,"106,412","227,504"
2019M03,República Checa,"12,775","42,231"
2019M03,Suecia,"87,359","477,882"
2019M03,Resto de la U.E.,"88,547","263,606"
2019M03,Noruega,"49,303","301,693"
2019M03,Reino Unido,"589,731","2,942,722"
2019M03,Rusia,"52,315","170,397"
2019M03,Suiza,"58,586","202,1"
2019M03,Otros Países Europeos,"79,507","281,329"
2019M03,África,"55,944","150,589"
2019M03,UE28 sin España,"2,343,537","9,996,892"
2019M03,UE27_2020 sin España,"1,753,806","7,054,170"
2019M03,Resto del Mundo,"359,03","707,283"
2019M03,América (sin EEUU),"215,985","576,751"
2019M03,Estados Unidos de América,"230,86","544,597"
2019M03,Japón,"55,463","106,878"
2019M03,Asia (sin Japón),,
2019M02,Alemania,"304,76","1,770,544"
2019M02,Austria,"24,985","113,628"
2019M02,Bélgica,"61,971","290,979"
2019M02,Dinamarca,"42,841","245,841"
2019M02,Finlandia,"35,044","200,791"
2019M02,Francia,"280,428","756,204"
2019M02,Grecia,"8,517","24,663"
2019M02,Irlanda,"42,336","184,225"
2019M02,Italia,"163,134","482,168"
2019M02,Luxemburgo,"4,858","22,487"
2019M02,Países Bajos,"88,822","371,518"
2019M02,Polonia,"44,017","211,348"
2019M02,Portugal,"75,517","155,429"
2019M02,República Checa,"10,209","36,218"
2019M02,Suecia,"68,048","382,028"
2019M02,Resto de la U.E.,"70,262","202,912"
2019M02,Noruega,"42,549","281,119"
2019M02,Reino Unido,"462,912","2,345,542"
2019M02,Rusia,"35,514","112,468"
2019M02,Suiza,"42,969","159,903"
2019M02,Otros Países Europeos,"56,504","178,293"
2019M02,África,"50,459","144,708"
2019M02,UE28 sin España,"1,788,662","7,796,525"
2019M02,UE27_2020 sin España,"1,325,750","5,450,984"
2019M02,Resto del Mundo,"341,413","685,65"
2019M02,América (sin EEUU),"170,123","431,601"
2019M02,Estados Unidos de América,"121,012","307,577"
2019M02,Japón,"46,725","95,353"
2019M02,Asia (sin Japón),,
2019M01,Alemania,"259,171","1,751,999"
2019M01,Austria,"17,321","90,446"
2019M01,Bélgica,"60,079","302,953"
2019M01,Dinamarca,"37,544","213,36"
2019M01,Finlandia,"31,746","179,145"
2019M01,Francia,"228,378","634,498"
2019M01,Grecia,"7,94","22,831"
2019M01,Irlanda,"38,821","181,798"
2019M01,Italia,"157,742","501,891"
2019M01,Luxemburgo,"3,402","20,828"
2019M01,Países Bajos,"86,916","371,134"
2019M01,Polonia,"42,272","193,585"
2019M01,Portugal,"70,296","142,134"
2019M01,República Checa,"11,539","43,165"
2019M01,Suecia,"69,459","399,175"
2019M01,Resto de la U.E.,"65,444","200,31"
2019M01,Noruega,"34,868","231,222"
2019M01,Reino Unido,"391,932","2,287,003"
2019M01,Rusia,"50,48","179,439"
2019M01,Suiza,"31,823","131,703"
2019M01,Otros Países Europeos,"65,183","196,248"
2019M01,África,"67,757","188,149"
2019M01,UE28 sin España,"1,580,001","7,536,252"
2019M01,UE27_2020 sin España,,
2019M01,Resto del Mundo,"313,519","655,341"
2019M01,América (sin EEUU),"190,844","509,172"
2019M01,Estados Unidos de América,"121,175","301,379"
2019M01,Japón,"40,251","77,369"
2019M01,Asia (sin Japón),,
2018M12,Alemania,"269,907","1,713,490"
2018M12,Austria,"19,732","88,431"
2018M12,Bélgica,"62,834","315,551"
2018M12,Dinamarca,"28,925","147,83"
2018M12,Finlandia,"34,787","212,044"
2018M12,Francia,"244,456","597,195"
2018M12,Grecia,"9,312","27,89"
2018M12,Irlanda,"35,294","149,23"
2018M12,Italia,"179,591","510,619"
2018M12,Luxemburgo,"4,11","23,171"
2018M12,Países Bajos,"77,73","334,56"
2018M12,Polonia,"35,676","166,815"
2018M12,Portugal,"87,374","174,846"
2018M12,República Checa,"8,582","34,063"
2018M12,Suecia,"70,421","417,11"
2018M12,Resto de la U.E.,"64,965","204,172"
2018M12,Noruega,"32,406","205,556"
2018M12,Reino Unido,"421,436","2,202,616"
2018M12,Rusia,"41,414","113,393"
2018M12,Suiza,"38,519","139,577"
2018M12,Otros Países Europeos,"55,386","184,056"
2018M12,África,"52,883","152,08"
2018M12,UE28 sin España,"1,655,131","7,319,635"
2018M12,UE27_2020 sin España,,
2018M12,Resto del Mundo,"339,333","715,222"
2018M12,América (sin EEUU),"178,819","449,004"
2018M12,Estados Unidos de América,"140,107","339,236"
2018M12,Japón,"43,034","85,019"
2018M12,Asia (sin Japón),,
2018M11,Alemania,"343,111","2,105,493"
2018M11,Austria,"25,632","115,382"
2018M11,Bélgica,"69,361","341,498"
2018M11,Dinamarca,"37,593","193,476"
2018M11,Finlandia,"40,692","250,466"
2018M11,Francia,"246,356","621,364"
2018M11,Grecia,"14,853","39,144"
2018M11,Irlanda,"40,778","178,787"
2018M11,Italia,"180,76","504,351"
2018M11,Luxemburgo,"4,387","21,121"
2018M11,Países Bajos,"98,082","380,868"
2018M11,Polonia,"43,077","172,433"
2018M11,Portugal,"80,07","158,933"
2018M11,República Checa,"12,336","43,564"
2018M11,Suecia,"82,51","509,229"
2018M11,Resto de la U.E.,"71,763","212,535"
2018M11,Noruega,"43,195","283,582"
2018M11,Reino Unido,"481,441","2,519,361"
2018M11,Rusia,"42,268","129,939"
2018M11,Suiza,"50,738","188,245"
2018M11,Otros Países Europeos,"62,261","226,372"
2018M11,África,"56,857","162,035"
2018M11,UE28 sin España,"1,872,802","8,368,006"
2018M11,UE27_2020 sin España,,
2018M11,Resto del Mundo,"355,925","687,685"
2018M11,América (sin EEUU),"214,302","520,078"
2018M11,Estados Unidos de América,"187,178","448,253"
2018M11,Japón,"48,747","91,761"
2018M11,Asia (sin Japón),,
2018M10,Alemania,"848,483","5,317,224"
2018M10,Austria,"50,479","192,7"
2018M10,Bélgica,"127,037","579,989"
2018M10,Dinamarca,"68,275","318,407"
2018M10,Finlandia,"48,779","227,312"
2018M10,Francia,"560,82","1,731,993"
2018M10,Grecia,"12,246","31,429"
2018M10,Irlanda,"96,591","424,232"
2018M10,Italia,"220,304","616,662"
2018M10,Luxemburgo,"8,125","38,806"
2018M10,Países Bajos,"211,642","924,048"
2018M10,Polonia,"70,655","340,727"
2018M10,Portugal,"128,196","257,775"
2018M10,República Checa,"23,589","97,756"
2018M10,Suecia,"116,694","544,158"
2018M10,Resto de la U.E.,"123,835","389,144"
2018M10,Noruega,"64,774","342,834"
2018M10,Reino Unido,"997,642","5,630,884"
2018M10,Rusia,"66,866","278,728"
2018M10,Suiza,"116,727","530,357"
2018M10,Otros Países Europeos,"88,887","316,833"
2018M10,África,"57,085","152,3"
2018M10,UE28 sin España,"3,713,389","17,663,247"
2018M10,UE27_2020 sin España,,
2018M10,Resto del Mundo,"486,322","946,724"
2018M10,América (sin EEUU),"344,428","796,395"
2018M10,Estados Unidos de América,"320,846","719,629"
2018M10,Japón,"52,325","99,356"
2018M10,Asia (sin Japón),,
2018M09,Alemania,"969,936","5,802,929"
2018M09,Austria,"55,076","244,768"
2018M09,Bélgica,"155,337","744,044"
2018M09,Dinamarca,"64,111","268,288"
2018M09,Finlandia,"30,326","113,73"
2018M09,Francia,"602,357","1,857,942"
2018M09,Grecia,"13,612","30,916"
2018M09,Irlanda,"119,884","530,482"
2018M09,Italia,"292,034","982,808"
2018M09,Luxemburgo,"10,34","55,114"
2018M09,Países Bajos,"238,798","1,095,997"
2018M09,Polonia,"119,047","648,909"
2018M09,Portugal,"169,02","519,919"
2018M09,República Checa,"42,867","227,507"
2018M09,Suecia,"114,9","521,948"
2018M09,Resto de la U.E.,"137,83","545,109"
2018M09,Noruega,"66,881","284,497"
2018M09,Reino Unido,"1,273,842","7,089,930"
2018M09,Rusia,"129,724","828,546"
2018M09,Suiza,"118,983","488,77"
2018M09,Otros Países Europeos,"115,197","466,145"
2018M09,África,"73,093","250,531"
2018M09,UE28 sin España,"4,409,316","21,280,340"
2018M09,UE27_2020 sin España,,
2018M09,Resto del Mundo,"479,311","1,009,907"
2018M09,América (sin EEUU),"381,166","896,628"
2018M09,Estados Unidos de América,"331,379","744,66"
2018M09,Japón,"55,282","107,876"
2018M09,Asia (sin Japón),,
2018M08,Alemania,"837,116","5,285,200"
2018M08,Austria,"58,802","293,78"
2018M08,Bélgica,"162,362","730,25"
2018M08,Dinamarca,"51,741","287,154"
2018M08,Finlandia,"22,645","84,757"
2018M08,Francia,"971,575","3,366,130"
2018M08,Grecia,"14,053","39,831"
2018M08,Irlanda,"98,755","525,44"
2018M08,Italia,"487,732","1,807,660"
2018M08,Luxemburgo,"13,467","67,769"
2018M08,Países Bajos,"250,386","1,283,046"
2018M08,Polonia,"109,047","667,711"
2018M08,Portugal,"247,691","833,016"
2018M08,República Checa,"37,407","211,834"
2018M08,Suecia,"96,404","516,701"
2018M08,Resto de la U.E.,"134,976","548,645"
2018M08,Noruega,"50,29","295,299"
2018M08,Reino Unido,"1,159,129","7,283,385"
2018M08,Rusia,"138,587","848,786"
2018M08,Suiza,"87,057","431,935"
2018M08,Otros Países Europeos,"120,135","475,823"
2018M08,África,"115,463","335,617"
2018M08,UE28 sin España,"4,753,287","23,832,308"
2018M08,UE27_2020 sin España,,
2018M08,Resto del Mundo,"426,377","1,038,836"
2018M08,América (sin EEUU),"321,016","794,192"
2018M08,Estados Unidos de América,"260,293","625,082"
2018M08,Japón,"46,532","94,291"
2018M08,Asia (sin Japón),,
2018M07,Alemania,"867,836","5,606,574"
2018M07,Austria,"60,752","290,679"
2018M07,Bélgica,"205,169","995,833"
2018M07,Dinamarca,"98,855","488,816"
2018M07,Finlandia,"34,959","142,762"
2018M07,Francia,"669,831","2,231,736"
2018M07,Grecia,"11,983","34,08"
2018M07,Irlanda,"110,038","605,858"
2018M07,Italia,"322,24","1,197,492"
2018M07,Luxemburgo,"7,988","36,897"
2018M07,Países Bajos,"262,349","1,220,735"
2018M07,Polonia,"120,584","723,807"
2018M07,Portugal,"178,132","556,19"
2018M07,República Checa,"44,645","255,945"
2018M07,Suecia,"132,364","649,762"
2018M07,Resto de la U.E.,"135,994","557,755"
2018M07,Noruega,"96,237","527,029"
2018M07,Reino Unido,"1,203,558","7,130,286"
2018M07,Rusia,"136,927","843,51"
2018M07,Suiza,"138,317","670,619"
2018M07,Otros Países Europeos,"130,982","553,81"
2018M07,África,"95,779","249,979"
2018M07,UE28 sin España,"4,467,277","22,725,206"
2018M07,UE27_2020 sin España,,
2018M07,Resto del Mundo,"469,416","1,072,182"
2018M07,América (sin EEUU),"393,428","959,674"
2018M07,Estados Unidos de América,"357,863","848,716"
2018M07,Japón,"40,915","81,305"
2018M07,Asia (sin Japón),,
2018M06,Alemania,"902,908","5,425,411"
2018M06,Austria,"51,803","230,526"
2018M06,Bélgica,"131,462","602,687"
2018M06,Dinamarca,"49,924","240,024"
2018M06,Finlandia,"35,14","130,965"
2018M06,Francia,"541,903","1,629,540"
2018M06,Grecia,"14,583","36,824"
2018M06,Irlanda,"121,783","608,159"
2018M06,Italia,"292,153","960,05"
2018M06,Luxemburgo,"7,798","37,339"
2018M06,Países Bajos,"222,321","994,576"
2018M06,Polonia,"116,45","654,288"
2018M06,Portugal,"147,313","427,343"
2018M06,República Checa,"38,016","185,617"
2018M06,Suecia,"118,115","596,664"
2018M06,Resto de la U.E.,"125,755","465,433"
2018M06,Noruega,"62,192","316,531"
2018M06,Reino Unido,"1,297,071","7,160,916"
2018M06,Rusia,"132,551","781,819"
2018M06,Suiza,"102,953","425,756"
2018M06,Otros Países Europeos,"122,736","479,118"
2018M06,África,"54,67","138,627"
2018M06,UE28 sin España,"4,214,501","20,386,363"
2018M06,UE27_2020 sin España,,
2018M06,Resto del Mundo,"493,064","991,968"
2018M06,América (sin EEUU),"357,232","830,919"
2018M06,Estados Unidos de América,"389,477","868,341"
2018M06,Japón,"48,217","91,686"
2018M06,Asia (sin Japón),,
2018M05,Alemania,"906,182","5,157,387"
2018M05,Austria,"52,955","201,852"
2018M05,Bélgica,"134,67","581,955"
2018M05,Dinamarca,"60,474","249,773"
2018M05,Finlandia,"30,571","125,215"
2018M05,Francia,"716,913","2,158,727"
2018M05,Grecia,"12,287","31,481"
2018M05,Irlanda,"118,188","518,107"
2018M05,Italia,"248,083","680,452"
2018M05,Luxemburgo,"9,279","44,165"
2018M05,Países Bajos,"244,47","1,107,236"
2018M05,Polonia,"94,217","456,366"
2018M05,Portugal,"105,772","241,089"
2018M05,República Checa,"22,212","88,913"
2018M05,Suecia,"117,724","521,777"
2018M05,Resto de la U.E.,"107,013","353,78"
2018M05,Noruega,"53,2","246,969"
2018M05,Reino Unido,"1,200,472","6,192,223"
2018M05,Rusia,"82,153","327,151"
2018M05,Suiza,"104,847","408,276"
2018M05,Otros Países Europeos,"99,939","315,527"
2018M05,África,"49,904","118,029"
2018M05,UE28 sin España,"4,181,482","18,710,497"
2018M05,UE27_2020 sin España,,
2018M05,Resto del Mundo,"472,914","904,304"
2018M05,América (sin EEUU),"372,922","866,613"
2018M05,Estados Unidos de América,"325,577","746,54"
2018M05,Japón,"46,982","88,748"
2018M05,Asia (sin Japón),,
2018M04,Alemania,"592,994","3,285,430"
2018M04,Austria,"37,598","140,082"
2018M04,Bélgica,"125,654","552,821"
2018M04,Dinamarca,"54,906","251,256"
2018M04,Finlandia,"41,215","192,398"
2018M04,Francia,"563,625","1,610,811"
2018M04,Grecia,"11,553","31,072"
2018M04,Irlanda,"73,457","306,965"
2018M04,Italia,"241,074","659,187"
2018M04,Luxemburgo,"8,103","42,058"
2018M04,Países Bajos,"182,299","678,601"
2018M04,Polonia,"66,405","264,346"
2018M04,Portugal,"129,976","301,834"
2018M04,República Checa,"14,331","50,54"
2018M04,Suecia,"98,074","490,932"
2018M04,Resto de la U.E.,"94,692","288,897"
2018M04,Noruega,"48,51","236,694"
2018M04,Reino Unido,"724,972","3,619,425"
2018M04,Rusia,"55,14","170,924"
2018M04,Suiza,"96,87","356,144"
2018M04,Otros Países Europeos,"87,481","270,213"
2018M04,África,"58,758","140,913"
2018M04,UE28 sin España,"3,060,931","12,766,655"
2018M04,UE27_2020 sin España,,
2018M04,Resto del Mundo,"390,544","767,677"
2018M04,América (sin EEUU),"265,274","618,957"
2018M04,Estados Unidos de América,"240,997","544,57"
2018M04,Japón,"40,548","75,096"
2018M04,Asia (sin Japón),,
2018M03,Alemania,"490,211","2,793,108"
2018M03,Austria,"31,07","125,837"
2018M03,Bélgica,"85,634","363,762"
2018M03,Dinamarca,"59,023","328,675"
2018M03,Finlandia,"44,83","244,066"
2018M03,Francia,"303,74","817,635"
2018M03,Grecia,"8,958","23,901"
2018M03,Irlanda,"53,534","218,097"
2018M03,Italia,"194,015","548,052"
2018M03,Luxemburgo,"4,982","23,961"
2018M03,Países Bajos,"121,504","496,076"
2018M03,Polonia,"44,963","200,618"
2018M03,Portugal,"93,529","221,237"
2018M03,República Checa,"10,668","39,662"
2018M03,Suecia,"97,448","561,851"
2018M03,Resto de la U.E.,"78,238","223,59"
2018M03,Noruega,"52,611","333,646"
2018M03,Reino Unido,"601,751","2,979,070"
2018M03,Rusia,"44,461","132,176"
2018M03,Suiza,"59,85","204,211"
2018M03,Otros Países Europeos,"76,478","242,589"
2018M03,África,"47,636","113,553"
2018M03,UE28 sin España,"2,324,100","10,209,199"
2018M03,UE27_2020 sin España,,
2018M03,Resto del Mundo,"320,51","626,611"
2018M03,América (sin EEUU),"219,919","528,179"
2018M03,Estados Unidos de América,"200,748","462,365"
2018M03,Japón,"49,22","94,38"
2018M03,Asia (sin Japón),,
2018M02,Alemania,"325,094","1,978,771"
2018M02,Austria,"20,683","92,874"
2018M02,Bélgica,"71,431","349,347"
2018M02,Dinamarca,"47,831","266,689"
2018M02,Finlandia,"35,848","205,868"
2018M02,Francia,"252,509","696,58"
2018M02,Grecia,"7,1","20,823"
2018M02,Irlanda,"37,084","165,827"
2018M02,Italia,"146,227","448,799"
2018M02,Luxemburgo,"4,52","22,868"
2018M02,Países Bajos,"98,66","413,612"
2018M02,Polonia,"37,124","182,474"
2018M02,Portugal,"80,642","170,663"
2018M02,República Checa,"8,558",33
2018M02,Suecia,"75,9","454,465"
2018M02,Resto de la U.E.,"60,206","179,145"
2018M02,Noruega,"46,877","298,639"
2018M02,Reino Unido,"445,357","2,327,471"
2018M02,Rusia,"36,102","113,508"
2018M02,Suiza,"42,96","161,689"
2018M02,Otros Países Europeos,"56,979","187,757"
2018M02,África,"47,621","123,886"
2018M02,UE28 sin España,"1,754,774","8,009,277"
2018M02,UE27_2020 sin España,,
2018M02,Resto del Mundo,"312,846","621,574"
2018M02,América (sin EEUU),"171,426","419,694"
2018M02,Estados Unidos de América,"106,05","269,733"
2018M02,Japón,"41,988","83,381"
2018M02,Asia (sin Japón),,
2018M01,Alemania,"264,452","1,859,606"
2018M01,Austria,"15,407","87,892"
2018M01,Bélgica,"61,184","313,202"
2018M01,Dinamarca,"41,737","241,348"
2018M01,Finlandia,"32,732","195,262"
2018M01,Francia,"227,061","636,95"
2018M01,Grecia,"6,148","16,926"
2018M01,Irlanda,"37,287","177,148"
2018M01,Italia,"150,778","500,339"
2018M01,Luxemburgo,"3,057","19,138"
2018M01,Países Bajos,"95,581","405,172"
2018M01,Polonia,"41,161","200,603"
2018M01,Portugal,"67,085","140,218"
2018M01,República Checa,"6,861","24,431"
2018M01,Suecia,"80,08","481,737"
2018M01,Resto de la U.E.,"54,971","174,549"
2018M01,Noruega,"35,819","238,484"
2018M01,Reino Unido,"381,732","2,221,002"
2018M01,Rusia,"51,753","184,713"
2018M01,Suiza,"33,802","137,696"
2018M01,Otros Países Europeos,"55,455","184,786"
2018M01,África,"56,198","141,767"
2018M01,UE28 sin España,"1,567,317","7,695,524"
2018M01,UE27_2020 sin España,,
2018M01,Resto del Mundo,"266,887","548,116"
2018M01,América (sin EEUU),"189,837","488,381"
2018M01,Estados Unidos de América,"102,491","258,719"
2018M01,Japón,"31,011","58,095"
2018M01,Asia (sin Japón),,
2017M12,Alemania,"254,706","1,722,206"
2017M12,Austria,"15,611","77,673"
2017M12,Bélgica,"58,854","296,293"
2017M12,Dinamarca,"31,377","169,659"
2017M12,Finlandia,"32,392","211,147"
2017M12,Francia,"230,229","569,426"
2017M12,Grecia,"7,376","18,927"
2017M12,Irlanda,"29,981","135,346"
2017M12,Italia,"161,94","442,611"
2017M12,Luxemburgo,"4,424","29,844"
2017M12,Países Bajos,"84,108","356,67"
2017M12,Polonia,"33,732","168,124"
2017M12,Portugal,"77,521","150,296"
2017M12,República Checa,"6,259","24,65"
2017M12,Suecia,"74,662","465,415"
2017M12,Resto de la U.E.,"54,308","169,502"
2017M12,Noruega,"33,12","211,326"
2017M12,Reino Unido,"393,091","2,161,492"
2017M12,Rusia,"36,199","100,867"
2017M12,Suiza,"37,217","138,343"
2017M12,Otros Países Europeos,"53,204","168,733"
2017M12,África,"50,662","115,738"
2017M12,UE28 sin España,"1,550,571","7,169,283"
2017M12,UE27_2020 sin España,,
2017M12,Resto del Mundo,"272,481","564,968"
2017M12,América (sin EEUU),"160,86","415,888"
2017M12,Estados Unidos de América,"117,224","280,299"
2017M12,Japón,"32,521","62,683"
2017M12,Asia (sin Japón),,
2017M11,Alemania,"354,672","2,283,855"
2017M11,Austria,"23,01","108,554"
2017M11,Bélgica,"70,446","350,029"
2017M11,Dinamarca,"40,359","211,547"
2017M11,Finlandia,"39,6","243,722"
2017M11,Francia,"239,109","624,255"
2017M11,Grecia,"7,824","20,962"
2017M11,Irlanda,"39,094","172,727"
2017M11,Italia,"162,693","454,534"
2017M11,Luxemburgo,"3,237","20,081"
2017M11,Países Bajos,"101,348","394,892"
2017M11,Polonia,"42,655","185,749"
2017M11,Portugal,"70,342","137,157"
2017M11,República Checa,"9,718","35,73"
2017M11,Suecia,"89,015","558,572"
2017M11,Resto de la U.E.,"66,034","200,043"
2017M11,Noruega,"43,615","285,97"
2017M11,Reino Unido,"449,89","2,414,843"
2017M11,Rusia,"38,062","128,129"
2017M11,Suiza,"47,106","186,998"
2017M11,Otros Países Europeos,"65,213","196,041"
2017M11,África,"49,72","116,2"
2017M11,UE28 sin España,"1,809,045","8,417,250"
2017M11,UE27_2020 sin España,,
2017M11,Resto del Mundo,"287,934","553,612"
2017M11,América (sin EEUU),"194,179","491,269"
2017M11,Estados Unidos de América,"153,704","366,038"
2017M11,Japón,"38,785","71,929"
2017M11,Asia (sin Japón),,
2017M10,Alemania,"893,915","5,776,139"
2017M10,Austria,"45,488","181,543"
2017M10,Bélgica,"122,468","562,132"
2017M10,Dinamarca,"70,738","330,676"
2017M10,Finlandia,"47,42","223,679"
2017M10,Francia,"529,492","1,590,921"
2017M10,Grecia,"11,184","30,404"
2017M10,Irlanda,"85,961","378,87"
2017M10,Italia,"217,943","629,574"
2017M10,Luxemburgo,"7,307","34,298"
2017M10,Países Bajos,"214,466","969,142"
2017M10,Polonia,"75,429","332,334"
2017M10,Portugal,"106,876","223,358"
2017M10,República Checa,"16,796","78,103"
2017M10,Suecia,"114,133","520,85"
2017M10,Resto de la U.E.,"111,137","370,27"
2017M10,Noruega,"65,631","330,891"
2017M10,Reino Unido,"949,974","5,420,205"
2017M10,Rusia,"62,994","261,343"
2017M10,Suiza,"122,577","567,058"
2017M10,Otros Países Europeos,"90,472","281,275"
2017M10,África,"52,693","129,992"
2017M10,UE28 sin España,"3,620,726","17,652,497"
2017M10,UE27_2020 sin España,,
2017M10,Resto del Mundo,"443,883","871,149"
2017M10,América (sin EEUU),"353,669","792,297"
2017M10,Estados Unidos de América,"288,632","652,739"
2017M10,Japón,"54,509","100,356"
2017M10,Asia (sin Japón),,
2017M09,Alemania,"1,022,635","6,223,773"
2017M09,Austria,"56,283","244,436"
2017M09,Bélgica,"161,441","774,437"
2017M09,Dinamarca,"71,126","296,21"
2017M09,Finlandia,"30,099","109,753"
2017M09,Francia,"567,323","1,798,954"
2017M09,Grecia,"9,354","24,369"
2017M09,Irlanda,"112,732","480,62"
2017M09,Italia,"289,423","954,969"
2017M09,Luxemburgo,"10,38","60,722"
2017M09,Países Bajos,"241,333","1,148,044"
2017M09,Polonia,"122,561","632,968"
2017M09,Portugal,"153,893","464,807"
2017M09,República Checa,"47,546","266,405"
2017M09,Suecia,"108,829","511,31"
2017M09,Resto de la U.E.,"133,477","535,633"
2017M09,Noruega,"68,615","288,897"
2017M09,Reino Unido,"1,306,611","7,174,952"
2017M09,Rusia,"125,512","799,557"
2017M09,Suiza,"121,606","509,502"
2017M09,Otros Países Europeos,"124,987","478,929"
2017M09,África,"66,35","163,552"
2017M09,UE28 sin España,"4,445,046","21,702,360"
2017M09,UE27_2020 sin España,,
2017M09,Resto del Mundo,"441,431","928,11"
2017M09,América (sin EEUU),"378,527","860,59"
2017M09,Estados Unidos de América,"342,007","768,161"
2017M09,Japón,"56,582","106,685"
2017M09,Asia (sin Japón),,
2017M08,Alemania,"902,331","5,911,906"
2017M08,Austria,"50,247","262,429"
2017M08,Bélgica,"164,992","788,011"
2017M08,Dinamarca,"55,82","283,158"
2017M08,Finlandia,"21,031","79,155"
2017M08,Francia,"893,75","3,073,400"
2017M08,Grecia,"15,297","40,606"
2017M08,Irlanda,"95,906","492,633"
2017M08,Italia,"486,651","1,764,110"
2017M08,Luxemburgo,"13,916","69,077"
2017M08,Países Bajos,"266,901","1,460,336"
2017M08,Polonia,"122,657","688,016"
2017M08,Portugal,"231,873","742,214"
2017M08,República Checa,"37,082","223,791"
2017M08,Suecia,"102,528","553,405"
2017M08,Resto de la U.E.,"140,653","559,3"
2017M08,Noruega,"42,291","224,293"
2017M08,Reino Unido,"1,215,335","7,635,304"
2017M08,Rusia,"142,894","909,782"
2017M08,Suiza,"92,894","475,242"
2017M08,Otros Países Europeos,"115,873","472,325"
2017M08,África,"112,195","356,267"
2017M08,UE28 sin España,"4,816,972","24,626,851"
2017M08,UE27_2020 sin España,,
2017M08,Resto del Mundo,"433,851","1,058,398"
2017M08,América (sin EEUU),"318,95","779,97"
2017M08,Estados Unidos de América,"242,508","592,516"
2017M08,Japón,"49,326","98,427"
2017M08,Asia (sin Japón),,
2017M07,Alemania,"988,174","6,405,671"
2017M07,Austria,"59,255","287,883"
2017M07,Bélgica,"220,642","1,061,047"
2017M07,Dinamarca,"95,511","482,933"
2017M07,Finlandia,"29,405","110,639"
2017M07,Francia,"687,186","2,169,004"
2017M07,Grecia,"13,972","37,013"
2017M07,Irlanda,"104,577","549,141"
2017M07,Italia,"331,977","1,221,738"
2017M07,Luxemburgo,"11,72","49,713"
2017M07,Países Bajos,"277,784","1,323,352"
2017M07,Polonia,"123,557","689,983"
2017M07,Portugal,"177,063","565,301"
2017M07,República Checa,"39,755","242,829"
2017M07,Suecia,"116,622","538,332"
2017M07,Resto de la U.E.,"124,87","521,756"
2017M07,Noruega,"88,195","428,606"
2017M07,Reino Unido,"1,273,037","7,292,237"
2017M07,Rusia,"153,762","953,227"
2017M07,Suiza,"139,752","718,783"
2017M07,Otros Países Europeos,"125,082","533,574"
2017M07,África,"98,572","265,796"
2017M07,UE28 sin España,"4,675,106","23,548,571"
2017M07,UE27_2020 sin España,,
2017M07,Resto del Mundo,"435,195","1,030,346"
2017M07,América (sin EEUU),"362,518","901,399"
2017M07,Estados Unidos de América,"334,285","821,776"
2017M07,Japón,"44,499","85,997"
2017M07,Asia (sin Japón),,
2017M06,Alemania,"1,003,575","6,259,885"
2017M06,Austria,"48,961","224,717"
2017M06,Bélgica,"125,801","617,834"
2017M06,Dinamarca,"57,639","269,528"
2017M06,Finlandia,"30,287","115,755"
2017M06,Francia,"491,556","1,541,498"
2017M06,Grecia,"11,373","28,835"
2017M06,Irlanda,"112,195","552,089"
2017M06,Italia,"299,333","970,749"
2017M06,Luxemburgo,"8,686","48,254"
2017M06,Países Bajos,"202,903","969,202"
2017M06,Polonia,"109,489","571,035"
2017M06,Portugal,"145,906","431,372"
2017M06,República Checa,"38,312","199,771"
2017M06,Suecia,"113,71","591,103"
2017M06,Resto de la U.E.,"119,947","474,587"
2017M06,Noruega,"65,146","302,801"
