Totales Territoriales;Comunidades y Ciudades Autónomas;País de residencia;Meses;Total
Total Nacional;13 Madrid, Comunidad de;Reino Unido;Marzo;7.982
Total Nacional;13 Madrid, Comunidad de;Reino Unido;Abril;11.525
Total Nacional;13 Madrid, Comunidad de;Reino Unido;Mayo;5.979
Total Nacional;13 Madrid, Comunidad de;Reino Unido;Junio;6.257
Total Nacional;13 Madrid, Comunidad de;Reino Unido;Julio;8.232
Total Nacional;13 Madrid, Comunidad de;Reino Unido;Agosto;7.489
Total Nacional;13 Madrid, Comunidad de;Reino Unido;Septiembre;9.529
Total Nacional;13 Madrid, Comunidad de;Reino Unido;Octubre;6.409
Total Nacional;13 Madrid, Comunidad de;Reino Unido;Noviembre;3.702
Total Nacional;13 Madrid, Comunidad de;Reino Unido;Diciembre;6.394
Total Nacional;13 Madrid, Comunidad de;Suiza;Total;16.208
Total Nacional;13 Madrid, Comunidad de;Suiza;Enero;474
Total Nacional;13 Madrid, Comunidad de;Suiza;Febrero;925
Total Nacional;13 Madrid, Comunidad de;Suiza;Marzo;1.524
Total Nacional;13 Madrid, Comunidad de;Suiza;Abril;1.602
Total Nacional;13 Madrid, Comunidad de;Suiza;Mayo;1.240
Total Nacional;13 Madrid, Comunidad de;Suiza;Junio;996
Total Nacional;13 Madrid, Comunidad de;Suiza;Julio;2.146
Total Nacional;13 Madrid, Comunidad de;Suiza;Agosto;891
Total Nacional;13 Madrid, Comunidad de;Suiza;Septiembre;1.633
Total Nacional;13 Madrid, Comunidad de;Suiza;Octubre;1.596
Total Nacional;13 Madrid, Comunidad de;Suiza;Noviembre;1.217
Total Nacional;13 Madrid, Comunidad de;Suiza;Diciembre;1.965
Total Nacional;13 Madrid, Comunidad de;Resto de Europa;Total;105.205
Total Nacional;13 Madrid, Comunidad de;Resto de Europa;Enero;8.292
Total Nacional;13 Madrid, Comunidad de;Resto de Europa;Febrero;7.300
Total Nacional;13 Madrid, Comunidad de;Resto de Europa;Marzo;10.632
Total Nacional;13 Madrid, Comunidad de;Resto de Europa;Abril;13.540
Total Nacional;13 Madrid, Comunidad de;Resto de Europa;Mayo;7.551
Total Nacional;13 Madrid, Comunidad de;Resto de Europa;Junio;6.365
Total Nacional;13 Madrid, Comunidad de;Resto de Europa;Julio;11.213
Total Nacional;13 Madrid, Comunidad de;Resto de Europa;Agosto;7.532
Total Nacional;13 Madrid, Comunidad de;Resto de Europa;Septiembre;6.987
Total Nacional;13 Madrid, Comunidad de;Resto de Europa;Octubre;7.802
Total Nacional;13 Madrid, Comunidad de;Resto de Europa;Noviembre;8.388
Total Nacional;13 Madrid, Comunidad de;Resto de Europa;Diciembre;9.603
Total Nacional;13 Madrid, Comunidad de;Estados Unidos;Total;150.120
Total Nacional;13 Madrid, Comunidad de;Estados Unidos;Enero;6.327
Total Nacional;13 Madrid, Comunidad de;Estados Unidos;Febrero;5.848
Total Nacional;13 Madrid, Comunidad de;Estados Unidos;Marzo;16.034
Total Nacional;13 Madrid, Comunidad de;Estados Unidos;Abril;13.966
Total Nacional;13 Madrid, Comunidad de;Estados Unidos;Mayo;13.325
Total Nacional;13 Madrid, Comunidad de;Estados Unidos;Junio;20.465
Total Nacional;13 Madrid, Comunidad de;Estados Unidos;Julio;16.434
Total Nacional;13 Madrid, Comunidad de;Estados Unidos;Agosto;9.179
Total Nacional;13 Madrid, Comunidad de;Estados Unidos;Septiembre;11.189
Total Nacional;13 Madrid, Comunidad de;Estados Unidos;Octubre;14.053
Total Nacional;13 Madrid, Comunidad de;Estados Unidos;Noviembre;11.953
Total Nacional;13 Madrid, Comunidad de;Estados Unidos;Diciembre;11.347
Total Nacional;13 Madrid, Comunidad de;Resto de América;Total;394.276
Total Nacional;13 Madrid, Comunidad de;Resto de América;Enero;27.512
Total Nacional;13 Madrid, Comunidad de;Resto de América;Febrero;24.243
Total Nacional;13 Madrid, Comunidad de;Resto de América;Marzo;26.873
Total Nacional;13 Madrid, Comunidad de;Resto de América;Abril;31.173
Total Nacional;13 Madrid, Comunidad de;Resto de América;Mayo;32.520
Total Nacional;13 Madrid, Comunidad de;Resto de América;Junio;35.666
Total Nacional;13 Madrid, Comunidad de;Resto de América;Julio;43.418
Total Nacional;13 Madrid, Comunidad de;Resto de América;Agosto;32.459
Total Nacional;13 Madrid, Comunidad de;Resto de América;Septiembre;46.885
Total Nacional;13 Madrid, Comunidad de;Resto de América;Octubre;36.125
Total Nacional;13 Madrid, Comunidad de;Resto de América;Noviembre;29.439
Total Nacional;13 Madrid, Comunidad de;Resto de América;Diciembre;27.964
Total Nacional;13 Madrid, Comunidad de;Países Africanos;Total;92.606
Total Nacional;13 Madrid, Comunidad de;Países Africanos;Enero;5.914
Total Nacional;13 Madrid, Comunidad de;Países Africanos;Febrero;6.072
Total Nacional;13 Madrid, Comunidad de;Países Africanos;Marzo;8.459
Total Nacional;13 Madrid, Comunidad de;Países Africanos;Abril;5.939
Total Nacional;13 Madrid, Comunidad de;Países Africanos;Mayo;11.907
Total Nacional;13 Madrid, Comunidad de;Países Africanos;Junio;4.599
Total Nacional;13 Madrid, Comunidad de;Países Africanos;Julio;7.502
Total Nacional;13 Madrid, Comunidad de;Países Africanos;Agosto;12.596
Total Nacional;13 Madrid, Comunidad de;Países Africanos;Septiembre;3.810
Total Nacional;13 Madrid, Comunidad de;Países Africanos;Octubre;9.840
Total Nacional;13 Madrid, Comunidad de;Países Africanos;Noviembre;9.789
Total Nacional;13 Madrid, Comunidad de;Países Africanos;Diciembre;6.179
Total Nacional;13 Madrid, Comunidad de;Resto del mundo;Total;203.403
Total Nacional;13 Madrid, Comunidad de;Resto del mundo;Enero;13.090
Total Nacional;13 Madrid, Comunidad de;Resto del mundo;Febrero;13.036
Total Nacional;13 Madrid, Comunidad de;Resto del mundo;Marzo;12.445
Total Nacional;13 Madrid, Comunidad de;Resto del mundo;Abril;17.393
Total Nacional;13 Madrid, Comunidad de;Resto del mundo;Mayo;16.482
Total Nacional;13 Madrid, Comunidad de;Resto del mundo;Junio;13.266
Total Nacional;13 Madrid, Comunidad de;Resto del mundo;Julio;15.708
Total Nacional;13 Madrid, Comunidad de;Resto del mundo;Agosto;17.082
Total Nacional;13 Madrid, Comunidad de;Resto del mundo;Septiembre;23.970
Total Nacional;13 Madrid, Comunidad de;Resto del mundo;Octubre;21.953
Total Nacional;13 Madrid, Comunidad de;Resto del mundo;Noviembre;20.969
Total Nacional;13 Madrid, Comunidad de;Resto del mundo;Diciembre;18.009
