Totales Territoriales;Comunidades y Ciudades Autónomas;País de residencia;Meses;Total
Total nacional;Balears, Illes;Grecia;Abril;831
Total nacional;Balears, Illes;Grecia;Mayo;2.925
Total nacional;Balears, Illes;Grecia;Junio;3.991
Total nacional;Balears, Illes;Grecia;Julio;3.655
Total nacional;Balears, Illes;Grecia;Agosto;3.184
Total nacional;Balears, Illes;Grecia;Septiembre;1.949
Total nacional;Balears, Illes;Grecia;Octubre;2.950
Total nacional;Balears, Illes;Grecia;Noviembre;280
Total nacional;Balears, Illes;Grecia;Diciembre;102
Total nacional;Balears, Illes;Irlanda;Total;396.428
Total nacional;Balears, Illes;Irlanda;Enero;266
Total nacional;Balears, Illes;Irlanda;Febrero;579
Total nacional;Balears, Illes;Irlanda;Marzo;3.615
Total nacional;Balears, Illes;Irlanda;Abril;16.901
Total nacional;Balears, Illes;Irlanda;Mayo;54.429
Total nacional;Balears, Illes;Irlanda;Junio;88.708
Total nacional;Balears, Illes;Irlanda;Julio;67.374
Total nacional;Balears, Illes;Irlanda;Agosto;76.469
Total nacional;Balears, Illes;Irlanda;Septiembre;57.223
Total nacional;Balears, Illes;Irlanda;Octubre;29.607
Total nacional;Balears, Illes;Irlanda;Noviembre;930
Total nacional;Balears, Illes;Irlanda;Diciembre;327
Total nacional;Balears, Illes;Italia;Total;2.003.598
Total nacional;Balears, Illes;Italia;Enero;2.811
Total nacional;Balears, Illes;Italia;Febrero;4.299
Total nacional;Balears, Illes;Italia;Marzo;7.872
Total nacional;Balears, Illes;Italia;Abril;26.694
Total nacional;Balears, Illes;Italia;Mayo;103.467
Total nacional;Balears, Illes;Italia;Junio;323.923
Total nacional;Balears, Illes;Italia;Julio;485.727
Total nacional;Balears, Illes;Italia;Agosto;635.244
Total nacional;Balears, Illes;Italia;Septiembre;323.475
Total nacional;Balears, Illes;Italia;Octubre;79.794
Total nacional;Balears, Illes;Italia;Noviembre;7.961
Total nacional;Balears, Illes;Italia;Diciembre;2.330
Total nacional;Balears, Illes;Luxemburgo;Total;144.187
Total nacional;Balears, Illes;Luxemburgo;Enero;1.039
Total nacional;Balears, Illes;Luxemburgo;Febrero;826
Total nacional;Balears, Illes;Luxemburgo;Marzo;1.550
Total nacional;Balears, Illes;Luxemburgo;Abril;9.390
Total nacional;Balears, Illes;Luxemburgo;Mayo;22.383
Total nacional;Balears, Illes;Luxemburgo;Junio;23.435
Total nacional;Balears, Illes;Luxemburgo;Julio;19.165
Total nacional;Balears, Illes;Luxemburgo;Agosto;28.062
Total nacional;Balears, Illes;Luxemburgo;Septiembre;28.669
Total nacional;Balears, Illes;Luxemburgo;Octubre;8.813
Total nacional;Balears, Illes;Luxemburgo;Noviembre;526
Total nacional;Balears, Illes;Luxemburgo;Diciembre;326
Total nacional;Balears, Illes;Países Bajos;Total;2.022.910
Total nacional;Balears, Illes;Países Bajos;Enero;1.888
Total nacional;Balears, Illes;Países Bajos;Febrero;6.128
Total nacional;Balears, Illes;Países Bajos;Marzo;11.977
Total nacional;Balears, Illes;Países Bajos;Abril;102.520
Total nacional;Balears, Illes;Países Bajos;Mayo;285.578
Total nacional;Balears, Illes;Países Bajos;Junio;254.951
Total nacional;Balears, Illes;Países Bajos;Julio;407.861
Total nacional;Balears, Illes;Países Bajos;Agosto;440.328
Total nacional;Balears, Illes;Países Bajos;Septiembre;298.283
Total nacional;Balears, Illes;Países Bajos;Octubre;206.839
Total nacional;Balears, Illes;Países Bajos;Noviembre;4.241
Total nacional;Balears, Illes;Países Bajos;Diciembre;2.317
Total nacional;Balears, Illes;Polonia;Total;736.407
Total nacional;Balears, Illes;Polonia;Enero;533
Total nacional;Balears, Illes;Polonia;Febrero;1.067
Total nacional;Balears, Illes;Polonia;Marzo;3.675
Total nacional;Balears, Illes;Polonia;Abril;12.596
Total nacional;Balears, Illes;Polonia;Mayo;79.066
Total nacional;Balears, Illes;Polonia;Junio;118.666
Total nacional;Balears, Illes;Polonia;Julio;142.819
Total nacional;Balears, Illes;Polonia;Agosto;176.072
Total nacional;Balears, Illes;Polonia;Septiembre;150.237
Total nacional;Balears, Illes;Polonia;Octubre;46.599
Total nacional;Balears, Illes;Polonia;Noviembre;3.610
Total nacional;Balears, Illes;Polonia;Diciembre;1.467
Total nacional;Balears, Illes;Portugal;Total;557.825
Total nacional;Balears, Illes;Portugal;Enero;805
Total nacional;Balears, Illes;Portugal;Febrero;826
Total nacional;Balears, Illes;Portugal;Marzo;1.201
Total nacional;Balears, Illes;Portugal;Abril;8.831
Total nacional;Balears, Illes;Portugal;Mayo;29.518
Total nacional;Balears, Illes;Portugal;Junio;89.701
Total nacional;Balears, Illes;Portugal;Julio;147.796
Total nacional;Balears, Illes;Portugal;Agosto;144.675
Total nacional;Balears, Illes;Portugal;Septiembre;110.817
Total nacional;Balears, Illes;Portugal;Octubre;19.851
Total nacional;Balears, Illes;Portugal;Noviembre;2.287
Total nacional;Balears, Illes;Portugal;Diciembre;1.517
Total nacional;Balears, Illes;Reino Unido;Total;14.408.937
Total nacional;Balears, Illes;Reino Unido;Enero;11.534
Total nacional;Balears, Illes;Reino Unido;Febrero;23.311
Total nacional;Balears, Illes;Reino Unido;Marzo;102.620
Total nacional;Balears, Illes;Reino Unido;Abril;397.893
Total nacional;Balears, Illes;Reino Unido;Mayo;2.108.234
Total nacional;Balears, Illes;Reino Unido;Junio;2.550.053
Total nacional;Balears, Illes;Reino Unido;Julio;2.592.047
Total nacional;Balears, Illes;Reino Unido;Agosto;2.762.289
Total nacional;Balears, Illes;Reino Unido;Septiembre;2.359.181
Total nacional;Balears, Illes;Reino Unido;Octubre;1.452.014
Total nacional;Balears, Illes;Reino Unido;Noviembre;27.984
Total nacional;Balears, Illes;Reino Unido;Diciembre;21.778
Total nacional;Balears, Illes;República Checa;Total;453.981
Total nacional;Balears, Illes;República Checa;Enero;315
Total nacional;Balears, Illes;República Checa;Febrero;828
Total nacional;Balears, Illes;República Checa;Marzo;2.281
Total nacional;Balears, Illes;República Checa;Abril;4.432
Total nacional;Balears, Illes;República Checa;Mayo;19.379
Total nacional;Balears, Illes;República Checa;Junio;79.087
Total nacional;Balears, Illes;República Checa;Julio;112.554
Total nacional;Balears, Illes;República Checa;Agosto;102.871
Total nacional;Balears, Illes;República Checa;Septiembre;117.610
Total nacional;Balears, Illes;República Checa;Octubre;13.226
Total nacional;Balears, Illes;República Checa;Noviembre;688
Total nacional;Balears, Illes;República Checa;Diciembre;710
Total nacional;Balears, Illes;Suecia;Total;1.827.602
Total nacional;Balears, Illes;Suecia;Enero;5.137
Total nacional;Balears, Illes;Suecia;Febrero;6.487
Total nacional;Balears, Illes;Suecia;Marzo;20.866
Total nacional;Balears, Illes;Suecia;Abril;80.251
Total nacional;Balears, Illes;Suecia;Mayo;300.163
Total nacional;Balears, Illes;Suecia;Junio;365.211
Total nacional;Balears, Illes;Suecia;Julio;275.898
Total nacional;Balears, Illes;Suecia;Agosto;352.658
Total nacional;Balears, Illes;Suecia;Septiembre;271.295
Total nacional;Balears, Illes;Suecia;Octubre;131.771
Total nacional;Balears, Illes;Suecia;Noviembre;12.060
Total nacional;Balears, Illes;Suecia;Diciembre;5.806
Total nacional;Balears, Illes;Noruega;Total;713.421
Total nacional;Balears, Illes;Noruega;Enero;1.196
Total nacional;Balears, Illes;Noruega;Febrero;2.793
Total nacional;Balears, Illes;Noruega;Marzo;6.380
Total nacional;Balears, Illes;Noruega;Abril;56.394
Total nacional;Balears, Illes;Noruega;Mayo;90.107
Total nacional;Balears, Illes;Noruega;Junio;144.547
Total nacional;Balears, Illes;Noruega;Julio;159.048
Total nacional;Balears, Illes;Noruega;Agosto;90.360
Total nacional;Balears, Illes;Noruega;Septiembre;100.823
Total nacional;Balears, Illes;Noruega;Octubre;57.627
Total nacional;Balears, Illes;Noruega;Noviembre;3.031
Total nacional;Balears, Illes;Noruega;Diciembre;1.114
Total nacional;Balears, Illes;Rusia;Total;609.278
Total nacional;Balears, Illes;Rusia;Enero;755
Total nacional;Balears, Illes;Rusia;Febrero;679
Total nacional;Balears, Illes;Rusia;Marzo;2.005
Total nacional;Balears, Illes;Rusia;Abril;10.359
Total nacional;Balears, Illes;Rusia;Mayo;39.842
Total nacional;Balears, Illes;Rusia;Junio;102.935
Total nacional;Balears, Illes;Rusia;Julio;131.132
Total nacional;Balears, Illes;Rusia;Agosto;166.123
Total nacional;Balears, Illes;Rusia;Septiembre;121.987
Total nacional;Balears, Illes;Rusia;Octubre;31.711
Total nacional;Balears, Illes;Rusia;Noviembre;1.268
Total nacional;Balears, Illes;Rusia;Diciembre;483
Total nacional;Balears, Illes;Suiza;Total;1.616.895
Total nacional;Balears, Illes;Suiza;Enero;4.607
Total nacional;Balears, Illes;Suiza;Febrero;11.608
Total nacional;Balears, Illes;Suiza;Marzo;33.363
Total nacional;Balears, Illes;Suiza;Abril;111.488
Total nacional;Balears, Illes;Suiza;Mayo;172.029
Total nacional;Balears, Illes;Suiza;Junio;220.889
Total nacional;Balears, Illes;Suiza;Julio;368.744
Total nacional;Balears, Illes;Suiza;Agosto;237.569
Total nacional;Balears, Illes;Suiza;Septiembre;236.682
Total nacional;Balears, Illes;Suiza;Octubre;206.964
Total nacional;Balears, Illes;Suiza;Noviembre;6.916
Total nacional;Balears, Illes;Suiza;Diciembre;6.037
Total nacional;Balears, Illes;Resto de Europa sin U.E.;Total;424.724
Total nacional;Balears, Illes;Resto de Europa sin U.E.;Enero;844
Total nacional;Balears, Illes;Resto de Europa sin U.E.;Febrero;2.170
Total nacional;Balears, Illes;Resto de Europa sin U.E.;Marzo;5.941
Total nacional;Balears, Illes;Resto de Europa sin U.E.;Abril;15.557
Total nacional;Balears, Illes;Resto de Europa sin U.E.;Mayo;27.883
Total nacional;Balears, Illes;Resto de Europa sin U.E.;Junio;66.261
Total nacional;Balears, Illes;Resto de Europa sin U.E.;Julio;109.863
Total nacional;Balears, Illes;Resto de Europa sin U.E.;Agosto;98.495
Total nacional;Balears, Illes;Resto de Europa sin U.E.;Septiembre;69.605
Total nacional;Balears, Illes;Resto de Europa sin U.E.;Octubre;25.487
Total nacional;Balears, Illes;Resto de Europa sin U.E.;Noviembre;1.369
Total nacional;Balears, Illes;Resto de Europa sin U.E.;Diciembre;1.248
Total nacional;Balears, Illes;Japón;Total;22.713
Total nacional;Balears, Illes;Japón;Enero;474
Total nacional;Balears, Illes;Japón;Febrero;519
Total nacional;Balears, Illes;Japón;Marzo;653
Total nacional;Balears, Illes;Japón;Abril;940
Total nacional;Balears, Illes;Japón;Mayo;1.491
Total nacional;Balears, Illes;Japón;Junio;2.621
Total nacional;Balears, Illes;Japón;Julio;4.187
Total nacional;Balears, Illes;Japón;Agosto;5.287
Total nacional;Balears, Illes;Japón;Septiembre;3.638
Total nacional;Balears, Illes;Japón;Octubre;1.817
Total nacional;Balears, Illes;Japón;Noviembre;459
Total nacional;Balears, Illes;Japón;Diciembre;627
Total nacional;Balears, Illes;Estados Unidos;Total;327.238
Total nacional;Balears, Illes;Estados Unidos;Enero;1.848
Total nacional;Balears, Illes;Estados Unidos;Febrero;2.273
Total nacional;Balears, Illes;Estados Unidos;Marzo;6.572
Total nacional;Balears, Illes;Estados Unidos;Abril;19.111
Total nacional;Balears, Illes;Estados Unidos;Mayo;31.236
Total nacional;Balears, Illes;Estados Unidos;Junio;43.111
Total nacional;Balears, Illes;Estados Unidos;Julio;80.716
Total nacional;Balears, Illes;Estados Unidos;Agosto;63.382
Total nacional;Balears, Illes;Estados Unidos;Septiembre;50.207
Total nacional;Balears, Illes;Estados Unidos;Octubre;22.200
Total nacional;Balears, Illes;Estados Unidos;Noviembre;4.321
Total nacional;Balears, Illes;Estados Unidos;Diciembre;2.262
Total nacional;Balears, Illes;Resto de América;Total;273.855
Total nacional;Balears, Illes;Resto de América;Enero;1.824
Total nacional;Balears, Illes;Resto de América;Febrero;2.388
Total nacional;Balears, Illes;Resto de América;Marzo;3.902
Total nacional;Balears, Illes;Resto de América;Abril;10.175
Total nacional;Balears, Illes;Resto de América;Mayo;26.171
Total nacional;Balears, Illes;Resto de América;Junio;43.703
Total nacional;Balears, Illes;Resto de América;Julio;61.027
Total nacional;Balears, Illes;Resto de América;Agosto;52.164
Total nacional;Balears, Illes;Resto de América;Septiembre;45.182
Total nacional;Balears, Illes;Resto de América;Octubre;21.493
Total nacional;Balears, Illes;Resto de América;Noviembre;3.913
Total nacional;Balears, Illes;Resto de América;Diciembre;1.913
Total nacional;Balears, Illes;Países africanos;Total;67.341
Total nacional;Balears, Illes;Países africanos;Enero;527
Total nacional;Balears, Illes;Países africanos;Febrero;410
Total nacional;Balears, Illes;Países africanos;Marzo;1.152
Total nacional;Balears, Illes;Países africanos;Abril;2.275
Total nacional;Balears, Illes;Países africanos;Mayo;5.942
Total nacional;Balears, Illes;Países africanos;Junio;6.057
Total nacional;Balears, Illes;Países africanos;Julio;13.857
Total nacional;Balears, Illes;Países africanos;Agosto;22.480
Total nacional;Balears, Illes;Países africanos;Septiembre;7.006
Total nacional;Balears, Illes;Países africanos;Octubre;5.540
Total nacional;Balears, Illes;Países africanos;Noviembre;1.013
Total nacional;Balears, Illes;Países africanos;Diciembre;1.083
Total nacional;Canarias;Total;Total;71.017.213
Total nacional;Canarias;Total;Enero;5.858.214
Total nacional;Canarias;Total;Febrero;5.431.297
Total nacional;Canarias;Total;Marzo;5.849.571
Total nacional;Canarias;Total;Abril;5.861.018
Total nacional;Canarias;Total;Mayo;5.252.323
Total nacional;Canarias;Total;Junio;5.654.437
Total nacional;Canarias;Total;Julio;6.703.140
Total nacional;Canarias;Total;Agosto;7.040.351
Total nacional;Canarias;Total;Septiembre;5.938.904
Total nacional;Canarias;Total;Octubre;6.241.786
Total nacional;Canarias;Total;Noviembre;5.722.846
Total nacional;Canarias;Total;Diciembre;5.463.327
Total nacional;Canarias;Residentes en España;Total;8.047.677
Total nacional;Canarias;Residentes en España;Enero;430.545
Total nacional;Canarias;Residentes en España;Febrero;390.804
Total nacional;Canarias;Residentes en España;Marzo;445.780
Total nacional;Canarias;Residentes en España;Abril;681.517
Total nacional;Canarias;Residentes en España;Mayo;651.124
Total nacional;Canarias;Residentes en España;Junio;751.768
Total nacional;Canarias;Residentes en España;Julio;1.016.676
Total nacional;Canarias;Residentes en España;Agosto;1.269.308
Total nacional;Canarias;Residentes en España;Septiembre;836.776
Total nacional;Canarias;Residentes en España;Octubre;606.043
Total nacional;Canarias;Residentes en España;Noviembre;441.137
Total nacional;Canarias;Residentes en España;Diciembre;526.199
Total nacional;Canarias;No residentes en España;Total;62.969.536
Total nacional;Canarias;No residentes en España;Enero;5.427.669
Total nacional;Canarias;No residentes en España;Febrero;5.040.492
Total nacional;Canarias;No residentes en España;Marzo;5.403.791
Total nacional;Canarias;No residentes en España;Abril;5.179.501
Total nacional;Canarias;No residentes en España;Mayo;4.601.199
Total nacional;Canarias;No residentes en España;Junio;4.902.669
Total nacional;Canarias;No residentes en España;Julio;5.686.463
Total nacional;Canarias;No residentes en España;Agosto;5.771.043
Total nacional;Canarias;No residentes en España;Septiembre;5.102.128
Total nacional;Canarias;No residentes en España;Octubre;5.635.742
Total nacional;Canarias;No residentes en España;Noviembre;5.281.709
Total nacional;Canarias;No residentes en España;Diciembre;4.937.129
Total nacional;Canarias;Unión Europea (sin España);Total;58.490.541
Total nacional;Canarias;Unión Europea (sin España);Enero;5.008.408
Total nacional;Canarias;Unión Europea (sin España);Febrero;4.637.070
