Totales Territoriales;Comunidades y Ciudades Autónomas;País de residencia;Meses;Total
Total nacional;Asturias, Principado de;No residentes en España;Febrero;13.177
Total nacional;Asturias, Principado de;No residentes en España;Marzo;20.728
Total nacional;Asturias, Principado de;No residentes en España;Abril;38.891
Total nacional;Asturias, Principado de;No residentes en España;Mayo;56.629
Total nacional;Asturias, Principado de;No residentes en España;Junio;76.845
Total nacional;Asturias, Principado de;No residentes en España;Julio;81.915
Total nacional;Asturias, Principado de;No residentes en España;Agosto;86.003
Total nacional;Asturias, Principado de;No residentes en España;Septiembre;71.968
Total nacional;Asturias, Principado de;No residentes en España;Octubre;41.155
Total nacional;Asturias, Principado de;No residentes en España;Noviembre;18.392
Total nacional;Asturias, Principado de;No residentes en España;Diciembre;14.977
Total nacional;Asturias, Principado de;Unión Europea (sin España);Total;345.576
Total nacional;Asturias, Principado de;Unión Europea (sin España);Enero;8.208
Total nacional;Asturias, Principado de;Unión Europea (sin España);Febrero;6.783
Total nacional;Asturias, Principado de;Unión Europea (sin España);Marzo;12.935
Total nacional;Asturias, Principado de;Unión Europea (sin España);Abril;21.478
Total nacional;Asturias, Principado de;Unión Europea (sin España);Mayo;34.110
Total nacional;Asturias, Principado de;Unión Europea (sin España);Junio;53.407
Total nacional;Asturias, Principado de;Unión Europea (sin España);Julio;52.668
Total nacional;Asturias, Principado de;Unión Europea (sin España);Agosto;65.206
Total nacional;Asturias, Principado de;Unión Europea (sin España);Septiembre;47.619
Total nacional;Asturias, Principado de;Unión Europea (sin España);Octubre;23.822
Total nacional;Asturias, Principado de;Unión Europea (sin España);Noviembre;10.897
Total nacional;Asturias, Principado de;Unión Europea (sin España);Diciembre;8.443
Total nacional;Asturias, Principado de;Alemania;Total;51.819
Total nacional;Asturias, Principado de;Alemania;Enero;1.606
Total nacional;Asturias, Principado de;Alemania;Febrero;1.300
Total nacional;Asturias, Principado de;Alemania;Marzo;2.152
Total nacional;Asturias, Principado de;Alemania;Abril;3.213
Total nacional;Asturias, Principado de;Alemania;Mayo;8.140
Total nacional;Asturias, Principado de;Alemania;Junio;7.072
Total nacional;Asturias, Principado de;Alemania;Julio;6.754
Total nacional;Asturias, Principado de;Alemania;Agosto;7.342
Total nacional;Asturias, Principado de;Alemania;Septiembre;8.739
Total nacional;Asturias, Principado de;Alemania;Octubre;3.169
Total nacional;Asturias, Principado de;Alemania;Noviembre;1.564
Total nacional;Asturias, Principado de;Alemania;Diciembre;768
Total nacional;Asturias, Principado de;Austria;Total;5.537
Total nacional;Asturias, Principado de;Austria;Enero;45
Total nacional;Asturias, Principado de;Austria;Febrero;80
Total nacional;Asturias, Principado de;Austria;Marzo;220
Total nacional;Asturias, Principado de;Austria;Abril;252
Total nacional;Asturias, Principado de;Austria;Mayo;774
Total nacional;Asturias, Principado de;Austria;Junio;962
Total nacional;Asturias, Principado de;Austria;Julio;798
Total nacional;Asturias, Principado de;Austria;Agosto;977
Total nacional;Asturias, Principado de;Austria;Septiembre;1.008
Total nacional;Asturias, Principado de;Austria;Octubre;287
Total nacional;Asturias, Principado de;Austria;Noviembre;61
Total nacional;Asturias, Principado de;Austria;Diciembre;75
Total nacional;Asturias, Principado de;Bélgica;Total;16.475
Total nacional;Asturias, Principado de;Bélgica;Enero;197
Total nacional;Asturias, Principado de;Bélgica;Febrero;403
Total nacional;Asturias, Principado de;Bélgica;Marzo;529
Total nacional;Asturias, Principado de;Bélgica;Abril;645
Total nacional;Asturias, Principado de;Bélgica;Mayo;1.459
Total nacional;Asturias, Principado de;Bélgica;Junio;1.741
Total nacional;Asturias, Principado de;Bélgica;Julio;4.003
Total nacional;Asturias, Principado de;Bélgica;Agosto;3.362
Total nacional;Asturias, Principado de;Bélgica;Septiembre;2.055
Total nacional;Asturias, Principado de;Bélgica;Octubre;973
Total nacional;Asturias, Principado de;Bélgica;Noviembre;597
Total nacional;Asturias, Principado de;Bélgica;Diciembre;510
Total nacional;Asturias, Principado de;Dinamarca;Total;2.472
Total nacional;Asturias, Principado de;Dinamarca;Enero;32
Total nacional;Asturias, Principado de;Dinamarca;Febrero;29
Total nacional;Asturias, Principado de;Dinamarca;Marzo;137
Total nacional;Asturias, Principado de;Dinamarca;Abril;199
Total nacional;Asturias, Principado de;Dinamarca;Mayo;255
Total nacional;Asturias, Principado de;Dinamarca;Junio;263
Total nacional;Asturias, Principado de;Dinamarca;Julio;476
Total nacional;Asturias, Principado de;Dinamarca;Agosto;216
Total nacional;Asturias, Principado de;Dinamarca;Septiembre;437
Total nacional;Asturias, Principado de;Dinamarca;Octubre;303
Total nacional;Asturias, Principado de;Dinamarca;Noviembre;82
Total nacional;Asturias, Principado de;Dinamarca;Diciembre;43
Total nacional;Asturias, Principado de;Finlandia;Total;2.319
Total nacional;Asturias, Principado de;Finlandia;Enero;84
Total nacional;Asturias, Principado de;Finlandia;Febrero;..
Total nacional;Asturias, Principado de;Finlandia;Marzo;106
Total nacional;Asturias, Principado de;Finlandia;Abril;187
Total nacional;Asturias, Principado de;Finlandia;Mayo;479
Total nacional;Asturias, Principado de;Finlandia;Junio;381
Total nacional;Asturias, Principado de;Finlandia;Julio;307
Total nacional;Asturias, Principado de;Finlandia;Agosto;163
Total nacional;Asturias, Principado de;Finlandia;Septiembre;159
Total nacional;Asturias, Principado de;Finlandia;Octubre;365
Total nacional;Asturias, Principado de;Finlandia;Noviembre;..
Total nacional;Asturias, Principado de;Finlandia;Diciembre;51
Total nacional;Asturias, Principado de;Francia;Total;62.192
Total nacional;Asturias, Principado de;Francia;Enero;1.318
Total nacional;Asturias, Principado de;Francia;Febrero;949
Total nacional;Asturias, Principado de;Francia;Marzo;1.514
Total nacional;Asturias, Principado de;Francia;Abril;3.090
Total nacional;Asturias, Principado de;Francia;Mayo;4.669
Total nacional;Asturias, Principado de;Francia;Junio;10.885
Total nacional;Asturias, Principado de;Francia;Julio;8.152
Total nacional;Asturias, Principado de;Francia;Agosto;17.106
Total nacional;Asturias, Principado de;Francia;Septiembre;7.657
Total nacional;Asturias, Principado de;Francia;Octubre;3.681
Total nacional;Asturias, Principado de;Francia;Noviembre;1.554
Total nacional;Asturias, Principado de;Francia;Diciembre;1.617
Total nacional;Asturias, Principado de;Grecia;Total;1.990
Total nacional;Asturias, Principado de;Grecia;Enero;30
Total nacional;Asturias, Principado de;Grecia;Febrero;..
Total nacional;Asturias, Principado de;Grecia;Marzo;..
Total nacional;Asturias, Principado de;Grecia;Abril;466
Total nacional;Asturias, Principado de;Grecia;Mayo;183
Total nacional;Asturias, Principado de;Grecia;Junio;41
Total nacional;Asturias, Principado de;Grecia;Julio;802
Total nacional;Asturias, Principado de;Grecia;Agosto;238
Total nacional;Asturias, Principado de;Grecia;Septiembre;32
Total nacional;Asturias, Principado de;Grecia;Octubre;42
Total nacional;Asturias, Principado de;Grecia;Noviembre;35
Total nacional;Asturias, Principado de;Grecia;Diciembre;79
Total nacional;Asturias, Principado de;Irlanda;Total;7.457
Total nacional;Asturias, Principado de;Irlanda;Enero;135
Total nacional;Asturias, Principado de;Irlanda;Febrero;..
Total nacional;Asturias, Principado de;Irlanda;Marzo;192
Total nacional;Asturias, Principado de;Irlanda;Abril;188
Total nacional;Asturias, Principado de;Irlanda;Mayo;972
Total nacional;Asturias, Principado de;Irlanda;Junio;1.266
Total nacional;Asturias, Principado de;Irlanda;Julio;1.642
Total nacional;Asturias, Principado de;Irlanda;Agosto;1.056
Total nacional;Asturias, Principado de;Irlanda;Septiembre;1.182
Total nacional;Asturias, Principado de;Irlanda;Octubre;521
Total nacional;Asturias, Principado de;Irlanda;Noviembre;181
Total nacional;Asturias, Principado de;Irlanda;Diciembre;..
Total nacional;Asturias, Principado de;Italia;Total;39.583
Total nacional;Asturias, Principado de;Italia;Enero;980
Total nacional;Asturias, Principado de;Italia;Febrero;884
Total nacional;Asturias, Principado de;Italia;Marzo;1.410
Total nacional;Asturias, Principado de;Italia;Abril;1.266
Total nacional;Asturias, Principado de;Italia;Mayo;2.910
Total nacional;Asturias, Principado de;Italia;Junio;6.161
Total nacional;Asturias, Principado de;Italia;Julio;6.095
Total nacional;Asturias, Principado de;Italia;Agosto;10.665
Total nacional;Asturias, Principado de;Italia;Septiembre;4.838
Total nacional;Asturias, Principado de;Italia;Octubre;1.980
Total nacional;Asturias, Principado de;Italia;Noviembre;1.499
Total nacional;Asturias, Principado de;Italia;Diciembre;897
Total nacional;Asturias, Principado de;Luxemburgo;Total;1.125
Total nacional;Asturias, Principado de;Luxemburgo;Enero;40
Total nacional;Asturias, Principado de;Luxemburgo;Febrero;..
Total nacional;Asturias, Principado de;Luxemburgo;Marzo;33
Total nacional;Asturias, Principado de;Luxemburgo;Abril;..
Total nacional;Asturias, Principado de;Luxemburgo;Mayo;61
Total nacional;Asturias, Principado de;Luxemburgo;Junio;65
Total nacional;Asturias, Principado de;Luxemburgo;Julio;284
Total nacional;Asturias, Principado de;Luxemburgo;Agosto;404
Total nacional;Asturias, Principado de;Luxemburgo;Septiembre;148
Total nacional;Asturias, Principado de;Luxemburgo;Octubre;47
Total nacional;Asturias, Principado de;Luxemburgo;Noviembre;..
Total nacional;Asturias, Principado de;Luxemburgo;Diciembre;..
Total nacional;Asturias, Principado de;Países Bajos;Total;18.373
Total nacional;Asturias, Principado de;Países Bajos;Enero;190
Total nacional;Asturias, Principado de;Países Bajos;Febrero;258
Total nacional;Asturias, Principado de;Países Bajos;Marzo;447
Total nacional;Asturias, Principado de;Países Bajos;Abril;795
Total nacional;Asturias, Principado de;Países Bajos;Mayo;1.267
Total nacional;Asturias, Principado de;Países Bajos;Junio;2.685
Total nacional;Asturias, Principado de;Países Bajos;Julio;3.798
Total nacional;Asturias, Principado de;Países Bajos;Agosto;3.130
Total nacional;Asturias, Principado de;Países Bajos;Septiembre;2.837
Total nacional;Asturias, Principado de;Países Bajos;Octubre;2.069
Total nacional;Asturias, Principado de;Países Bajos;Noviembre;549
Total nacional;Asturias, Principado de;Países Bajos;Diciembre;348
Total nacional;Asturias, Principado de;Polonia;Total;10.694
Total nacional;Asturias, Principado de;Polonia;Enero;260
Total nacional;Asturias, Principado de;Polonia;Febrero;95
Total nacional;Asturias, Principado de;Polonia;Marzo;249
Total nacional;Asturias, Principado de;Polonia;Abril;258
Total nacional;Asturias, Principado de;Polonia;Mayo;1.472
Total nacional;Asturias, Principado de;Polonia;Junio;1.180
Total nacional;Asturias, Principado de;Polonia;Julio;2.707
Total nacional;Asturias, Principado de;Polonia;Agosto;1.284
Total nacional;Asturias, Principado de;Polonia;Septiembre;2.247
Total nacional;Asturias, Principado de;Polonia;Octubre;658
Total nacional;Asturias, Principado de;Polonia;Noviembre;117
Total nacional;Asturias, Principado de;Polonia;Diciembre;167
Total nacional;Asturias, Principado de;Portugal;Total;46.595
Total nacional;Asturias, Principado de;Portugal;Enero;1.423
Total nacional;Asturias, Principado de;Portugal;Febrero;1.353
Total nacional;Asturias, Principado de;Portugal;Marzo;1.656
Total nacional;Asturias, Principado de;Portugal;Abril;6.532
Total nacional;Asturias, Principado de;Portugal;Mayo;4.199
Total nacional;Asturias, Principado de;Portugal;Junio;8.418
Total nacional;Asturias, Principado de;Portugal;Julio;4.756
Total nacional;Asturias, Principado de;Portugal;Agosto;6.876
Total nacional;Asturias, Principado de;Portugal;Septiembre;4.085
Total nacional;Asturias, Principado de;Portugal;Octubre;3.345
Total nacional;Asturias, Principado de;Portugal;Noviembre;2.221
Total nacional;Asturias, Principado de;Portugal;Diciembre;1.731
Total nacional;Asturias, Principado de;Reino Unido;Total;58.902
Total nacional;Asturias, Principado de;Reino Unido;Enero;1.000
Total nacional;Asturias, Principado de;Reino Unido;Febrero;895
Total nacional;Asturias, Principado de;Reino Unido;Marzo;3.207
Total nacional;Asturias, Principado de;Reino Unido;Abril;3.128
Total nacional;Asturias, Principado de;Reino Unido;Mayo;5.740
Total nacional;Asturias, Principado de;Reino Unido;Junio;9.513
Total nacional;Asturias, Principado de;Reino Unido;Julio;9.683
Total nacional;Asturias, Principado de;Reino Unido;Agosto;8.893
Total nacional;Asturias, Principado de;Reino Unido;Septiembre;9.608
Total nacional;Asturias, Principado de;Reino Unido;Octubre;4.799
Total nacional;Asturias, Principado de;Reino Unido;Noviembre;1.430
Total nacional;Asturias, Principado de;Reino Unido;Diciembre;1.006
Total nacional;Asturias, Principado de;República Checa;Total;2.360
Total nacional;Asturias, Principado de;República Checa;Enero;44
Total nacional;Asturias, Principado de;República Checa;Febrero;38
Total nacional;Asturias, Principado de;República Checa;Marzo;75
Total nacional;Asturias, Principado de;República Checa;Abril;129
Total nacional;Asturias, Principado de;República Checa;Mayo;93
Total nacional;Asturias, Principado de;República Checa;Junio;390
Total nacional;Asturias, Principado de;República Checa;Julio;204
Total nacional;Asturias, Principado de;República Checa;Agosto;356
Total nacional;Asturias, Principado de;República Checa;Septiembre;429
Total nacional;Asturias, Principado de;República Checa;Octubre;307
Total nacional;Asturias, Principado de;República Checa;Noviembre;206
Total nacional;Asturias, Principado de;República Checa;Diciembre;89
Total nacional;Asturias, Principado de;Suecia;Total;4.873
Total nacional;Asturias, Principado de;Suecia;Enero;104
Total nacional;Asturias, Principado de;Suecia;Febrero;87
Total nacional;Asturias, Principado de;Suecia;Marzo;131
Total nacional;Asturias, Principado de;Suecia;Abril;421
Total nacional;Asturias, Principado de;Suecia;Mayo;235
Total nacional;Asturias, Principado de;Suecia;Junio;978
Total nacional;Asturias, Principado de;Suecia;Julio;942
Total nacional;Asturias, Principado de;Suecia;Agosto;830
Total nacional;Asturias, Principado de;Suecia;Septiembre;838
Total nacional;Asturias, Principado de;Suecia;Octubre;198
Total nacional;Asturias, Principado de;Suecia;Noviembre;60
Total nacional;Asturias, Principado de;Suecia;Diciembre;48
Total nacional;Asturias, Principado de;Noruega;Total;2.791
Total nacional;Asturias, Principado de;Noruega;Enero;36
Total nacional;Asturias, Principado de;Noruega;Febrero;31
Total nacional;Asturias, Principado de;Noruega;Marzo;73
Total nacional;Asturias, Principado de;Noruega;Abril;302
Total nacional;Asturias, Principado de;Noruega;Mayo;301
Total nacional;Asturias, Principado de;Noruega;Junio;209
Total nacional;Asturias, Principado de;Noruega;Julio;518
Total nacional;Asturias, Principado de;Noruega;Agosto;434
Total nacional;Asturias, Principado de;Noruega;Septiembre;446
Total nacional;Asturias, Principado de;Noruega;Octubre;256
Total nacional;Asturias, Principado de;Noruega;Noviembre;125
Total nacional;Asturias, Principado de;Noruega;Diciembre;61
Total nacional;Asturias, Principado de;Rusia;Total;6.880
Total nacional;Asturias, Principado de;Rusia;Enero;74
Total nacional;Asturias, Principado de;Rusia;Febrero;230
Total nacional;Asturias, Principado de;Rusia;Marzo;76
Total nacional;Asturias, Principado de;Rusia;Abril;796
Total nacional;Asturias, Principado de;Rusia;Mayo;554
Total nacional;Asturias, Principado de;Rusia;Junio;884
Total nacional;Asturias, Principado de;Rusia;Julio;945
Total nacional;Asturias, Principado de;Rusia;Agosto;1.398
Total nacional;Asturias, Principado de;Rusia;Septiembre;821
Total nacional;Asturias, Principado de;Rusia;Octubre;648
Total nacional;Asturias, Principado de;Rusia;Noviembre;216
Total nacional;Asturias, Principado de;Rusia;Diciembre;238
Total nacional;Asturias, Principado de;Suiza;Total;9.391
Total nacional;Asturias, Principado de;Suiza;Enero;99
Total nacional;Asturias, Principado de;Suiza;Febrero;85
Total nacional;Asturias, Principado de;Suiza;Marzo;178
Total nacional;Asturias, Principado de;Suiza;Abril;570
Total nacional;Asturias, Principado de;Suiza;Mayo;1.890
Total nacional;Asturias, Principado de;Suiza;Junio;1.033
Total nacional;Asturias, Principado de;Suiza;Julio;1.557
Total nacional;Asturias, Principado de;Suiza;Agosto;2.012
Total nacional;Asturias, Principado de;Suiza;Septiembre;1.160
Total nacional;Asturias, Principado de;Suiza;Octubre;450
Total nacional;Asturias, Principado de;Suiza;Noviembre;115
Total nacional;Asturias, Principado de;Suiza;Diciembre;242
Total nacional;Asturias, Principado de;Resto de Europa sin U.E.;Total;8.259
Total nacional;Asturias, Principado de;Resto de Europa sin U.E.;Enero;223
Total nacional;Asturias, Principado de;Resto de Europa sin U.E.;Febrero;203
Total nacional;Asturias, Principado de;Resto de Europa sin U.E.;Marzo;581
Total nacional;Asturias, Principado de;Resto de Europa sin U.E.;Abril;438
Total nacional;Asturias, Principado de;Resto de Europa sin U.E.;Mayo;516
Total nacional;Asturias, Principado de;Resto de Europa sin U.E.;Junio;940
Total nacional;Asturias, Principado de;Resto de Europa sin U.E.;Julio;855
Total nacional;Asturias, Principado de;Resto de Europa sin U.E.;Agosto;1.283
Total nacional;Asturias, Principado de;Resto de Europa sin U.E.;Septiembre;1.831
Total nacional;Asturias, Principado de;Resto de Europa sin U.E.;Octubre;770
Total nacional;Asturias, Principado de;Resto de Europa sin U.E.;Noviembre;302
Total nacional;Asturias, Principado de;Resto de Europa sin U.E.;Diciembre;317
Total nacional;Asturias, Principado de;Japón;Total;4.927
Total nacional;Asturias, Principado de;Japón;Enero;79
Total nacional;Asturias, Principado de;Japón;Febrero;197
Total nacional;Asturias, Principado de;Japón;Marzo;170
Total nacional;Asturias, Principado de;Japón;Abril;46
Total nacional;Asturias, Principado de;Japón;Mayo;371
Total nacional;Asturias, Principado de;Japón;Junio;2.727
Total nacional;Asturias, Principado de;Japón;Julio;322
Total nacional;Asturias, Principado de;Japón;Agosto;249
Total nacional;Asturias, Principado de;Japón;Septiembre;498
Total nacional;Asturias, Principado de;Japón;Octubre;91
Total nacional;Asturias, Principado de;Japón;Noviembre;105
Total nacional;Asturias, Principado de;Japón;Diciembre;73
Total nacional;Asturias, Principado de;Estados Unidos;Total;42.071
Total nacional;Asturias, Principado de;Estados Unidos;Enero;349
Total nacional;Asturias, Principado de;Estados Unidos;Febrero;1.458
Total nacional;Asturias, Principado de;Estados Unidos;Marzo;1.092
Total nacional;Asturias, Principado de;Estados Unidos;Abril;3.359
Total nacional;Asturias, Principado de;Estados Unidos;Mayo;5.068
Total nacional;Asturias, Principado de;Estados Unidos;Junio;5.501
Total nacional;Asturias, Principado de;Estados Unidos;Julio;7.219
Total nacional;Asturias, Principado de;Estados Unidos;Agosto;4.158
Total nacional;Asturias, Principado de;Estados Unidos;Septiembre;5.424
Total nacional;Asturias, Principado de;Estados Unidos;Octubre;5.730
Total nacional;Asturias, Principado de;Estados Unidos;Noviembre;1.162
Total nacional;Asturias, Principado de;Estados Unidos;Diciembre;1.552
Total nacional;Asturias, Principado de;Resto de América;Total;76.631
Total nacional;Asturias, Principado de;Resto de América;Enero;2.755
Total nacional;Asturias, Principado de;Resto de América;Febrero;3.166
Total nacional;Asturias, Principado de;Resto de América;Marzo;3.378
Total nacional;Asturias, Principado de;Resto de América;Abril;6.360
Total nacional;Asturias, Principado de;Resto de América;Mayo;9.728
Total nacional;Asturias, Principado de;Resto de América;Junio;8.279
Total nacional;Asturias, Principado de;Resto de América;Julio;10.319
Total nacional;Asturias, Principado de;Resto de América;Agosto;8.311
Total nacional;Asturias, Principado de;Resto de América;Septiembre;10.503
Total nacional;Asturias, Principado de;Resto de América;Octubre;7.115
Total nacional;Asturias, Principado de;Resto de América;Noviembre;3.827
Total nacional;Asturias, Principado de;Resto de América;Diciembre;2.889
Total nacional;Asturias, Principado de;Países africanos;Total;4.758
Total nacional;Asturias, Principado de;Países africanos;Enero;158
Total nacional;Asturias, Principado de;Países africanos;Febrero;256
Total nacional;Asturias, Principado de;Países africanos;Marzo;684
Total nacional;Asturias, Principado de;Países africanos;Abril;398
Total nacional;Asturias, Principado de;Países africanos;Mayo;779
Total nacional;Asturias, Principado de;Países africanos;Junio;492
Total nacional;Asturias, Principado de;Países africanos;Julio;471
Total nacional;Asturias, Principado de;Países africanos;Agosto;290
Total nacional;Asturias, Principado de;Países africanos;Septiembre;745
Total nacional;Asturias, Principado de;Países africanos;Octubre;167
Total nacional;Asturias, Principado de;Países africanos;Noviembre;193
Total nacional;Asturias, Principado de;Países africanos;Diciembre;125
Total nacional;Balears, Illes;Total;Total;59.375.940
Total nacional;Balears, Illes;Total;Enero;224.756
Total nacional;Balears, Illes;Total;Febrero;522.678
Total nacional;Balears, Illes;Total;Marzo;1.215.890
Total nacional;Balears, Illes;Total;Abril;2.954.104
Total nacional;Balears, Illes;Total;Mayo;7.422.865
Total nacional;Balears, Illes;Total;Junio;9.420.349
Total nacional;Balears, Illes;Total;Julio;10.677.426
Total nacional;Balears, Illes;Total;Agosto;10.839.522
Total nacional;Balears, Illes;Total;Septiembre;9.242.703
Total nacional;Balears, Illes;Total;Octubre;6.168.244
Total nacional;Balears, Illes;Total;Noviembre;448.812
Total nacional;Balears, Illes;Total;Diciembre;238.590
Total nacional;Balears, Illes;Residentes en España;Total;5.165.589
Total nacional;Balears, Illes;Residentes en España;Enero;55.492
Total nacional;Balears, Illes;Residentes en España;Febrero;167.520
Total nacional;Balears, Illes;Residentes en España;Marzo;342.116
Total nacional;Balears, Illes;Residentes en España;Abril;409.113
Total nacional;Balears, Illes;Residentes en España;Mayo;497.317
Total nacional;Balears, Illes;Residentes en España;Junio;702.774
Total nacional;Balears, Illes;Residentes en España;Julio;805.712
Total nacional;Balears, Illes;Residentes en España;Agosto;911.072
Total nacional;Balears, Illes;Residentes en España;Septiembre;616.259
Total nacional;Balears, Illes;Residentes en España;Octubre;410.747
Total nacional;Balears, Illes;Residentes en España;Noviembre;156.305
Total nacional;Balears, Illes;Residentes en España;Diciembre;91.163
Total nacional;Balears, Illes;No residentes en España;Total;54.210.351
Total nacional;Balears, Illes;No residentes en España;Enero;169.263
Total nacional;Balears, Illes;No residentes en España;Febrero;355.159
Total nacional;Balears, Illes;No residentes en España;Marzo;873.775
Total nacional;Balears, Illes;No residentes en España;Abril;2.544.992
Total nacional;Balears, Illes;No residentes en España;Mayo;6.925.548
Total nacional;Balears, Illes;No residentes en España;Junio;8.717.575
Total nacional;Balears, Illes;No residentes en España;Julio;9.871.714
Total nacional;Balears, Illes;No residentes en España;Agosto;9.928.450
Total nacional;Balears, Illes;No residentes en España;Septiembre;8.626.444
Total nacional;Balears, Illes;No residentes en España;Octubre;5.757.497
Total nacional;Balears, Illes;No residentes en España;Noviembre;292.508
Total nacional;Balears, Illes;No residentes en España;Diciembre;147.427
Total nacional;Balears, Illes;Unión Europea (sin España);Total;49.689.525
Total nacional;Balears, Illes;Unión Europea (sin España);Enero;153.267
Total nacional;Balears, Illes;Unión Europea (sin España);Febrero;328.530
Total nacional;Balears, Illes;Unión Europea (sin España);Marzo;806.437
Total nacional;Balears, Illes;Unión Europea (sin España);Abril;2.302.204
Total nacional;Balears, Illes;Unión Europea (sin España);Mayo;6.484.507
Total nacional;Balears, Illes;Unión Europea (sin España);Junio;8.032.518
Total nacional;Balears, Illes;Unión Europea (sin España);Julio;8.841.673
Total nacional;Balears, Illes;Unión Europea (sin España);Agosto;9.087.182
Total nacional;Balears, Illes;Unión Europea (sin España);Septiembre;7.916.562
Total nacional;Balears, Illes;Unión Europea (sin España);Octubre;5.346.295
Total nacional;Balears, Illes;Unión Europea (sin España);Noviembre;262.329
Total nacional;Balears, Illes;Unión Europea (sin España);Diciembre;128.022
Total nacional;Balears, Illes;Alemania;Total;21.761.424
Total nacional;Balears, Illes;Alemania;Enero;113.935
Total nacional;Balears, Illes;Alemania;Febrero;257.082
Total nacional;Balears, Illes;Alemania;Marzo;588.035
Total nacional;Balears, Illes;Alemania;Abril;1.338.465
Total nacional;Balears, Illes;Alemania;Mayo;2.823.800
Total nacional;Balears, Illes;Alemania;Junio;3.392.409
Total nacional;Balears, Illes;Alemania;Julio;3.482.330
Total nacional;Balears, Illes;Alemania;Agosto;3.257.641
Total nacional;Balears, Illes;Alemania;Septiembre;3.367.555
Total nacional;Balears, Illes;Alemania;Octubre;2.897.714
Total nacional;Balears, Illes;Alemania;Noviembre;166.776
Total nacional;Balears, Illes;Alemania;Diciembre;75.682
Total nacional;Balears, Illes;Austria;Total;752.622
Total nacional;Balears, Illes;Austria;Enero;2.970
Total nacional;Balears, Illes;Austria;Febrero;8.838
Total nacional;Balears, Illes;Austria;Marzo;14.775
Total nacional;Balears, Illes;Austria;Abril;41.150
Total nacional;Balears, Illes;Austria;Mayo;87.136
Total nacional;Balears, Illes;Austria;Junio;103.750
Total nacional;Balears, Illes;Austria;Julio;159.626
Total nacional;Balears, Illes;Austria;Agosto;139.064
Total nacional;Balears, Illes;Austria;Septiembre;119.294
Total nacional;Balears, Illes;Austria;Octubre;63.611
Total nacional;Balears, Illes;Austria;Noviembre;9.634
Total nacional;Balears, Illes;Austria;Diciembre;2.775
Total nacional;Balears, Illes;Bélgica;Total;710.915
Total nacional;Balears, Illes;Bélgica;Enero;3.061
Total nacional;Balears, Illes;Bélgica;Febrero;2.281
Total nacional;Balears, Illes;Bélgica;Marzo;7.931
Total nacional;Balears, Illes;Bélgica;Abril;42.225
Total nacional;Balears, Illes;Bélgica;Mayo;95.803
Total nacional;Balears, Illes;Bélgica;Junio;89.447
Total nacional;Balears, Illes;Bélgica;Julio;163.442
Total nacional;Balears, Illes;Bélgica;Agosto;134.641
Total nacional;Balears, Illes;Bélgica;Septiembre;114.019
Total nacional;Balears, Illes;Bélgica;Octubre;52.786
Total nacional;Balears, Illes;Bélgica;Noviembre;4.015
Total nacional;Balears, Illes;Bélgica;Diciembre;1.266
Total nacional;Balears, Illes;Dinamarca;Total;919.261
Total nacional;Balears, Illes;Dinamarca;Enero;1.498
Total nacional;Balears, Illes;Dinamarca;Febrero;5.007
Total nacional;Balears, Illes;Dinamarca;Marzo;14.864
Total nacional;Balears, Illes;Dinamarca;Abril;45.956
Total nacional;Balears, Illes;Dinamarca;Mayo;97.049
Total nacional;Balears, Illes;Dinamarca;Junio;145.208
Total nacional;Balears, Illes;Dinamarca;Julio;236.064
Total nacional;Balears, Illes;Dinamarca;Agosto;152.150
Total nacional;Balears, Illes;Dinamarca;Septiembre;121.019
Total nacional;Balears, Illes;Dinamarca;Octubre;96.047
Total nacional;Balears, Illes;Dinamarca;Noviembre;3.295
Total nacional;Balears, Illes;Dinamarca;Diciembre;1.105
Total nacional;Balears, Illes;Finlandia;Total;240.347
Total nacional;Balears, Illes;Finlandia;Enero;1.008
Total nacional;Balears, Illes;Finlandia;Febrero;1.935
Total nacional;Balears, Illes;Finlandia;Marzo;4.990
Total nacional;Balears, Illes;Finlandia;Abril;19.803
Total nacional;Balears, Illes;Finlandia;Mayo;27.661
Total nacional;Balears, Illes;Finlandia;Junio;37.830
Total nacional;Balears, Illes;Finlandia;Julio;35.708
Total nacional;Balears, Illes;Finlandia;Agosto;33.963
Total nacional;Balears, Illes;Finlandia;Septiembre;33.988
Total nacional;Balears, Illes;Finlandia;Octubre;36.903
Total nacional;Balears, Illes;Finlandia;Noviembre;4.029
Total nacional;Balears, Illes;Finlandia;Diciembre;2.530
Total nacional;Balears, Illes;Francia;Total;2.101.998
Total nacional;Balears, Illes;Francia;Enero;4.589
Total nacional;Balears, Illes;Francia;Febrero;6.484
Total nacional;Balears, Illes;Francia;Marzo;14.000
Total nacional;Balears, Illes;Francia;Abril;136.680
Total nacional;Balears, Illes;Francia;Mayo;294.179
Total nacional;Balears, Illes;Francia;Junio;267.450
Total nacional;Balears, Illes;Francia;Julio;384.206
Total nacional;Balears, Illes;Francia;Agosto;504.747
Total nacional;Balears, Illes;Francia;Septiembre;317.112
Total nacional;Balears, Illes;Francia;Octubre;158.710
Total nacional;Balears, Illes;Francia;Noviembre;8.650
Total nacional;Balears, Illes;Francia;Diciembre;5.192
Total nacional;Balears, Illes;Grecia;Total;20.855
Total nacional;Balears, Illes;Grecia;Enero;261
Total nacional;Balears, Illes;Grecia;Febrero;129
Total nacional;Balears, Illes;Grecia;Marzo;597
