Sexo;Provincias;Periodo;Total
Mujeres;18 Granada;2038;48,145304
Mujeres;18 Granada;2037;47,943096
Mujeres;18 Granada;2036;47,730045
Mujeres;18 Granada;2035;47,506759
Mujeres;18 Granada;2034;47,274447
Mujeres;18 Granada;2033;47,034572
Mujeres;18 Granada;2032;46,788961
Mujeres;18 Granada;2031;46,539676
Mujeres;18 Granada;2030;46,288815
Mujeres;18 Granada;2029;46,038154
Mujeres;18 Granada;2028;45,789325
Mujeres;18 Granada;2027;45,543312
Mujeres;18 Granada;2026;45,299744
Mujeres;18 Granada;2025;45,056625
Mujeres;18 Granada;2024;44,809288
Mujeres;19 Guadalajara;2039;46,769542
Mujeres;19 Guadalajara;2038;46,566074
Mujeres;19 Guadalajara;2037;46,350973
Mujeres;19 Guadalajara;2036;46,124635
Mujeres;19 Guadalajara;2035;45,888308
Mujeres;19 Guadalajara;2034;45,643879
Mujeres;19 Guadalajara;2033;45,393643
Mujeres;19 Guadalajara;2032;45,140105
Mujeres;19 Guadalajara;2031;44,885796
Mujeres;19 Guadalajara;2030;44,63351
Mujeres;19 Guadalajara;2029;44,385908
Mujeres;19 Guadalajara;2028;44,145102
Mujeres;19 Guadalajara;2027;43,912307
Mujeres;19 Guadalajara;2026;43,68796
Mujeres;19 Guadalajara;2025;43,470657
Mujeres;19 Guadalajara;2024;43,255348
Mujeres;21 Huelva;2039;48,243453
Mujeres;21 Huelva;2038;48,019324
Mujeres;21 Huelva;2037;47,783739
Mujeres;21 Huelva;2036;47,537153
Mujeres;21 Huelva;2035;47,280231
Mujeres;21 Huelva;2034;47,014459
Mujeres;21 Huelva;2033;46,741546
Mujeres;21 Huelva;2032;46,463364
Mujeres;21 Huelva;2031;46,182214
Mujeres;21 Huelva;2030;45,900287
Mujeres;21 Huelva;2029;45,619533
Mujeres;21 Huelva;2028;45,341704
Mujeres;21 Huelva;2027;45,067954
Mujeres;21 Huelva;2026;44,797951
Mujeres;21 Huelva;2025;44,529811
Mujeres;21 Huelva;2024;44,259254
Mujeres;22 Huesca;2039;49,707495
Mujeres;22 Huesca;2038;49,523849
Mujeres;22 Huesca;2037;49,33118
Mujeres;22 Huesca;2036;49,130423
Mujeres;22 Huesca;2035;48,923379
Mujeres;22 Huesca;2034;48,71306
Mujeres;22 Huesca;2033;48,502689
Mujeres;22 Huesca;2032;48,295385
Mujeres;22 Huesca;2031;48,094578
Mujeres;22 Huesca;2030;47,903848
Mujeres;22 Huesca;2029;47,726439
Mujeres;22 Huesca;2028;47,565872
Mujeres;22 Huesca;2027;47,423115
Mujeres;22 Huesca;2026;47,297679
Mujeres;22 Huesca;2025;47,186375
Mujeres;22 Huesca;2024;47,080231
Mujeres;23 Jaén;2039;50,356775
Mujeres;23 Jaén;2038;50,111052
Mujeres;23 Jaén;2037;49,854009
Mujeres;23 Jaén;2036;49,586353
Mujeres;23 Jaén;2035;49,309452
Mujeres;23 Jaén;2034;49,025058
Mujeres;23 Jaén;2033;48,734897
Mujeres;23 Jaén;2032;48,440904
Mujeres;23 Jaén;2031;48,145154
Mujeres;23 Jaén;2030;47,849357
Mujeres;23 Jaén;2029;47,555157
Mujeres;23 Jaén;2028;47,263384
Mujeres;23 Jaén;2027;46,974523
Mujeres;23 Jaén;2026;46,687772
Mujeres;23 Jaén;2025;46,400833
Mujeres;23 Jaén;2024;46,110216
Mujeres;24 León;2039;54,460677
Mujeres;24 León;2038;54,279191
Mujeres;24 León;2037;54,088631
Mujeres;24 León;2036;53,890235
Mujeres;24 León;2035;53,684638
Mujeres;24 León;2034;53,474056
Mujeres;24 León;2033;53,261122
Mujeres;24 León;2032;53,048286
Mujeres;24 León;2031;52,837471
Mujeres;24 León;2030;52,631782
Mujeres;24 León;2029;52,433385
Mujeres;24 León;2028;52,243926
Mujeres;24 León;2027;52,064087
Mujeres;24 León;2026;51,892999
Mujeres;24 León;2025;51,727344
Mujeres;24 León;2024;51,561477
Mujeres;25 Lleida;2039;46,975519
Mujeres;25 Lleida;2038;46,856395
Mujeres;25 Lleida;2037;46,728309
Mujeres;25 Lleida;2036;46,591989
Mujeres;25 Lleida;2035;46,448715
Mujeres;25 Lleida;2034;46,300671
Mujeres;25 Lleida;2033;46,150341
Mujeres;25 Lleida;2032;46,000826
Mujeres;25 Lleida;2031;45,855445
Mujeres;25 Lleida;2030;45,717596
Mujeres;25 Lleida;2029;45,590452
Mujeres;25 Lleida;2028;45,476922
Mujeres;25 Lleida;2027;45,378297
Mujeres;25 Lleida;2026;45,294111
Mujeres;25 Lleida;2025;45,220743
Mujeres;25 Lleida;2024;45,14933
Mujeres;27 Lugo;2039;54,064183
Mujeres;27 Lugo;2038;53,891975
Mujeres;27 Lugo;2037;53,713056
Mujeres;27 Lugo;2036;53,529022
Mujeres;27 Lugo;2035;53,341901
Mujeres;27 Lugo;2034;53,154448
Mujeres;27 Lugo;2033;52,969902
Mujeres;27 Lugo;2032;52,791397
Mujeres;27 Lugo;2031;52,622193
Mujeres;27 Lugo;2030;52,465312
Mujeres;27 Lugo;2029;52,323685
Mujeres;27 Lugo;2028;52,199368
Mujeres;27 Lugo;2027;52,093338
Mujeres;27 Lugo;2026;52,004526
Mujeres;27 Lugo;2025;51,928866
Mujeres;27 Lugo;2024;51,858978
Mujeres;28 Madrid;2039;47,401245
Mujeres;28 Madrid;2038;47,214337
Mujeres;28 Madrid;2037;47,019012
Mujeres;28 Madrid;2036;46,815921
Mujeres;28 Madrid;2035;46,606305
Mujeres;28 Madrid;2034;46,392275
Mujeres;28 Madrid;2033;46,176409
Mujeres;28 Madrid;2032;45,961713
Mujeres;28 Madrid;2031;45,751691
Mujeres;28 Madrid;2030;45,550042
Mujeres;28 Madrid;2029;45,360501
Mujeres;28 Madrid;2028;45,186409
Mujeres;28 Madrid;2027;45,030172
Mujeres;28 Madrid;2026;44,892169
Mujeres;28 Madrid;2025;44,769383
Mujeres;28 Madrid;2024;44,653302
Mujeres;29 Málaga;2039;48,30563
Mujeres;29 Málaga;2038;48,064048
Mujeres;29 Málaga;2037;47,812026
Mujeres;29 Málaga;2036;47,550014
Mujeres;29 Málaga;2035;47,278982
Mujeres;29 Málaga;2034;47,000463
Mujeres;29 Málaga;2033;46,716324
Mujeres;29 Málaga;2032;46,428788
Mujeres;29 Málaga;2031;46,140321
Mujeres;29 Málaga;2030;45,853524
Mujeres;29 Málaga;2029;45,570797
Mujeres;29 Málaga;2028;45,294329
Mujeres;29 Málaga;2027;45,025541
Mujeres;29 Málaga;2026;44,764682
Mujeres;29 Málaga;2025;44,510159
Mujeres;29 Málaga;2024;44,257356
Mujeres;30 Murcia;2039;45,637886
Mujeres;30 Murcia;2038;45,480309
Mujeres;30 Murcia;2037;45,312127
Mujeres;30 Murcia;2036;45,133504
Mujeres;30 Murcia;2035;44,945068
Mujeres;30 Murcia;2034;44,748005
Mujeres;30 Murcia;2033;44,543836
Mujeres;30 Murcia;2032;44,334419
Mujeres;30 Murcia;2031;44,121841
Mujeres;30 Murcia;2030;43,908029
Mujeres;30 Murcia;2029;43,694823
Mujeres;30 Murcia;2028;43,483694
Mujeres;30 Murcia;2027;43,275415
Mujeres;30 Murcia;2026;43,069352
Mujeres;30 Murcia;2025;42,863007
Mujeres;30 Murcia;2024;42,651218
Mujeres;31 Navarra;2039;47,83419
Mujeres;31 Navarra;2038;47,674719
Mujeres;31 Navarra;2037;47,504759
Mujeres;31 Navarra;2036;47,325268
Mujeres;31 Navarra;2035;47,137427
Mujeres;31 Navarra;2034;46,943232
Mujeres;31 Navarra;2033;46,745405
Mujeres;31 Navarra;2032;46,546759
Mujeres;31 Navarra;2031;46,350229
Mujeres;31 Navarra;2030;46,159167
Mujeres;31 Navarra;2029;45,976534
Mujeres;31 Navarra;2028;45,80502
Mujeres;31 Navarra;2027;45,646265
Mujeres;31 Navarra;2026;45,500186
Mujeres;31 Navarra;2025;45,363731
Mujeres;31 Navarra;2024;45,229724
Mujeres;32 Ourense;2039;55,129897
Mujeres;32 Ourense;2038;54,962742
Mujeres;32 Ourense;2037;54,790431
Mujeres;32 Ourense;2036;54,613722
Mujeres;32 Ourense;2035;54,433617
Mujeres;32 Ourense;2034;54,252622
Mujeres;32 Ourense;2033;54,073404
Mujeres;32 Ourense;2032;53,898412
Mujeres;32 Ourense;2031;53,730446
Mujeres;32 Ourense;2030;53,573068
Mujeres;32 Ourense;2029;53,429026
Mujeres;32 Ourense;2028;53,300294
Mujeres;32 Ourense;2027;53,187425
Mujeres;32 Ourense;2026;53,089758
Mujeres;32 Ourense;2025;53,003102
Mujeres;32 Ourense;2024;52,918614
Mujeres;34 Palencia;2039;54,050467
Mujeres;34 Palencia;2038;53,805492
Mujeres;34 Palencia;2037;53,547506
Mujeres;34 Palencia;2036;53,278466
Mujeres;34 Palencia;2035;53,000631
Mujeres;34 Palencia;2034;52,716821
Mujeres;34 Palencia;2033;52,430314
Mujeres;34 Palencia;2032;52,145128
Mujeres;34 Palencia;2031;51,865475
Mujeres;34 Palencia;2030;51,595572
Mujeres;34 Palencia;2029;51,338516
Mujeres;34 Palencia;2028;51,098911
Mujeres;34 Palencia;2027;50,878875
Mujeres;34 Palencia;2026;50,678922
Mujeres;34 Palencia;2025;50,497724
Mujeres;34 Palencia;2024;50,330867
Mujeres;35 Palmas, Las;2039;49,036322
Mujeres;35 Palmas, Las;2038;48,776761
Mujeres;35 Palmas, Las;2037;48,506973
Mujeres;35 Palmas, Las;2036;48,227122
Mujeres;35 Palmas, Las;2035;47,937635
Mujeres;35 Palmas, Las;2034;47,639455
Mujeres;35 Palmas, Las;2033;47,33379
Mujeres;35 Palmas, Las;2032;47,021954
Mujeres;35 Palmas, Las;2031;46,705436
Mujeres;35 Palmas, Las;2030;46,385904
Mujeres;35 Palmas, Las;2029;46,064806
Mujeres;35 Palmas, Las;2028;45,743227
Mujeres;35 Palmas, Las;2027;45,421449
Mujeres;35 Palmas, Las;2026;45,098607
Mujeres;35 Palmas, Las;2025;44,772218
Mujeres;35 Palmas, Las;2024;44,437295
Mujeres;36 Pontevedra;2039;52,492397
Mujeres;36 Pontevedra;2038;52,266566
Mujeres;36 Pontevedra;2037;52,029656
Mujeres;36 Pontevedra;2036;51,782259
Mujeres;36 Pontevedra;2035;51,525266
Mujeres;36 Pontevedra;2034;51,260328
Mujeres;36 Pontevedra;2033;50,989208
Mujeres;36 Pontevedra;2032;50,714262
Mujeres;36 Pontevedra;2031;50,437768
Mujeres;36 Pontevedra;2030;50,162237
Mujeres;36 Pontevedra;2029;49,88935
Mujeres;36 Pontevedra;2028;49,621019
Mujeres;36 Pontevedra;2027;49,35813
Mujeres;36 Pontevedra;2026;49,100344
Mujeres;36 Pontevedra;2025;48,845785
Mujeres;36 Pontevedra;2024;48,589694
Mujeres;26 Rioja, La;2039;49,460645
Mujeres;26 Rioja, La;2038;49,269282
Mujeres;26 Rioja, La;2037;49,066536
Mujeres;26 Rioja, La;2036;48,853501
Mujeres;26 Rioja, La;2035;48,631667
Mujeres;26 Rioja, La;2034;48,40364
Mujeres;26 Rioja, La;2033;48,172257
Mujeres;26 Rioja, La;2032;47,940898
Mujeres;26 Rioja, La;2031;47,712887
Mujeres;26 Rioja, La;2030;47,492043
Mujeres;26 Rioja, La;2029;47,281179
Mujeres;26 Rioja, La;2028;47,083372
Mujeres;26 Rioja, La;2027;46,900551
Mujeres;26 Rioja, La;2026;46,732064
Mujeres;26 Rioja, La;2025;46,574759
Mujeres;26 Rioja, La;2024;46,42145
Mujeres;37 Salamanca;2039;53,343153
Mujeres;37 Salamanca;2038;53,145175
Mujeres;37 Salamanca;2037;52,937994
Mujeres;37 Salamanca;2036;52,722779
Mujeres;37 Salamanca;2035;52,500386
Mujeres;37 Salamanca;2034;52,273581
Mujeres;37 Salamanca;2033;52,045105
Mujeres;37 Salamanca;2032;51,818033
Mujeres;37 Salamanca;2031;51,595765
Mujeres;37 Salamanca;2030;51,381925
Mujeres;37 Salamanca;2029;51,180122
Mujeres;37 Salamanca;2028;50,992953
Mujeres;37 Salamanca;2027;50,822051
Mujeres;37 Salamanca;2026;50,668258
Mujeres;37 Salamanca;2025;50,528371
Mujeres;37 Salamanca;2024;50,395126
Mujeres;38 Santa Cruz de Tenerife;2039;49,881679
Mujeres;38 Santa Cruz de Tenerife;2038;49,615659
Mujeres;38 Santa Cruz de Tenerife;2037;49,340928
Mujeres;38 Santa Cruz de Tenerife;2036;49,058017
Mujeres;38 Santa Cruz de Tenerife;2035;48,7676
Mujeres;38 Santa Cruz de Tenerife;2034;48,470851
Mujeres;38 Santa Cruz de Tenerife;2033;48,169274
Mujeres;38 Santa Cruz de Tenerife;2032;47,864606
Mujeres;38 Santa Cruz de Tenerife;2031;47,558661
Mujeres;38 Santa Cruz de Tenerife;2030;47,253415
Mujeres;38 Santa Cruz de Tenerife;2029;46,950684
Mujeres;38 Santa Cruz de Tenerife;2028;46,651825
Mujeres;38 Santa Cruz de Tenerife;2027;46,357411
Mujeres;38 Santa Cruz de Tenerife;2026;46,066729
Mujeres;38 Santa Cruz de Tenerife;2025;45,776677
Mujeres;38 Santa Cruz de Tenerife;2024;45,481135
Mujeres;40 Segovia;2039;50,631932
Mujeres;40 Segovia;2038;50,418584
Mujeres;40 Segovia;2037;50,197183
Mujeres;40 Segovia;2036;49,968989
Mujeres;40 Segovia;2035;49,735867
Mujeres;40 Segovia;2034;49,500951
Mujeres;40 Segovia;2033;49,267786
Mujeres;40 Segovia;2032;49,039528
Mujeres;40 Segovia;2031;48,819528
Mujeres;40 Segovia;2030;48,611338
Mujeres;40 Segovia;2029;48,418207
Mujeres;40 Segovia;2028;48,242974
Mujeres;40 Segovia;2027;48,085847
Mujeres;40 Segovia;2026;47,946516
Mujeres;40 Segovia;2025;47,821084
Mujeres;40 Segovia;2024;47,70177
Mujeres;41 Sevilla;2039;48,093272
Mujeres;41 Sevilla;2038;47,888027
Mujeres;41 Sevilla;2037;47,670529
Mujeres;41 Sevilla;2036;47,44084
Mujeres;41 Sevilla;2035;47,199241
Mujeres;41 Sevilla;2034;46,946756
Mujeres;41 Sevilla;2033;46,684772
Mujeres;41 Sevilla;2032;46,414911
Mujeres;41 Sevilla;2031;46,139088
Mujeres;41 Sevilla;2030;45,859339
Mujeres;41 Sevilla;2029;45,577363
Mujeres;41 Sevilla;2028;45,294646
Mujeres;41 Sevilla;2027;45,012299
Mujeres;41 Sevilla;2026;44,730547
Mujeres;41 Sevilla;2025;44,448383
Mujeres;41 Sevilla;2024;44,162991
Mujeres;42 Soria;2039;50,675145
Mujeres;42 Soria;2038;50,521765
Mujeres;42 Soria;2037;50,359663
Mujeres;42 Soria;2036;50,190696
Mujeres;42 Soria;2035;50,016845
Mujeres;42 Soria;2034;49,841171
Mujeres;42 Soria;2033;49,667111
Mujeres;42 Soria;2032;49,498862
Mujeres;42 Soria;2031;49,340222
Mujeres;42 Soria;2030;49,196369
Mujeres;42 Soria;2029;49,071521
Mujeres;42 Soria;2028;48,969087
Mujeres;42 Soria;2027;48,891481
Mujeres;42 Soria;2026;48,839563
Mujeres;42 Soria;2025;48,809959
Mujeres;42 Soria;2024;48,79454
Mujeres;43 Tarragona;2039;47,59645
Mujeres;43 Tarragona;2038;47,425724
Mujeres;43 Tarragona;2037;47,244921
Mujeres;43 Tarragona;2036;47,054244
Mujeres;43 Tarragona;2035;46,85464
Mujeres;43 Tarragona;2034;46,647852
Mujeres;43 Tarragona;2033;46,436067
Mujeres;43 Tarragona;2032;46,221964
Mujeres;43 Tarragona;2031;46,008651
Mujeres;43 Tarragona;2030;45,799193
Mujeres;43 Tarragona;2029;45,596793
Mujeres;43 Tarragona;2028;45,404237
Mujeres;43 Tarragona;2027;45,223463
Mujeres;43 Tarragona;2026;45,054643
Mujeres;43 Tarragona;2025;44,895227
Mujeres;43 Tarragona;2024;44,738505
Mujeres;44 Teruel;2039;49,580805
Mujeres;44 Teruel;2038;49,42516
Mujeres;44 Teruel;2037;49,261058
Mujeres;44 Teruel;2036;49,089896
Mujeres;44 Teruel;2035;48,914503
Mujeres;44 Teruel;2034;48,73782
Mujeres;44 Teruel;2033;48,563932
Mujeres;44 Teruel;2032;48,396284
Mujeres;44 Teruel;2031;48,238874
Mujeres;44 Teruel;2030;48,095266
Mujeres;44 Teruel;2029;47,968582
Mujeres;44 Teruel;2028;47,861456
Mujeres;44 Teruel;2027;47,774948
Mujeres;44 Teruel;2026;47,707656
Mujeres;44 Teruel;2025;47,655411
Mujeres;44 Teruel;2024;47,608579
Mujeres;45 Toledo;2039;46,921053
Mujeres;45 Toledo;2038;46,752587
Mujeres;45 Toledo;2037;46,573215
Mujeres;45 Toledo;2036;46,383172
Mujeres;45 Toledo;2035;46,183472
Mujeres;45 Toledo;2034;45,975903
Mujeres;45 Toledo;2033;45,762515
Mujeres;45 Toledo;2032;45,545757
Mujeres;45 Toledo;2031;45,328518
Mujeres;45 Toledo;2030;45,113775
Mujeres;45 Toledo;2029;44,904354
Mujeres;45 Toledo;2028;44,702664
Mujeres;45 Toledo;2027;44,510519
Mujeres;45 Toledo;2026;44,328466
Mujeres;45 Toledo;2025;44,154652
Mujeres;45 Toledo;2024;43,984193
Mujeres;46 Valencia/València;2039;47,666137
Mujeres;46 Valencia/València;2038;47,51472
Mujeres;46 Valencia/València;2037;47,354166
Mujeres;46 Valencia/València;2036;47,184967
Mujeres;46 Valencia/València;2035;47,008346
Mujeres;46 Valencia/València;2034;46,826139
Mujeres;46 Valencia/València;2033;46,64064
Mujeres;46 Valencia/València;2032;46,454672
Mujeres;46 Valencia/València;2031;46,271582
Mujeres;46 Valencia/València;2030;46,094736
Mujeres;46 Valencia/València;2029;45,927606
Mujeres;46 Valencia/València;2028;45,773303
Mujeres;46 Valencia/València;2027;45,634103
Mujeres;46 Valencia/València;2026;45,510337
Mujeres;46 Valencia/València;2025;45,399061
Mujeres;46 Valencia/València;2024;45,292493
Mujeres;47 Valladolid;2039;51,537492
Mujeres;47 Valladolid;2038;51,377397
Mujeres;47 Valladolid;2037;51,203377
Mujeres;47 Valladolid;2036;51,016059
Mujeres;47 Valladolid;2035;50,81608
Mujeres;47 Valladolid;2034;50,605314
Mujeres;47 Valladolid;2033;50,385827
Mujeres;47 Valladolid;2032;50,160021
Mujeres;47 Valladolid;2031;49,93027
Mujeres;47 Valladolid;2030;49,698918
Mujeres;47 Valladolid;2029;49,468149
Mujeres;47 Valladolid;2028;49,240399
Mujeres;47 Valladolid;2027;49,016882
Mujeres;47 Valladolid;2026;48,797532
Mujeres;47 Valladolid;2025;48,580134
Mujeres;47 Valladolid;2024;48,360088
Mujeres;49 Zamora;2039;56,482636
Mujeres;49 Zamora;2038;56,268436
Mujeres;49 Zamora;2037;56,047048
Mujeres;49 Zamora;2036;55,819383
Mujeres;49 Zamora;2035;55,585235
Mujeres;49 Zamora;2034;55,347317
Mujeres;49 Zamora;2033;55,108569
Mujeres;49 Zamora;2032;54,871352
Mujeres;49 Zamora;2031;54,638099
Mujeres;49 Zamora;2030;54,411199
Mujeres;49 Zamora;2029;54,192943
Mujeres;49 Zamora;2028;53,985979
Mujeres;49 Zamora;2027;53,790748
Mujeres;49 Zamora;2026;53,605166
Mujeres;49 Zamora;2025;53,426297
Mujeres;49 Zamora;2024;53,247193
Mujeres;50 Zaragoza;2039;49,029876
Mujeres;50 Zaragoza;2038;48,885222
Mujeres;50 Zaragoza;2037;48,729988
Mujeres;50 Zaragoza;2036;48,564914
Mujeres;50 Zaragoza;2035;48,391155
Mujeres;50 Zaragoza;2034;48,210879
Mujeres;50 Zaragoza;2033;48,026624
Mujeres;50 Zaragoza;2032;47,841384
Mujeres;50 Zaragoza;2031;47,658281
Mujeres;50 Zaragoza;2030;47,480743
Mujeres;50 Zaragoza;2029;47,31186
Mujeres;50 Zaragoza;2028;47,15423
Mujeres;50 Zaragoza;2027;47,009667
Mujeres;50 Zaragoza;2026;46,877912
Mujeres;50 Zaragoza;2025;46,755857
Mujeres;50 Zaragoza;2024;46,635702
Mujeres;51 Ceuta;2039;44,274454
Mujeres;51 Ceuta;2038;44,010544
Mujeres;51 Ceuta;2037;43,737781
Mujeres;51 Ceuta;2036;43,456359
Mujeres;51 Ceuta;2035;43,16652
Mujeres;51 Ceuta;2034;42,868796
Mujeres;51 Ceuta;2033;42,563533
Mujeres;51 Ceuta;2032;42,251201
Mujeres;51 Ceuta;2031;41,93252
Mujeres;51 Ceuta;2030;41,608072
Mujeres;51 Ceuta;2029;41,277999
Mujeres;51 Ceuta;2028;40,942192
Mujeres;51 Ceuta;2027;40,600845
Mujeres;51 Ceuta;2026;40,253592
Mujeres;51 Ceuta;2025;39,899084
Mujeres;51 Ceuta;2024;39,536127
Mujeres;52 Melilla;2039;43,842151
Mujeres;52 Melilla;2038;43,498864
Mujeres;52 Melilla;2037;43,146463
Mujeres;52 Melilla;2036;42,785286
Mujeres;52 Melilla;2035;42,415642
Mujeres;52 Melilla;2034;42,038008
Mujeres;52 Melilla;2033;41,65304
Mujeres;52 Melilla;2032;41,26138
Mujeres;52 Melilla;2031;40,863345
Mujeres;52 Melilla;2030;40,45962
Mujeres;52 Melilla;2029;40,050266
Mujeres;52 Melilla;2028;39,634873
Mujeres;52 Melilla;2027;39,213109
Mujeres;52 Melilla;2026;38,784277
Mujeres;52 Melilla;2025;38,346781
Mujeres;52 Melilla;2024;37,899123
