Viajeros y pernoctaciones;Residencia: Nivel 1;Residencia: Nivel 2;Totales Territoriales;Comunidades y Ciudades Autónomas;Provincias;Periodo;Total
Pernoctaciones;Total;Residentes en el Extranjero;Total Nacional;13 Madrid, Comunidad de;;2016M12;792.231
Pernoctaciones;Total;Residentes en el Extranjero;Total Nacional;13 Madrid, Comunidad de;;2017M01;835.084
Pernoctaciones;Total;Residentes en el Extranjero;Total Nacional;13 Madrid, Comunidad de;;2017M02;829.793
Pernoctaciones;Total;Residentes en el Extranjero;Total Nacional;13 Madrid, Comunidad de;;2017M03;1.011.910
Pernoctaciones;Total;Residentes en el Extranjero;Total Nacional;13 Madrid, Comunidad de;;2017M04;1.222.393
Pernoctaciones;Total;Residentes en el Extranjero;Total Nacional;13 Madrid, Comunidad de;;2017M05;1.247.879
Pernoctaciones;Total;Residentes en el Extranjero;Total Nacional;13 Madrid, Comunidad de;;2017M06;1.264.354
Pernoctaciones;Total;Residentes en el Extranjero;Total Nacional;13 Madrid, Comunidad de;;2017M07;1.226.861
Pernoctaciones;Total;Residentes en el Extranjero;Total Nacional;13 Madrid, Comunidad de;;2017M08;1.124.879
Pernoctaciones;Total;Residentes en el Extranjero;Total Nacional;13 Madrid, Comunidad de;;2017M09;1.253.304
Pernoctaciones;Total;Residentes en el Extranjero;Total Nacional;13 Madrid, Comunidad de;;2017M10;1.264.950
Pernoctaciones;Total;Residentes en el Extranjero;Total Nacional;13 Madrid, Comunidad de;;2017M11;1.005.803
Pernoctaciones;Total;Residentes en el Extranjero;Total Nacional;13 Madrid, Comunidad de;;2017M12;875.888
Pernoctaciones;Total;Residentes en el Extranjero;Total Nacional;13 Madrid, Comunidad de;;2018M01;850.891
Pernoctaciones;Total;Residentes en el Extranjero;Total Nacional;13 Madrid, Comunidad de;;2018M02;839.162
Pernoctaciones;Total;Residentes en el Extranjero;Total Nacional;13 Madrid, Comunidad de;;2018M03;1.047.637
Pernoctaciones;Total;Residentes en el Extranjero;Total Nacional;13 Madrid, Comunidad de;;2018M04;1.205.943
Pernoctaciones;Total;Residentes en el Extranjero;Total Nacional;13 Madrid, Comunidad de;;2018M05;1.249.670
Pernoctaciones;Total;Residentes en el Extranjero;Total Nacional;13 Madrid, Comunidad de;;2018M06;1.225.162
Pernoctaciones;Total;Residentes en el Extranjero;Total Nacional;13 Madrid, Comunidad de;;2018M07;1.251.419
Pernoctaciones;Total;Residentes en el Extranjero;Total Nacional;13 Madrid, Comunidad de;;2018M08;1.070.532
Pernoctaciones;Total;Residentes en el Extranjero;Total Nacional;13 Madrid, Comunidad de;;2018M09;1.253.989
Pernoctaciones;Total;Residentes en el Extranjero;Total Nacional;13 Madrid, Comunidad de;;2018M10;1.347.316
Pernoctaciones;Total;Residentes en el Extranjero;Total Nacional;13 Madrid, Comunidad de;;2018M11;1.073.916
Pernoctaciones;Total;Residentes en el Extranjero;Total Nacional;13 Madrid, Comunidad de;;2018M12;928.281
Pernoctaciones;Total;Residentes en el Extranjero;Total Nacional;13 Madrid, Comunidad de;;2019M01;888.710
Pernoctaciones;Total;Residentes en el Extranjero;Total Nacional;13 Madrid, Comunidad de;;2019M02;881.619
Pernoctaciones;Total;Residentes en el Extranjero;Total Nacional;13 Madrid, Comunidad de;;2019M03;1.197.738
Pernoctaciones;Total;Residentes en el Extranjero;Total Nacional;13 Madrid, Comunidad de;;2019M04;1.243.947
Pernoctaciones;Total;Residentes en el Extranjero;Total Nacional;13 Madrid, Comunidad de;;2019M05;1.384.625
Pernoctaciones;Total;Residentes en el Extranjero;Total Nacional;13 Madrid, Comunidad de;;2019M06;1.366.216
Pernoctaciones;Total;Residentes en el Extranjero;Total Nacional;13 Madrid, Comunidad de;;2019M07;1.367.073
Pernoctaciones;Total;Residentes en el Extranjero;Total Nacional;13 Madrid, Comunidad de;;2019M08;1.189.764
Pernoctaciones;Total;Residentes en el Extranjero;Total Nacional;13 Madrid, Comunidad de;;2019M09;1.375.365
Pernoctaciones;Total;Residentes en el Extranjero;Total Nacional;13 Madrid, Comunidad de;;2019M10;1.416.809
Pernoctaciones;Total;Residentes en el Extranjero;Total Nacional;13 Madrid, Comunidad de;;2019M11;1.150.362
Pernoctaciones;Total;Residentes en el Extranjero;Total Nacional;13 Madrid, Comunidad de;;2019M12;1.011.203
