Viajeros y pernoctaciones;RESIDENCIA/ORIGEN;Países;Periodo;Total
Pernoctaciones;Total;Otros Países Europeos;2019M05;390.625
Pernoctaciones;Total;Otros Países Europeos;2019M06;568.004
Pernoctaciones;Total;Otros Países Europeos;2019M07;636.816
Pernoctaciones;Total;Otros Países Europeos;2019M08;535.253
Pernoctaciones;Total;Otros Países Europeos;2019M09;539.915
Pernoctaciones;Total;Otros Países Europeos;2019M10;363.753
Pernoctaciones;Total;Otros Países Europeos;2019M11;219.958
Pernoctaciones;Total;Otros Países Europeos;2019M12;202.537
Pernoctaciones;Total;África;2015M01;97.508
Pernoctaciones;Total;África;2015M02;80.676
Pernoctaciones;Total;África;2015M03;98.759
Pernoctaciones;Total;África;2015M04;99.928
Pernoctaciones;Total;África;2015M05;109.713
Pernoctaciones;Total;África;2015M06;93.971
Pernoctaciones;Total;África;2015M07;147.708
Pernoctaciones;Total;África;2015M08;287.531
Pernoctaciones;Total;África;2015M09;126.336
Pernoctaciones;Total;África;2015M10;101.379
Pernoctaciones;Total;África;2015M11;93.077
Pernoctaciones;Total;África;2015M12;95.070
Pernoctaciones;Total;África;2016M01;101.600
Pernoctaciones;Total;África;2016M02;94.340
Pernoctaciones;Total;África;2016M03;102.361
Pernoctaciones;Total;África;2016M04;124.679
Pernoctaciones;Total;África;2016M05;124.192
Pernoctaciones;Total;África;2016M06;82.193
Pernoctaciones;Total;África;2016M07;222.183
Pernoctaciones;Total;África;2016M08;326.405
Pernoctaciones;Total;África;2016M09;160.456
Pernoctaciones;Total;África;2016M10;124.726
Pernoctaciones;Total;África;2016M11;105.893
Pernoctaciones;Total;África;2016M12;121.566
Pernoctaciones;Total;África;2017M01;138.273
Pernoctaciones;Total;África;2017M02;109.128
Pernoctaciones;Total;África;2017M03;111.205
Pernoctaciones;Total;África;2017M04;134.567
Pernoctaciones;Total;África;2017M05;130.038
Pernoctaciones;Total;África;2017M06;131.600
Pernoctaciones;Total;África;2017M07;265.796
Pernoctaciones;Total;África;2017M08;356.267
Pernoctaciones;Total;África;2017M09;163.552
Pernoctaciones;Total;África;2017M10;129.992
Pernoctaciones;Total;África;2017M11;116.200
Pernoctaciones;Total;África;2017M12;115.738
Pernoctaciones;Total;África;2018M01;141.767
Pernoctaciones;Total;África;2018M02;123.886
Pernoctaciones;Total;África;2018M03;113.553
Pernoctaciones;Total;África;2018M04;140.913
Pernoctaciones;Total;África;2018M05;118.029
Pernoctaciones;Total;África;2018M06;138.627
Pernoctaciones;Total;África;2018M07;249.979
Pernoctaciones;Total;África;2018M08;335.617
Pernoctaciones;Total;África;2018M09;250.531
Pernoctaciones;Total;África;2018M10;152.300
Pernoctaciones;Total;África;2018M11;162.035
Pernoctaciones;Total;África;2018M12;152.080
Pernoctaciones;Total;África;2019M01;188.149
Pernoctaciones;Total;África;2019M02;144.708
Pernoctaciones;Total;África;2019M03;150.589
Pernoctaciones;Total;África;2019M04;183.020
Pernoctaciones;Total;África;2019M05;119.204
Pernoctaciones;Total;África;2019M06;170.448
Pernoctaciones;Total;África;2019M07;251.936
Pernoctaciones;Total;África;2019M08;333.480
Pernoctaciones;Total;África;2019M09;179.229
Pernoctaciones;Total;África;2019M10;161.395
Pernoctaciones;Total;África;2019M11;143.434
Pernoctaciones;Total;África;2019M12;152.593
Pernoctaciones;Total;UE28 sin España;2015M01;6.655.661
Pernoctaciones;Total;UE28 sin España;2015M02;7.025.001
Pernoctaciones;Total;UE28 sin España;2015M03;8.726.719
Pernoctaciones;Total;UE28 sin España;2015M04;11.061.527
Pernoctaciones;Total;UE28 sin España;2015M05;16.114.261
Pernoctaciones;Total;UE28 sin España;2015M06;17.810.881
Pernoctaciones;Total;UE28 sin España;2015M07;21.339.558
Pernoctaciones;Total;UE28 sin España;2015M08;23.346.369
Pernoctaciones;Total;UE28 sin España;2015M09;19.933.872
Pernoctaciones;Total;UE28 sin España;2015M10;16.061.756
Pernoctaciones;Total;UE28 sin España;2015M11;7.901.141
Pernoctaciones;Total;UE28 sin España;2015M12;6.928.538
Pernoctaciones;Total;UE28 sin España;2016M01;7.194.914
Pernoctaciones;Total;UE28 sin España;2016M02;7.880.430
Pernoctaciones;Total;UE28 sin España;2016M03;10.175.548
Pernoctaciones;Total;UE28 sin España;2016M04;12.383.861
Pernoctaciones;Total;UE28 sin España;2016M05;17.835.646
Pernoctaciones;Total;UE28 sin España;2016M06;20.083.054
Pernoctaciones;Total;UE28 sin España;2016M07;23.296.385
Pernoctaciones;Total;UE28 sin España;2016M08;25.006.689
Pernoctaciones;Total;UE28 sin España;2016M09;21.662.455
Pernoctaciones;Total;UE28 sin España;2016M10;17.486.424
Pernoctaciones;Total;UE28 sin España;2016M11;8.431.121
Pernoctaciones;Total;UE28 sin España;2016M12;7.387.640
Pernoctaciones;Total;UE28 sin España;2017M01;7.733.429
Pernoctaciones;Total;UE28 sin España;2017M02;7.999.434
Pernoctaciones;Total;UE28 sin España;2017M03;9.925.871
Pernoctaciones;Total;UE28 sin España;2017M04;13.451.248
Pernoctaciones;Total;UE28 sin España;2017M05;18.478.398
Pernoctaciones;Total;UE28 sin España;2017M06;21.059.182
Pernoctaciones;Total;UE28 sin España;2017M07;23.548.571
Pernoctaciones;Total;UE28 sin España;2017M08;24.626.851
Pernoctaciones;Total;UE28 sin España;2017M09;21.702.360
Pernoctaciones;Total;UE28 sin España;2017M10;17.652.497
Pernoctaciones;Total;UE28 sin España;2017M11;8.417.250
Pernoctaciones;Total;UE28 sin España;2017M12;7.169.283
Pernoctaciones;Total;UE28 sin España;2018M01;7.695.524
Pernoctaciones;Total;UE28 sin España;2018M02;8.009.277
Pernoctaciones;Total;UE28 sin España;2018M03;10.209.199
Pernoctaciones;Total;UE28 sin España;2018M04;12.766.655
Pernoctaciones;Total;UE28 sin España;2018M05;18.710.497
Pernoctaciones;Total;UE28 sin España;2018M06;20.386.363
Pernoctaciones;Total;UE28 sin España;2018M07;22.725.206
Pernoctaciones;Total;UE28 sin España;2018M08;23.832.308
Pernoctaciones;Total;UE28 sin España;2018M09;21.280.340
Pernoctaciones;Total;UE28 sin España;2018M10;17.663.247
Pernoctaciones;Total;UE28 sin España;2018M11;8.368.006
Pernoctaciones;Total;UE28 sin España;2018M12;7.319.635
Pernoctaciones;Total;UE28 sin España;2019M01;7.536.252
Pernoctaciones;Total;UE28 sin España;2019M02;7.796.525
Pernoctaciones;Total;UE28 sin España;2019M03;9.996.892
Pernoctaciones;Total;UE28 sin España;2019M04;13.075.235
Pernoctaciones;Total;UE28 sin España;2019M05;17.720.120
Pernoctaciones;Total;UE28 sin España;2019M06;20.160.683
Pernoctaciones;Total;UE28 sin España;2019M07;22.110.924
Pernoctaciones;Total;UE28 sin España;2019M08;23.500.633
Pernoctaciones;Total;UE28 sin España;2019M09;20.685.054
Pernoctaciones;Total;UE28 sin España;2019M10;16.996.155
Pernoctaciones;Total;UE28 sin España;2019M11;8.187.573
Pernoctaciones;Total;UE28 sin España;2019M12;7.357.603
Pernoctaciones;Total;UE27_2020 sin España;2015M01;""
Pernoctaciones;Total;UE27_2020 sin España;2015M02;""
Pernoctaciones;Total;UE27_2020 sin España;2015M03;""
Pernoctaciones;Total;UE27_2020 sin España;2015M04;""
Pernoctaciones;Total;UE27_2020 sin España;2015M05;""
Pernoctaciones;Total;UE27_2020 sin España;2015M06;""
Pernoctaciones;Total;UE27_2020 sin España;2015M07;""
Pernoctaciones;Total;UE27_2020 sin España;2015M08;""
Pernoctaciones;Total;UE27_2020 sin España;2015M09;""
Pernoctaciones;Total;UE27_2020 sin España;2015M10;""
Pernoctaciones;Total;UE27_2020 sin España;2015M11;""
Pernoctaciones;Total;UE27_2020 sin España;2015M12;""
Pernoctaciones;Total;UE27_2020 sin España;2016M01;""
Pernoctaciones;Total;UE27_2020 sin España;2016M02;""
Pernoctaciones;Total;UE27_2020 sin España;2016M03;""
Pernoctaciones;Total;UE27_2020 sin España;2016M04;""
Pernoctaciones;Total;UE27_2020 sin España;2016M05;""
Pernoctaciones;Total;UE27_2020 sin España;2016M06;""
Pernoctaciones;Total;UE27_2020 sin España;2016M07;""
Pernoctaciones;Total;UE27_2020 sin España;2016M08;""
Pernoctaciones;Total;UE27_2020 sin España;2016M09;""
Pernoctaciones;Total;UE27_2020 sin España;2016M10;""
Pernoctaciones;Total;UE27_2020 sin España;2016M11;""
Pernoctaciones;Total;UE27_2020 sin España;2016M12;""
Pernoctaciones;Total;UE27_2020 sin España;2017M01;""
Pernoctaciones;Total;UE27_2020 sin España;2017M02;""
Pernoctaciones;Total;UE27_2020 sin España;2017M03;""
Pernoctaciones;Total;UE27_2020 sin España;2017M04;""
Pernoctaciones;Total;UE27_2020 sin España;2017M05;""
Pernoctaciones;Total;UE27_2020 sin España;2017M06;""
Pernoctaciones;Total;UE27_2020 sin España;2017M07;""
Pernoctaciones;Total;UE27_2020 sin España;2017M08;""
Pernoctaciones;Total;UE27_2020 sin España;2017M09;""
Pernoctaciones;Total;UE27_2020 sin España;2017M10;""
Pernoctaciones;Total;UE27_2020 sin España;2017M11;""
Pernoctaciones;Total;UE27_2020 sin España;2017M12;""
Pernoctaciones;Total;UE27_2020 sin España;2018M01;""
Pernoctaciones;Total;UE27_2020 sin España;2018M02;""
Pernoctaciones;Total;UE27_2020 sin España;2018M03;""
Pernoctaciones;Total;UE27_2020 sin España;2018M04;""
Pernoctaciones;Total;UE27_2020 sin España;2018M05;""
Pernoctaciones;Total;UE27_2020 sin España;2018M06;""
Pernoctaciones;Total;UE27_2020 sin España;2018M07;""
Pernoctaciones;Total;UE27_2020 sin España;2018M08;""
Pernoctaciones;Total;UE27_2020 sin España;2018M09;""
Pernoctaciones;Total;UE27_2020 sin España;2018M10;""
Pernoctaciones;Total;UE27_2020 sin España;2018M11;""
Pernoctaciones;Total;UE27_2020 sin España;2018M12;""
Pernoctaciones;Total;UE27_2020 sin España;2019M01;""
Pernoctaciones;Total;UE27_2020 sin España;2019M02;5.450.984
Pernoctaciones;Total;UE27_2020 sin España;2019M03;7.054.170
Pernoctaciones;Total;UE27_2020 sin España;2019M04;9.354.159
Pernoctaciones;Total;UE27_2020 sin España;2019M05;11.541.528
Pernoctaciones;Total;UE27_2020 sin España;2019M06;13.164.473
Pernoctaciones;Total;UE27_2020 sin España;2019M07;14.909.480
Pernoctaciones;Total;UE27_2020 sin España;2019M08;16.207.813
Pernoctaciones;Total;UE27_2020 sin España;2019M09;13.607.323
Pernoctaciones;Total;UE27_2020 sin España;2019M10;11.385.486
Pernoctaciones;Total;UE27_2020 sin España;2019M11;5.774.916
Pernoctaciones;Total;UE27_2020 sin España;2019M12;5.147.683
Pernoctaciones;Total;Resto del Mundo;2015M01;412.289
Pernoctaciones;Total;Resto del Mundo;2015M02;433.123
Pernoctaciones;Total;Resto del Mundo;2015M03;493.520
Pernoctaciones;Total;Resto del Mundo;2015M04;597.452
Pernoctaciones;Total;Resto del Mundo;2015M05;716.402
Pernoctaciones;Total;Resto del Mundo;2015M06;768.433
Pernoctaciones;Total;Resto del Mundo;2015M07;869.227
Pernoctaciones;Total;Resto del Mundo;2015M08;1.003.684
Pernoctaciones;Total;Resto del Mundo;2015M09;857.971
Pernoctaciones;Total;Resto del Mundo;2015M10;754.131
Pernoctaciones;Total;Resto del Mundo;2015M11;500.778
Pernoctaciones;Total;Resto del Mundo;2015M12;456.467
Pernoctaciones;Total;Resto del Mundo;2016M01;484.709
Pernoctaciones;Total;Resto del Mundo;2016M02;557.019
Pernoctaciones;Total;Resto del Mundo;2016M03;576.456
Pernoctaciones;Total;Resto del Mundo;2016M04;631.907
Pernoctaciones;Total;Resto del Mundo;2016M05;783.810
Pernoctaciones;Total;Resto del Mundo;2016M06;730.250
Pernoctaciones;Total;Resto del Mundo;2016M07;960.362
Pernoctaciones;Total;Resto del Mundo;2016M08;908.446
Pernoctaciones;Total;Resto del Mundo;2016M09;864.616
Pernoctaciones;Total;Resto del Mundo;2016M10;753.503
Pernoctaciones;Total;Resto del Mundo;2016M11;507.857
Pernoctaciones;Total;Resto del Mundo;2016M12;589.109
Pernoctaciones;Total;Resto del Mundo;2017M01;572.663
Pernoctaciones;Total;Resto del Mundo;2017M02;557.083
Pernoctaciones;Total;Resto del Mundo;2017M03;647.533
Pernoctaciones;Total;Resto del Mundo;2017M04;792.285
Pernoctaciones;Total;Resto del Mundo;2017M05;890.501
Pernoctaciones;Total;Resto del Mundo;2017M06;860.915
Pernoctaciones;Total;Resto del Mundo;2017M07;1.030.346
Pernoctaciones;Total;Resto del Mundo;2017M08;1.058.398
Pernoctaciones;Total;Resto del Mundo;2017M09;928.110
Pernoctaciones;Total;Resto del Mundo;2017M10;871.149
Pernoctaciones;Total;Resto del Mundo;2017M11;553.612
Pernoctaciones;Total;Resto del Mundo;2017M12;564.968
Pernoctaciones;Total;Resto del Mundo;2018M01;548.116
Pernoctaciones;Total;Resto del Mundo;2018M02;621.574
Pernoctaciones;Total;Resto del Mundo;2018M03;626.611
Pernoctaciones;Total;Resto del Mundo;2018M04;767.677
Pernoctaciones;Total;Resto del Mundo;2018M05;904.304
Pernoctaciones;Total;Resto del Mundo;2018M06;991.968
Pernoctaciones;Total;Resto del Mundo;2018M07;1.072.182
Pernoctaciones;Total;Resto del Mundo;2018M08;1.038.836
Pernoctaciones;Total;Resto del Mundo;2018M09;1.009.907
Pernoctaciones;Total;Resto del Mundo;2018M10;946.724
Pernoctaciones;Total;Resto del Mundo;2018M11;687.685
Pernoctaciones;Total;Resto del Mundo;2018M12;715.222
Pernoctaciones;Total;Resto del Mundo;2019M01;655.341
Pernoctaciones;Total;Resto del Mundo;2019M02;685.650
Pernoctaciones;Total;Resto del Mundo;2019M03;707.283
Pernoctaciones;Total;Resto del Mundo;2019M04;851.156
Pernoctaciones;Total;Resto del Mundo;2019M05;921.999
Pernoctaciones;Total;Resto del Mundo;2019M06;1.084.270
Pernoctaciones;Total;Resto del Mundo;2019M07;1.137.277
Pernoctaciones;Total;Resto del Mundo;2019M08;1.122.472
Pernoctaciones;Total;Resto del Mundo;2019M09;993.533
Pernoctaciones;Total;Resto del Mundo;2019M10;973.765
Pernoctaciones;Total;Resto del Mundo;2019M11;748.970
Pernoctaciones;Total;Resto del Mundo;2019M12;728.111
Pernoctaciones;América (sin EEUU);;2015M01;304.895
Pernoctaciones;América (sin EEUU);;2015M02;279.699
Pernoctaciones;América (sin EEUU);;2015M03;366.816
Pernoctaciones;América (sin EEUU);;2015M04;421.819
Pernoctaciones;América (sin EEUU);;2015M05;596.433
Pernoctaciones;América (sin EEUU);;2015M06;577.351
Pernoctaciones;América (sin EEUU);;2015M07;679.440
Pernoctaciones;América (sin EEUU);;2015M08;568.503
Pernoctaciones;América (sin EEUU);;2015M09;634.947
Pernoctaciones;América (sin EEUU);;2015M10;613.222
Pernoctaciones;América (sin EEUU);;2015M11;359.192
Pernoctaciones;América (sin EEUU);;2015M12;292.689
Pernoctaciones;América (sin EEUU);;2016M01;361.999
Pernoctaciones;América (sin EEUU);;2016M02;327.129
Pernoctaciones;América (sin EEUU);;2016M03;420.189
Pernoctaciones;América (sin EEUU);;2016M04;475.443
Pernoctaciones;América (sin EEUU);;2016M05;670.061
Pernoctaciones;América (sin EEUU);;2016M06;685.514
Pernoctaciones;América (sin EEUU);;2016M07;783.917
Pernoctaciones;América (sin EEUU);;2016M08;634.552
Pernoctaciones;América (sin EEUU);;2016M09;757.325
Pernoctaciones;América (sin EEUU);;2016M10;697.620
Pernoctaciones;América (sin EEUU);;2016M11;416.731
Pernoctaciones;América (sin EEUU);;2016M12;367.425
Pernoctaciones;América (sin EEUU);;2017M01;449.603
Pernoctaciones;América (sin EEUU);;2017M02;417.615
Pernoctaciones;América (sin EEUU);;2017M03;487.196
Pernoctaciones;América (sin EEUU);;2017M04;634.039
Pernoctaciones;América (sin EEUU);;2017M05;835.075
Pernoctaciones;América (sin EEUU);;2017M06;835.799
Pernoctaciones;América (sin EEUU);;2017M07;901.399
Pernoctaciones;América (sin EEUU);;2017M08;779.970
Pernoctaciones;América (sin EEUU);;2017M09;860.590
Pernoctaciones;América (sin EEUU);;2017M10;792.297
Pernoctaciones;América (sin EEUU);;2017M11;491.269
Pernoctaciones;América (sin EEUU);;2017M12;415.888
Pernoctaciones;América (sin EEUU);;2018M01;488.381
Pernoctaciones;América (sin EEUU);;2018M02;419.694
Pernoctaciones;América (sin EEUU);;2018M03;528.179
Pernoctaciones;América (sin EEUU);;2018M04;618.957
Pernoctaciones;América (sin EEUU);;2018M05;866.613
Pernoctaciones;América (sin EEUU);;2018M06;830.919
Pernoctaciones;América (sin EEUU);;2018M07;959.674
Pernoctaciones;América (sin EEUU);;2018M08;794.192
Pernoctaciones;América (sin EEUU);;2018M09;896.628
Pernoctaciones;América (sin EEUU);;2018M10;796.395
Pernoctaciones;América (sin EEUU);;2018M11;520.078
Pernoctaciones;América (sin EEUU);;2018M12;449.004
Pernoctaciones;América (sin EEUU);;2019M01;509.172
Pernoctaciones;América (sin EEUU);;2019M02;431.601
Pernoctaciones;América (sin EEUU);;2019M03;576.751
Pernoctaciones;América (sin EEUU);;2019M04;717.286
Pernoctaciones;América (sin EEUU);;2019M05;955.719
Pernoctaciones;América (sin EEUU);;2019M06;975.806
Pernoctaciones;América (sin EEUU);;2019M07;1.094.219
Pernoctaciones;América (sin EEUU);;2019M08;958.864
Pernoctaciones;América (sin EEUU);;2019M09;1.060.141
Pernoctaciones;América (sin EEUU);;2019M10;939.378
Pernoctaciones;América (sin EEUU);;2019M11;622.878
Pernoctaciones;América (sin EEUU);;2019M12;559.336
Pernoctaciones;Estados Unidos de América;;2015M01;176.272
Pernoctaciones;Estados Unidos de América;;2015M02;190.636
Pernoctaciones;Estados Unidos de América;;2015M03;362.508
Pernoctaciones;Estados Unidos de América;;2015M04;432.044
Pernoctaciones;Estados Unidos de América;;2015M05;580.426
Pernoctaciones;Estados Unidos de América;;2015M06;678.087
Pernoctaciones;Estados Unidos de América;;2015M07;676.903
Pernoctaciones;Estados Unidos de América;;2015M08;475.398
Pernoctaciones;Estados Unidos de América;;2015M09;602.952
Pernoctaciones;Estados Unidos de América;;2015M10;596.190
Pernoctaciones;Estados Unidos de América;;2015M11;306.764
Pernoctaciones;Estados Unidos de América;;2015M12;244.759
Pernoctaciones;Estados Unidos de América;;2016M01;196.720
Pernoctaciones;Estados Unidos de América;;2016M02;237.197
Pernoctaciones;Estados Unidos de América;;2016M03;389.932
Pernoctaciones;Estados Unidos de América;;2016M04;450.570
Pernoctaciones;Estados Unidos de América;;2016M05;640.670
Pernoctaciones;Estados Unidos de América;;2016M06;756.272
Pernoctaciones;Estados Unidos de América;;2016M07;712.406
Pernoctaciones;Estados Unidos de América;;2016M08;519.305
Pernoctaciones;Estados Unidos de América;;2016M09;644.675
Pernoctaciones;Estados Unidos de América;;2016M10;572.825
Pernoctaciones;Estados Unidos de América;;2016M11;311.348
Pernoctaciones;Estados Unidos de América;;2016M12;275.187
Pernoctaciones;Estados Unidos de América;;2017M01;214.771
Pernoctaciones;Estados Unidos de América;;2017M02;243.072
Pernoctaciones;Estados Unidos de América;;2017M03;431.259
Pernoctaciones;Estados Unidos de América;;2017M04;567.009
Pernoctaciones;Estados Unidos de América;;2017M05;747.113
Pernoctaciones;Estados Unidos de América;;2017M06;825.257
Pernoctaciones;Estados Unidos de América;;2017M07;821.776
Pernoctaciones;Estados Unidos de América;;2017M08;592.516
Pernoctaciones;Estados Unidos de América;;2017M09;768.161
Pernoctaciones;Estados Unidos de América;;2017M10;652.739
Pernoctaciones;Estados Unidos de América;;2017M11;366.038
Pernoctaciones;Estados Unidos de América;;2017M12;280.299
Pernoctaciones;Estados Unidos de América;;2018M01;258.719
Pernoctaciones;Estados Unidos de América;;2018M02;269.733
Pernoctaciones;Estados Unidos de América;;2018M03;462.365
Pernoctaciones;Estados Unidos de América;;2018M04;544.570
Pernoctaciones;Estados Unidos de América;;2018M05;746.540
Pernoctaciones;Estados Unidos de América;;2018M06;868.341
Pernoctaciones;Estados Unidos de América;;2018M07;848.716
Pernoctaciones;Estados Unidos de América;;2018M08;625.082
Pernoctaciones;Estados Unidos de América;;2018M09;744.660
Pernoctaciones;Estados Unidos de América;;2018M10;719.629
Pernoctaciones;Estados Unidos de América;;2018M11;448.253
Pernoctaciones;Estados Unidos de América;;2018M12;339.236
Pernoctaciones;Estados Unidos de América;;2019M01;301.379
Pernoctaciones;Estados Unidos de América;;2019M02;307.577
Pernoctaciones;Estados Unidos de América;;2019M03;544.597
Pernoctaciones;Estados Unidos de América;;2019M04;631.339
Pernoctaciones;Estados Unidos de América;;2019M05;855.181
Pernoctaciones;Estados Unidos de América;;2019M06;963.401
Pernoctaciones;Estados Unidos de América;;2019M07;1.025.523
Pernoctaciones;Estados Unidos de América;;2019M08;735.546
Pernoctaciones;Estados Unidos de América;;2019M09;888.980
Pernoctaciones;Estados Unidos de América;;2019M10;836.384
Pernoctaciones;Estados Unidos de América;;2019M11;514.040
Pernoctaciones;Estados Unidos de América;;2019M12;388.787
Pernoctaciones;Japón;;2015M01;69.784
Pernoctaciones;Japón;;2015M02;80.802
Pernoctaciones;Japón;;2015M03;87.386
Pernoctaciones;Japón;;2015M04;77.301
Pernoctaciones;Japón;;2015M05;84.830
Pernoctaciones;Japón;;2015M06;90.402
Pernoctaciones;Japón;;2015M07;80.780
Pernoctaciones;Japón;;2015M08;101.786
Pernoctaciones;Japón;;2015M09;111.383
Pernoctaciones;Japón;;2015M10;103.793
Pernoctaciones;Japón;;2015M11;90.634
Pernoctaciones;Japón;;2015M12;74.889
Pernoctaciones;Japón;;2016M01;67.264
Pernoctaciones;Japón;;2016M02;84.487
Pernoctaciones;Japón;;2016M03;97.738
Pernoctaciones;Japón;;2016M04;86.774
Pernoctaciones;Japón;;2016M05;96.329
Pernoctaciones;Japón;;2016M06;91.569
Pernoctaciones;Japón;;2016M07;71.172
Pernoctaciones;Japón;;2016M08;91.813
Pernoctaciones;Japón;;2016M09;108.700
Pernoctaciones;Japón;;2016M10;92.551
Pernoctaciones;Japón;;2016M11;82.889
Pernoctaciones;Japón;;2016M12;84.216
Pernoctaciones;Japón;;2017M01;80.773
Pernoctaciones;Japón;;2017M02;89.267
Pernoctaciones;Japón;;2017M03;113.091
Pernoctaciones;Japón;;2017M04;81.505
Pernoctaciones;Japón;;2017M05;101.324
Pernoctaciones;Japón;;2017M06;109.361
Pernoctaciones;Japón;;2017M07;85.997
Pernoctaciones;Japón;;2017M08;98.427
Pernoctaciones;Japón;;2017M09;106.685
Pernoctaciones;Japón;;2017M10;100.356
Pernoctaciones;Japón;;2017M11;71.929
Pernoctaciones;Japón;;2017M12;62.683
Pernoctaciones;Japón;;2018M01;58.095
Pernoctaciones;Japón;;2018M02;83.381
Pernoctaciones;Japón;;2018M03;94.380
Pernoctaciones;Japón;;2018M04;75.096
Pernoctaciones;Japón;;2018M05;88.748
Pernoctaciones;Japón;;2018M06;91.686
Pernoctaciones;Japón;;2018M07;81.305
Pernoctaciones;Japón;;2018M08;94.291
Pernoctaciones;Japón;;2018M09;107.876
Pernoctaciones;Japón;;2018M10;99.356
Pernoctaciones;Japón;;2018M11;91.761
Pernoctaciones;Japón;;2018M12;85.019
Pernoctaciones;Japón;;2019M01;77.369
Pernoctaciones;Japón;;2019M02;95.353
Pernoctaciones;Japón;;2019M03;106.878
Pernoctaciones;Japón;;2019M04;103.855
Pernoctaciones;Japón;;2019M05;121.393
Pernoctaciones;Japón;;2019M06;117.407
Pernoctaciones;Japón;;2019M07;104.970
Pernoctaciones;Japón;;2019M08;111.030
Pernoctaciones;Japón;;2019M09;127.577
Pernoctaciones;Japón;;2019M10;130.378
Pernoctaciones;Japón;;2019M11;98.654
Pernoctaciones;Japón;;2019M12;96.717
Pernoctaciones;Asia (sin Japón);;2015M01;""
Pernoctaciones;Asia (sin Japón);;2015M02;""
Pernoctaciones;Asia (sin Japón);;2015M03;""
Pernoctaciones;Asia (sin Japón);;2015M04;""
Pernoctaciones;Asia (sin Japón);;2015M05;""
Pernoctaciones;Asia (sin Japón);;2015M06;""
Pernoctaciones;Asia (sin Japón);;2015M07;""
Pernoctaciones;Asia (sin Japón);;2015M08;""
Pernoctaciones;Asia (sin Japón);;2015M09;""
Pernoctaciones;Asia (sin Japón);;2015M10;""
Pernoctaciones;Asia (sin Japón);;2015M11;""
Pernoctaciones;Asia (sin Japón);;2015M12;""
Pernoctaciones;Asia (sin Japón);;2016M01;""
Pernoctaciones;Asia (sin Japón);;2016M02;""
Pernoctaciones;Asia (sin Japón);;2016M03;""
Pernoctaciones;Asia (sin Japón);;2016M04;""
Pernoctaciones;Asia (sin Japón);;2016M05;""
Pernoctaciones;Asia (sin Japón);;2016M06;""
Pernoctaciones;Asia (sin Japón);;2016M07;""
Pernoctaciones;Asia (sin Japón);;2016M08;""
Pernoctaciones;Asia (sin Japón);;2016M09;""
Pernoctaciones;Asia (sin Japón);;2016M10;""
Pernoctaciones;Asia (sin Japón);;2016M11;""
Pernoctaciones;Asia (sin Japón);;2016M12;""
Pernoctaciones;Asia (sin Japón);;2017M01;""
Pernoctaciones;Asia (sin Japón);;2017M02;""
Pernoctaciones;Asia (sin Japón);;2017M03;""
Pernoctaciones;Asia (sin Japón);;2017M04;""
Pernoctaciones;Asia (sin Japón);;2017M05;""
Pernoctaciones;Asia (sin Japón);;2017M06;""
Pernoctaciones;Asia (sin Japón);;2017M07;""
Pernoctaciones;Asia (sin Japón);;2017M08;""
Pernoctaciones;Asia (sin Japón);;2017M09;""
Pernoctaciones;Asia (sin Japón);;2017M10;""
Pernoctaciones;Asia (sin Japón);;2017M11;""
Pernoctaciones;Asia (sin Japón);;2017M12;""
Pernoctaciones;Asia (sin Japón);;2018M01;""
Pernoctaciones;Asia (sin Japón);;2018M02;""
Pernoctaciones;Asia (sin Japón);;2018M03;""
Pernoctaciones;Asia (sin Japón);;2018M04;""
Pernoctaciones;Asia (sin Japón);;2018M05;""
Pernoctaciones;Asia (sin Japón);;2018M06;""
Pernoctaciones;Asia (sin Japón);;2018M07;""
Pernoctaciones;Asia (sin Japón);;2018M08;""
Pernoctaciones;Asia (sin Japón);;2018M09;""
Pernoctaciones;Asia (sin Japón);;2018M10;""
Pernoctaciones;Asia (sin Japón);;2018M11;""
Pernoctaciones;Asia (sin Japón);;2018M12;""
Pernoctaciones;Asia (sin Japón);;2019M01;""
Pernoctaciones;Asia (sin Japón);;2019M02;""
Pernoctaciones;Asia (sin Japón);;2019M03;""
Pernoctaciones;Asia (sin Japón);;2019M04;""
Pernoctaciones;Asia (sin Japón);;2019M05;""
Pernoctaciones;Asia (sin Japón);;2019M06;""
Pernoctaciones;Asia (sin Japón);;2019M07;""
Pernoctaciones;Asia (sin Japón);;2019M08;""
Pernoctaciones;Asia (sin Japón);;2019M09;""
Pernoctaciones;Asia (sin Japón);;2019M10;""
Pernoctaciones;Asia (sin Japón);;2019M11;""
Pernoctaciones;Asia (sin Japón);;2019M12;""
