cat_educacion,estado_laboral,familia,riq_inmob,ahorro,deuda,adq_ahorro2,adq_deuda2,adq_otro,ahorra_12m,consumo_ahorros,cred_inf,cred_form,cred_add,impago,ayudas,rechazo,semirechazo,nopiden,age,ID,year,inflacion_ok,interes_comp_ok,diversificacion_ok,weight
Educación Primaria,Asalariado,Otros adultos,Solo residencia principal,1.0,1.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,59,7183,2021,1.0,0.0,0.0,11490.547
Educación Primaria,Otros inactivos,Vive solo,Residencia principal y otras,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,48,7184,2022,0.0,1.0,1.0,2840.4453
Educación Secundaria,Otros inactivos,Otros adultos,Solo residencia principal,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,20,7185,2022,0.0,1.0,1.0,2743.0776
Educación Primaria,Asalariado,Vive con pareja,Solo residencia principal,1.0,1.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,43,7186,2022,0.0,1.0,1.0,2075.0779
Universidad,Asalariado,Vive con pareja,Solo residencia principal,1.0,0.0,1.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,40,7187,2022,0.0,0.0,0.0,1188.061
Educación Secundaria,Asalariado,Otros adultos,No posee residencia principal,0.0,1.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,20,7188,2021,0.0,1.0,1.0,5900.6641
Universidad,Asalariado,Vive con pareja,Residencia principal y otras,0.0,1.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,41,7189,2022,1.0,0.0,1.0,3381.9688
Educación Primaria,Asalariado,Vive con pareja,No posee residencia principal,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,33,7190,2022,1.0,1.0,1.0,3661.825
Educación Secundaria,Otros inactivos,Otros adultos,Residencia principal y otras,0.0,0.0,0.0,0.0,1.0,1,1,0,0,0,0,0,0,0,0,19,7191,2022,,0.0,1.0,1559.8981
Universidad,Desempleado,Vive con pareja,Residencia principal y otras,1.0,1.0,0.0,0.0,0.0,1,1,0,0,0,0,0,0,0,0,43,7192,2022,1.0,1.0,,2261.6113
Educación Secundaria,Asalariado,Vive con pareja,Solo residencia principal,1.0,0.0,1.0,1.0,1.0,1,1,0,1,1,0,0,0,0,0,45,7193,2022,1.0,,1.0,2960.053
Universidad,Autónomo,Vive con pareja,No posee residencia principal,1.0,0.0,1.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,61,7194,2022,1.0,0.0,1.0,1386.5059
Universidad,Asalariado,Vive con pareja,Solo residencia principal,0.0,1.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,43,7195,2022,1.0,1.0,1.0,6069.48
Universidad,Jubilado,Vive con pareja,Residencia principal y otras,1.0,0.0,1.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,64,7196,2021,1.0,0.0,1.0,3208.1616
Educación Secundaria,Jubilado,Vive solo,No posee residencia principal,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,1,67,7197,2022,1.0,1.0,1.0,4257.9097
Universidad,Asalariado,Vive con pareja,No posee residencia principal,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,32,7198,2021,1.0,0.0,1.0,7759.979
Educación Secundaria,Asalariado,Otros adultos,Solo residencia principal,0.0,1.0,0.0,1.0,1.0,1,0,0,0,0,0,0,0,0,0,28,7199,2022,,,,3098.5088
Educación Primaria,Desempleado,Vive solo,Solo residencia principal,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,19,7200,2022,1.0,,0.0,2833.8445
Educación Primaria,Autónomo,Vive con pareja,Solo residencia principal,1.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,62,7201,2021,,,1.0,6637.5693
Educación Secundaria,Otros inactivos,Otros adultos,Solo residencia principal,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,1,0,0,24,7202,2022,0.0,0.0,1.0,2852.6252
Universidad,Jubilado,Vive con pareja,Solo residencia principal,1.0,0.0,1.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,74,7203,2022,1.0,1.0,1.0,5450.5098
Educación Primaria,Asalariado,Vive con pareja,Solo residencia principal,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,56,7204,2022,1.0,0.0,,3967.3027
Educación Secundaria,Asalariado,Vive con pareja,Residencia principal y otras,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,45,7205,2022,1.0,0.0,1.0,736.02893
Educación Primaria,Otros inactivos,Otros adultos,Solo residencia principal,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,1,0,1,0,1,45,7206,2022,,1.0,,10749.448
Educación Primaria,Autónomo,Vive con pareja,Residencia principal y otras,1.0,0.0,1.0,1.0,1.0,1,0,0,0,0,0,0,0,0,0,50,7207,2022,1.0,0.0,1.0,3996.2432
Educación Primaria,Otros inactivos,Vive con pareja,,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,59,7208,2022,1.0,1.0,1.0,3753.1802
Universidad,Asalariado,Vive con pareja,No posee residencia principal,1.0,0.0,1.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,59,7209,2022,1.0,1.0,1.0,3247.0959
Universidad,Desempleado,Vive con pareja,No posee residencia principal,1.0,1.0,1.0,1.0,1.0,1,0,0,0,0,0,0,0,0,0,35,7210,2022,1.0,1.0,1.0,7605.749
Educación Primaria,Asalariado,Vive con pareja,Solo residencia principal,0.0,1.0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0,58,7211,2021,1.0,,1.0,4700.8057
Educación Secundaria,Desempleado,Vive con pareja,No posee residencia principal,1.0,1.0,0.0,0.0,0.0,1,1,0,0,0,0,0,0,0,0,43,7212,2022,1.0,1.0,1.0,2933.7524
Educación Secundaria,Asalariado,Otros adultos,Solo residencia principal,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,28,7213,2022,1.0,0.0,,8307.3643
Educación Secundaria,Autónomo,Vive con pareja,Residencia principal y otras,1.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,63,7214,2022,1.0,0.0,0.0,3920.0161
Universidad,Asalariado,Otros adultos,Residencia principal y otras,1.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,24,7215,2022,1.0,1.0,1.0,1560.1863
Educación Primaria,Asalariado,Vive con pareja,No posee residencia principal,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,59,7216,2022,0.0,1.0,0.0,9286.7021
Universidad,Asalariado,Vive con pareja,Solo residencia principal,1.0,1.0,0.0,0.0,0.0,1,0,0,0,0,0,0,1,0,0,42,7217,2022,,1.0,,2704.8169
Educación Primaria,Asalariado,Vive con pareja,Solo residencia principal,1.0,1.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,52,7218,2022,1.0,0.0,0.0,11188.831
Universidad,Asalariado,Otros adultos,Solo residencia principal,1.0,1.0,0.0,1.0,1.0,1,0,0,0,0,0,0,0,0,0,48,7219,2022,1.0,1.0,1.0,4688.5356
Universidad,Jubilado,Vive con pareja,No posee residencia principal,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,67,7220,2022,0.0,0.0,1.0,7051.2021
Educación Primaria,Autónomo,Vive con pareja,Residencia principal y otras,1.0,1.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,60,7221,2022,,,0.0,2266.6924
Educación Secundaria,Asalariado,Vive con pareja,Solo residencia principal,1.0,1.0,1.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,43,7222,2022,1.0,1.0,0.0,1393.4491
Universidad,Asalariado,Vive con pareja,Residencia principal y otras,1.0,0.0,1.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,53,7223,2022,1.0,0.0,0.0,980.6629
Universidad,Asalariado,Otros adultos,No posee residencia principal,0.0,1.0,0.0,1.0,1.0,1,0,0,0,0,0,0,0,0,0,30,7224,2021,1.0,1.0,0.0,6463.1709
Educación Primaria,Asalariado,Vive con pareja,Residencia principal y otras,1.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,58,7225,2022,1.0,1.0,,4502.7231
Educación Secundaria,Asalariado,Vive con pareja,Solo residencia principal,0.0,1.0,0.0,1.0,1.0,0,1,0,0,0,0,0,0,0,0,45,7226,2022,0.0,0.0,0.0,8537.1738
Universidad,Autónomo,Vive con pareja,Solo residencia principal,0.0,1.0,0.0,1.0,1.0,1,0,0,0,0,0,0,0,0,0,33,7227,2022,1.0,1.0,1.0,2868.437
Educación Primaria,Desempleado,Vive con pareja,Solo residencia principal,0.0,1.0,0.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,41,7228,2021,0.0,1.0,1.0,4279.1787
Educación Primaria,Asalariado,Vive con pareja,No posee residencia principal,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,42,7229,2022,1.0,0.0,1.0,4172.146
Educación Secundaria,Otros inactivos,Otros adultos,Solo residencia principal,1.0,0.0,1.0,0.0,1.0,1,0,0,1,0,0,0,0,0,0,25,7230,2022,1.0,1.0,1.0,3296.7478
Educación Secundaria,Otros inactivos,Otros adultos,Residencia principal y otras,1.0,0.0,0.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,28,7231,2022,1.0,1.0,0.0,8076.9985
Educación Primaria,Asalariado,Vive con pareja,Solo residencia principal,0.0,0.0,0.0,0.0,1.0,0,0,0,0,0,1,0,0,0,0,37,7232,2022,0.0,0.0,1.0,3921.6453
Universidad,Otros inactivos,Otros adultos,Solo residencia principal,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,21,7233,2022,1.0,1.0,1.0,980.65656
Educación Secundaria,Asalariado,Vive solo,Solo residencia principal,1.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,45,7234,2022,1.0,1.0,1.0,5336.2358
Educación Primaria,Autónomo,Otros adultos,No posee residencia principal,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,31,7235,2022,0.0,0.0,0.0,13665.587
Universidad,Asalariado,Vive con pareja,Residencia principal y otras,1.0,0.0,1.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,54,7236,2022,1.0,0.0,1.0,6090.1167
Universidad,Asalariado,Vive solo,Solo residencia principal,0.0,1.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,39,7237,2022,0.0,0.0,0.0,2400.3083
Universidad,Asalariado,Vive con pareja,Solo residencia principal,0.0,1.0,0.0,1.0,1.0,1,0,0,0,0,0,0,0,0,0,38,7238,2022,1.0,0.0,1.0,3219.5227
Educación Primaria,Otros inactivos,Vive con pareja,Solo residencia principal,0.0,1.0,0.0,1.0,1.0,0,0,1,0,0,0,0,0,0,0,26,7239,2022,,,0.0,2091.4871
Universidad,Asalariado,Vive con pareja,No posee residencia principal,1.0,0.0,1.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,31,7240,2022,0.0,,1.0,5260.6162
Educación Secundaria,Autónomo,Otros adultos,Solo residencia principal,0.0,0.0,0.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,23,7241,2022,1.0,1.0,1.0,7510.5835
Educación Secundaria,Asalariado,Vive solo,Solo residencia principal,1.0,1.0,0.0,0.0,0.0,1,1,0,0,0,0,0,0,0,0,52,7242,2021,1.0,0.0,1.0,5336.2358
Educación Secundaria,Asalariado,Vive con pareja,No posee residencia principal,1.0,1.0,0.0,1.0,1.0,1,0,0,0,0,0,0,0,0,0,40,7243,2022,1.0,0.0,1.0,3779.2178
Universidad,Asalariado,Vive con pareja,Residencia principal y otras,1.0,1.0,1.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,51,7244,2022,1.0,1.0,1.0,5023.0854
Educación Secundaria,Asalariado,Vive con pareja,No posee residencia principal,1.0,0.0,0.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,34,7245,2022,0.0,0.0,,5257.625
Educación Primaria,Asalariado,Vive con pareja,No posee residencia principal,0.0,1.0,0.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,46,7246,2021,1.0,0.0,1.0,3869.7461
Educación Secundaria,Asalariado,Vive solo,No posee residencia principal,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,30,7247,2022,0.0,,1.0,9554.8955
Universidad,Otros inactivos,Vive con pareja,Residencia principal y otras,0.0,1.0,0.0,0.0,0.0,1,1,0,0,0,0,0,0,0,0,60,7248,2022,0.0,1.0,1.0,2455.54
Universidad,Desempleado,Vive con pareja,No posee residencia principal,1.0,0.0,1.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,62,7249,2022,1.0,1.0,1.0,2943.7083
Educación Primaria,Asalariado,Vive solo,No posee residencia principal,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,38,7250,2022,0.0,0.0,0.0,3740.4463
Universidad,Asalariado,Otros adultos,Solo residencia principal,1.0,0.0,1.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,39,7251,2022,1.0,1.0,1.0,6034.5083
Educación Secundaria,Otros inactivos,Otros adultos,Residencia principal y otras,0.0,0.0,0.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,18,7252,2022,1.0,1.0,0.0,3664.3413
Educación Primaria,Asalariado,Vive con pareja,No posee residencia principal,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,1,0,0,44,7253,2022,1.0,0.0,,8998.0479
Universidad,Asalariado,Vive con pareja,Residencia principal y otras,1.0,1.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,49,7254,2021,1.0,1.0,1.0,6201.8525
Universidad,Desempleado,Vive solo,No posee residencia principal,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,1,27,7255,2022,0.0,1.0,0.0,1120.2523
Universidad,Asalariado,Otros adultos,No posee residencia principal,0.0,0.0,0.0,1.0,1.0,1,0,0,0,0,0,0,0,0,0,25,7256,2021,0.0,0.0,1.0,8827.0283
Universidad,Asalariado,,Solo residencia principal,0.0,1.0,0.0,1.0,1.0,1,0,0,0,0,0,0,0,0,0,38,7257,2022,0.0,1.0,1.0,6726.3667
Universidad,Asalariado,Vive con pareja,Solo residencia principal,1.0,1.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,47,7258,2022,0.0,,1.0,6720.4146
Universidad,Asalariado,Vive con pareja,Residencia principal y otras,0.0,1.0,0.0,1.0,1.0,1,0,0,0,0,0,0,1,0,0,31,7259,2021,1.0,0.0,1.0,6479.1729
Educación Secundaria,Desempleado,Vive con pareja,Solo residencia principal,0.0,1.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,1,37,7260,2022,1.0,1.0,0.0,4791.0278
Universidad,Autónomo,Vive con pareja,Solo residencia principal,1.0,1.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,49,7261,2022,1.0,0.0,1.0,767.6048
Universidad,Asalariado,Vive con pareja,Solo residencia principal,1.0,1.0,0.0,1.0,1.0,1,0,0,0,0,0,0,0,0,0,30,7262,2022,1.0,1.0,0.0,1079.1466
Educación Secundaria,Desempleado,Otros adultos,Solo residencia principal,0.0,0.0,0.0,0.0,0.0,1,0,1,0,0,0,0,0,0,0,28,7263,2022,1.0,1.0,,4540.1143
Educación Primaria,Asalariado,Vive con pareja,Solo residencia principal,0.0,1.0,0.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,37,7264,2022,1.0,1.0,0.0,11118.271
Educación Primaria,Autónomo,Vive con pareja,Residencia principal y otras,1.0,1.0,1.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,49,7265,2022,1.0,0.0,1.0,3182.051
Universidad,Jubilado,Vive con pareja,Residencia principal y otras,1.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,71,7266,2022,1.0,1.0,1.0,6177.1958
Universidad,Asalariado,Vive con pareja,Residencia principal y otras,0.0,1.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,45,7267,2022,1.0,1.0,,1641.8354
Universidad,Asalariado,Vive con pareja,Residencia principal y otras,1.0,0.0,1.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,41,7268,2022,1.0,1.0,1.0,750.24261
Universidad,Asalariado,Vive con pareja,Solo residencia principal,0.0,1.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,40,7269,2022,,,0.0,840.40344
Educación Primaria,Asalariado,Vive con pareja,Residencia principal y otras,0.0,1.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,48,7270,2022,1.0,0.0,1.0,10552.242
Universidad,Asalariado,Vive solo,No posee residencia principal,1.0,0.0,1.0,0.0,1.0,1,1,0,0,0,0,0,0,0,0,28,7271,2022,1.0,0.0,,4007.3921
Universidad,Otros inactivos,Otros adultos,Residencia principal y otras,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,22,7272,2021,1.0,1.0,1.0,2198.3594
Educación Primaria,Otros inactivos,Otros adultos,Solo residencia principal,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,18,7273,2022,0.0,0.0,1.0,4676.8101
Educación Primaria,Otros inactivos,Vive con pareja,No posee residencia principal,0.0,0.0,0.0,0.0,0.0,1,1,1,0,0,0,0,0,0,1,35,7274,2022,0.0,1.0,1.0,12294.266
Universidad,Asalariado,Vive con pareja,Solo residencia principal,1.0,1.0,0.0,1.0,1.0,1,0,0,0,0,0,0,1,0,0,52,7275,2022,1.0,0.0,0.0,2507.4023
Universidad,Autónomo,Otros adultos,Residencia principal y otras,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,35,7276,2022,1.0,0.0,1.0,2063.2207
Universidad,Jubilado,Vive solo,Residencia principal y otras,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,68,7277,2021,1.0,1.0,1.0,4105.8193
Universidad,Asalariado,Vive con pareja,No posee residencia principal,0.0,1.0,0.0,1.0,1.0,1,0,0,0,0,0,0,0,0,0,46,7278,2022,,1.0,0.0,1915.903
Universidad,Asalariado,Otros adultos,Residencia principal y otras,1.0,1.0,0.0,1.0,1.0,1,0,0,0,0,0,0,0,0,0,62,7279,2021,1.0,1.0,1.0,2587.5269
Universidad,Asalariado,Vive con pareja,No posee residencia principal,0.0,0.0,0.0,1.0,1.0,1,1,1,1,0,1,0,1,0,1,32,7280,2022,1.0,0.0,1.0,1199.504
Universidad,Asalariado,Vive solo,Solo residencia principal,1.0,1.0,1.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,44,7281,2022,1.0,1.0,1.0,2756.4214
Universidad,Asalariado,Vive con pareja,Solo residencia principal,1.0,1.0,1.0,0.0,1.0,1,1,0,0,0,0,0,0,0,0,53,7282,2021,1.0,,1.0,6705.6577
Universidad,Desempleado,,Residencia principal y otras,1.0,1.0,1.0,1.0,1.0,1,0,0,0,0,0,0,0,0,0,60,7283,2022,1.0,0.0,1.0,1594.511
Educación Primaria,Desempleado,Vive con pareja,Solo residencia principal,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,56,7284,2022,1.0,0.0,0.0,7253.3223
Educación Primaria,Desempleado,Vive con pareja,No posee residencia principal,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,33,7285,2022,0.0,0.0,0.0,9098.8955
Universidad,Asalariado,Vive con pareja,Residencia principal y otras,1.0,1.0,0.0,1.0,1.0,1,0,0,0,0,0,0,0,0,0,38,7286,2022,1.0,0.0,1.0,7642.5947
Educación Primaria,Asalariado,Otros adultos,Solo residencia principal,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,0,0,0,0,56,7287,2021,,,0.0,8621.2002
Educación Primaria,Asalariado,Vive solo,Solo residencia principal,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,1,37,7288,2021,0.0,,1.0,3583.554
Universidad,Asalariado,Vive con pareja,Residencia principal y otras,0.0,1.0,0.0,0.0,0.0,0,0,1,0,0,0,0,0,0,0,47,7289,2022,0.0,0.0,1.0,735.26056
Educación Secundaria,Otros inactivos,Otros adultos,Residencia principal y otras,0.0,0.0,0.0,0.0,0.0,1,0,0,1,1,0,0,0,0,0,26,7290,2021,1.0,0.0,1.0,6486.9766
Educación Secundaria,Jubilado,Vive con pareja,Solo residencia principal,1.0,0.0,1.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,68,7291,2022,1.0,1.0,0.0,5791.8682
Universidad,Asalariado,Vive con pareja,Solo residencia principal,1.0,1.0,0.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,45,7292,2022,1.0,1.0,1.0,1760.0702
Educación Secundaria,Asalariado,Otros adultos,No posee residencia principal,0.0,1.0,0.0,0.0,1.0,0,0,1,0,0,0,0,0,0,0,39,7293,2022,1.0,0.0,1.0,8421.3809
Universidad,Asalariado,Vive con pareja,Solo residencia principal,0.0,1.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,35,7294,2022,1.0,0.0,0.0,7541.2021
Universidad,Asalariado,Vive con pareja,Residencia principal y otras,1.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,58,7295,2022,1.0,0.0,1.0,1039.451
Universidad,Asalariado,,Solo residencia principal,0.0,1.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,45,7296,2022,1.0,1.0,,2507.4023
Educación Primaria,Autónomo,Vive con pareja,Residencia principal y otras,1.0,0.0,1.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,64,7297,2022,0.0,1.0,0.0,8706.1826
Universidad,Asalariado,Vive con pareja,Solo residencia principal,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,57,7298,2021,0.0,1.0,1.0,4212.0107
Universidad,Asalariado,Otros adultos,Solo residencia principal,0.0,0.0,0.0,1.0,1.0,1,0,0,0,0,0,0,0,0,0,28,7299,2022,0.0,0.0,0.0,3557.2969
Educación Secundaria,Asalariado,Vive con pareja,Solo residencia principal,0.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,43,7300,2022,0.0,0.0,0.0,7056.9121
Universidad,Asalariado,Otros adultos,Solo residencia principal,0.0,1.0,1.0,1.0,1.0,1,0,1,1,0,0,0,0,0,0,24,7301,2021,1.0,0.0,0.0,2676.3147
Educación Secundaria,Otros inactivos,Otros adultos,Residencia principal y otras,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,23,7302,2022,0.0,1.0,0.0,2433.1155
Educación Secundaria,Otros inactivos,Vive con pareja,Residencia principal y otras,1.0,1.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,46,7303,2022,0.0,0.0,,3712.0408
Universidad,Otros inactivos,Vive con pareja,Residencia principal y otras,1.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,71,7304,2022,1.0,0.0,,4073.3682
Educación Secundaria,Desempleado,,No posee residencia principal,0.0,0.0,0.0,0.0,0.0,0,0,1,0,0,1,0,1,0,0,43,7305,2022,1.0,1.0,1.0,7984.458
Universidad,Asalariado,Vive con pareja,Solo residencia principal,1.0,1.0,1.0,1.0,1.0,1,0,0,0,0,0,0,0,0,0,45,7306,2022,1.0,1.0,1.0,2953.5049
Educación Secundaria,Asalariado,Vive solo,No posee residencia principal,1.0,1.0,1.0,0.0,1.0,1,1,0,1,0,0,0,0,0,0,43,7307,2022,1.0,1.0,0.0,6700.105
Universidad,Asalariado,Otros adultos,Solo residencia principal,1.0,1.0,0.0,1.0,1.0,1,0,1,0,0,0,0,0,0,0,45,7308,2022,0.0,0.0,0.0,6705.6577
Educación Secundaria,Jubilado,Vive con pareja,Residencia principal y otras,0.0,1.0,0.0,1.0,1.0,1,0,0,0,0,0,0,0,0,0,72,7309,2022,1.0,1.0,0.0,3069.3909
Educación Secundaria,Asalariado,Otros adultos,Solo residencia principal,1.0,1.0,0.0,1.0,1.0,1,0,0,0,0,0,0,0,0,0,49,7310,2022,1.0,1.0,0.0,5650.7842
Educación Secundaria,Desempleado,Otros adultos,No posee residencia principal,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,24,7311,2022,1.0,0.0,1.0,6223.0649
Educación Primaria,Otros inactivos,Vive solo,Residencia principal y otras,1.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,78,7312,2022,0.0,0.0,1.0,1695.9076
Educación Secundaria,Desempleado,Vive con pareja,Residencia principal y otras,0.0,0.0,0.0,1.0,1.0,1,1,1,0,1,1,0,1,0,0,51,7313,2022,0.0,1.0,,5293.0366
Educación Secundaria,Autónomo,Vive con pareja,Residencia principal y otras,0.0,0.0,0.0,0.0,0.0,1,1,0,0,0,0,0,0,0,0,43,7314,2022,0.0,1.0,1.0,3243.8643
Educación Secundaria,Asalariado,Vive con pareja,Residencia principal y otras,1.0,1.0,0.0,1.0,1.0,1,1,0,0,0,0,0,0,0,0,60,7315,2022,1.0,1.0,1.0,2851.1252
Universidad,Otros inactivos,Otros adultos,Solo residencia principal,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,25,7316,2022,1.0,1.0,1.0,5208.3457
Educación Secundaria,Jubilado,Vive con pareja,Solo residencia principal,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,63,7317,2022,,,,1218.6704
Universidad,Asalariado,Vive solo,No posee residencia principal,0.0,0.0,0.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,39,7318,2022,0.0,1.0,1.0,6814.126
Educación Primaria,Desempleado,Otros adultos,Solo residencia principal,1.0,0.0,1.0,0.0,1.0,1,0,0,0,0,1,0,0,0,0,20,7319,2022,1.0,1.0,0.0,2312.2803
Universidad,Asalariado,Vive con pareja,No posee residencia principal,1.0,1.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,41,7320,2022,1.0,1.0,0.0,3897.8469
Educación Secundaria,Otros inactivos,Otros adultos,Solo residencia principal,1.0,1.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,57,7321,2022,1.0,0.0,,4058.7268
Universidad,Desempleado,Vive solo,No posee residencia principal,1.0,1.0,1.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,31,7322,2022,1.0,1.0,1.0,2776.8987
Universidad,Asalariado,Vive solo,Solo residencia principal,0.0,0.0,0.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,53,7323,2022,1.0,0.0,1.0,5365.9678
Universidad,Desempleado,Otros adultos,Solo residencia principal,1.0,0.0,0.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,25,7324,2021,1.0,1.0,0.0,3241.5784
Universidad,Jubilado,Vive solo,Solo residencia principal,1.0,1.0,0.0,1.0,1.0,1,0,0,0,0,0,0,0,0,0,65,7325,2021,1.0,0.0,0.0,6562.0391
Educación Primaria,Desempleado,Otros adultos,Solo residencia principal,0.0,0.0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0,40,7326,2021,0.0,,0.0,5668.7358
Universidad,Autónomo,Vive con pareja,Solo residencia principal,1.0,0.0,1.0,0.0,1.0,1,0,0,0,0,0,0,0,0,0,57,7327,2021,1.0,1.0,1.0,2430.4978
Educación Secundaria,Desempleado,Vive con pareja,Solo residencia principal,0.0,1.0,0.0,1.0,1.0,1,0,0,0,0,0,0,0,0,0,47,7328,2022,1.0,,,2741.3113
